sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_pn,dim_execution,dim_outer_diameter,description,attributes,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg
гост-12820-1980-50-pn1-фп-13хфа,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN50 PN1 13ХФА ГОСТ 12820-1980,50,,140,,,,1,,,1.04,13ХФА,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,13ХФА,,,,False,гост-12820-1980-50-pn1-фп,57,10,0.1,2,110,4,1,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 1 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=1; mass_kg=1.04; material=13ХФА; execution=1; material_grade=13ХФА; d_inner=57; flange_thickness=10; pn_mpa=0.1; page=2; bolt_circle_d=110; stud_count=4; pn=1,,12,,,,
гост-12820-1980-50-pn2p5-фп-20,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN50 PN2.5 Ст20 ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,20,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,20,,,,False,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=20; execution=1; material_grade=20; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-50-pn2p5-фп-09г2с,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN50 PN2.5 09Г2С ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,09Г2С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,09Г2С,,,,False,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=09Г2С; execution=1; material_grade=09Г2С; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-50-pn2p5-фп-09г2сP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN50 PN2.5 09Г2С ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,09Г2С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,09Г2С,,,,True,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=09Г2С; execution=1; material_grade=09Г2С; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5; supervised=Да,,12,,,,
гост-12820-1980-50-pn2p5-фп-12х18н10т,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN50 PN2.5 12Х18Н10Т ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,12Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,12Х18Н10Т,,,,False,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-50-pn2p5-фп-12х18н10тP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN50 PN2.5 12Х18Н10Т ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,12Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,12Х18Н10Т,,,,True,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5; supervised=Да,,12,,,,
гост-12820-1980-50-pn2p5-фп-08х18н10т,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN50 PN2.5 08Х18Н10Т ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,08Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,08Х18Н10Т,,,,False,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=08Х18Н10Т; execution=1; material_grade=08Х18Н10Т; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-50-pn2p5-фп-10,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN50 PN2.5 Ст10 ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,10,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,10,,,,False,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=10; execution=1; material_grade=10; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-50-pn2p5-фп-17г1с,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN50 PN2.5 17Г1С ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,17Г1С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,17Г1С,,,,False,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=17Г1С; execution=1; material_grade=17Г1С; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-50-pn2p5-фп-17г1сP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN50 PN2.5 17Г1С ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,17Г1С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,17Г1С,,,,True,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=17Г1С; execution=1; material_grade=17Г1С; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5; supervised=Да,,12,,,,
гост-12820-1980-50-pn2p5-фп-13хфа,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN50 PN2.5 13ХФА ГОСТ 12820-1980,50,,140,,,,2.5,,,1.04,13ХФА,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,13ХФА,,,,False,гост-12820-1980-50-pn2p5-фп,57,10,0.25,2,110,4,2.5,1,140,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 50. PN 2.5 МПа. Исполнение 1.,dn=50; outer_diameter=140; pn=2.5; mass_kg=1.04; material=13ХФА; execution=1; material_grade=13ХФА; d_inner=57; flange_thickness=10; pn_mpa=0.25; page=2; bolt_circle_d=110; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-65-pn1-фп-20,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN1 Ст20 ГОСТ 12820-1980,65,,160,,,,1,,,1.39,20,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,20,,,,False,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=20; execution=1; material_grade=20; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1,,12,,,,
гост-12820-1980-65-pn1-фп-09г2с,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN1 09Г2С ГОСТ 12820-1980,65,,160,,,,1,,,1.39,09Г2С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,09Г2С,,,,False,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=09Г2С; execution=1; material_grade=09Г2С; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1,,12,,,,
гост-12820-1980-65-pn1-фп-09г2сP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN65 PN1 09Г2С ГОСТ 12820-1980,65,,160,,,,1,,,1.39,09Г2С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,09Г2С,,,,True,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=09Г2С; execution=1; material_grade=09Г2С; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1; supervised=Да,,12,,,,
гост-12820-1980-65-pn1-фп-12х18н10т,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN1 12Х18Н10Т ГОСТ 12820-1980,65,,160,,,,1,,,1.39,12Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,12Х18Н10Т,,,,False,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1,,12,,,,
гост-12820-1980-65-pn1-фп-12х18н10тP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN65 PN1 12Х18Н10Т ГОСТ 12820-1980,65,,160,,,,1,,,1.39,12Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,12Х18Н10Т,,,,True,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1; supervised=Да,,12,,,,
гост-12820-1980-65-pn1-фп-08х18н10т,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN1 08Х18Н10Т ГОСТ 12820-1980,65,,160,,,,1,,,1.39,08Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,08Х18Н10Т,,,,False,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=08Х18Н10Т; execution=1; material_grade=08Х18Н10Т; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1,,12,,,,
гост-12820-1980-65-pn1-фп-10,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN1 Ст10 ГОСТ 12820-1980,65,,160,,,,1,,,1.39,10,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,10,,,,False,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=10; execution=1; material_grade=10; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1,,12,,,,
гост-12820-1980-65-pn1-фп-17г1с,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN1 17Г1С ГОСТ 12820-1980,65,,160,,,,1,,,1.39,17Г1С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,17Г1С,,,,False,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=17Г1С; execution=1; material_grade=17Г1С; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1,,12,,,,
гост-12820-1980-65-pn1-фп-17г1сP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN65 PN1 17Г1С ГОСТ 12820-1980,65,,160,,,,1,,,1.39,17Г1С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,17Г1С,,,,True,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=17Г1С; execution=1; material_grade=17Г1С; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1; supervised=Да,,12,,,,
гост-12820-1980-65-pn1-фп-13хфа,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN1 13ХФА ГОСТ 12820-1980,65,,160,,,,1,,,1.39,13ХФА,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,13ХФА,,,,False,гост-12820-1980-65-pn1-фп,76,11,0.1,2,130,4,1,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 1 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=1; mass_kg=1.39; material=13ХФА; execution=1; material_grade=13ХФА; d_inner=76; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=130; stud_count=4; pn=1,,12,,,,
гост-12820-1980-65-pn2p5-фп-20,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN2.5 Ст20 ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,20,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,20,,,,False,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=20; execution=1; material_grade=20; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-65-pn2p5-фп-09г2с,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN2.5 09Г2С ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,09Г2С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,09Г2С,,,,False,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=09Г2С; execution=1; material_grade=09Г2С; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-65-pn2p5-фп-09г2сP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN65 PN2.5 09Г2С ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,09Г2С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,09Г2С,,,,True,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=09Г2С; execution=1; material_grade=09Г2С; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5; supervised=Да,,12,,,,
гост-12820-1980-65-pn2p5-фп-12х18н10т,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN2.5 12Х18Н10Т ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,12Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,12Х18Н10Т,,,,False,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-65-pn2p5-фп-12х18н10тP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN65 PN2.5 12Х18Н10Т ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,12Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,12Х18Н10Т,,,,True,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5; supervised=Да,,12,,,,
гост-12820-1980-65-pn2p5-фп-08х18н10т,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN2.5 08Х18Н10Т ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,08Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,08Х18Н10Т,,,,False,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=08Х18Н10Т; execution=1; material_grade=08Х18Н10Т; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-65-pn2p5-фп-10,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN2.5 Ст10 ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,10,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,10,,,,False,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=10; execution=1; material_grade=10; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-65-pn2p5-фп-17г1с,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN2.5 17Г1С ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,17Г1С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,17Г1С,,,,False,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=17Г1С; execution=1; material_grade=17Г1С; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-65-pn2p5-фп-17г1сP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN65 PN2.5 17Г1С ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,17Г1С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,17Г1С,,,,True,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=17Г1С; execution=1; material_grade=17Г1С; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5; supervised=Да,,12,,,,
гост-12820-1980-65-pn2p5-фп-13хфа,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN65 PN2.5 13ХФА ГОСТ 12820-1980,65,,160,,,,2.5,,,1.39,13ХФА,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,13ХФА,,,,False,гост-12820-1980-65-pn2p5-фп,76,11,0.25,2,130,4,2.5,1,160,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 65. PN 2.5 МПа. Исполнение 1.,dn=65; outer_diameter=160; pn=2.5; mass_kg=1.39; material=13ХФА; execution=1; material_grade=13ХФА; d_inner=76; flange_thickness=11; pn_mpa=0.25; page=2; bolt_circle_d=130; stud_count=4; pn=2.5,,12,,,,
гост-12820-1980-80-pn1-фп-20,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN80 PN1 Ст20 ГОСТ 12820-1980,80,,185,,,,1,,,1.84,20,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,20,,,,False,гост-12820-1980-80-pn1-фп,89,11,0.1,2,150,4,1,1,185,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 80. PN 1 МПа. Исполнение 1.,dn=80; outer_diameter=185; pn=1; mass_kg=1.84; material=20; execution=1; material_grade=20; d_inner=89; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=150; stud_count=4; pn=1,,16,,,,
гост-12820-1980-80-pn1-фп-09г2с,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN80 PN1 09Г2С ГОСТ 12820-1980,80,,185,,,,1,,,1.84,09Г2С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,09Г2С,,,,False,гост-12820-1980-80-pn1-фп,89,11,0.1,2,150,4,1,1,185,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 80. PN 1 МПа. Исполнение 1.,dn=80; outer_diameter=185; pn=1; mass_kg=1.84; material=09Г2С; execution=1; material_grade=09Г2С; d_inner=89; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=150; stud_count=4; pn=1,,16,,,,
гост-12820-1980-80-pn1-фп-09г2сP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN80 PN1 09Г2С ГОСТ 12820-1980,80,,185,,,,1,,,1.84,09Г2С,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,09Г2С,,,,True,гост-12820-1980-80-pn1-фп,89,11,0.1,2,150,4,1,1,185,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 80. PN 1 МПа. Исполнение 1.,dn=80; outer_diameter=185; pn=1; mass_kg=1.84; material=09Г2С; execution=1; material_grade=09Г2С; d_inner=89; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=150; stud_count=4; pn=1; supervised=Да,,16,,,,
гост-12820-1980-80-pn1-фп-12х18н10т,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец ФП DN80 PN1 12Х18Н10Т ГОСТ 12820-1980,80,,185,,,,1,,,1.84,12Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,12Х18Н10Т,,,,False,гост-12820-1980-80-pn1-фп,89,11,0.1,2,150,4,1,1,185,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 80. PN 1 МПа. Исполнение 1.,dn=80; outer_diameter=185; pn=1; mass_kg=1.84; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; d_inner=89; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=150; stud_count=4; pn=1,,16,,,,
гост-12820-1980-80-pn1-фп-12х18н10тP,ГОСТ 12820-1980,ГОСТ 12820-1980,фланцы,Фланцы,ФП,Фланец П ФП DN80 PN1 12Х18Н10Т ГОСТ 12820-1980,80,,185,,,,1,,,1.84,12Х18Н10Т,2,pdf/отводы/ГОСТ_12820_1980.pdf,,,,,,1,,12Х18Н10Т,,,,True,гост-12820-1980-80-pn1-фп,89,11,0.1,2,150,4,1,1,185,Изделие по ГОСТ 12820-1980. Тип: ФП. DN 80. PN 1 МПа. Исполнение 1.,dn=80; outer_diameter=185; pn=1; mass_kg=1.84; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; d_inner=89; flange_thickness=11; pn_mpa=0.1; page=2; bolt_circle_d=150; stud_count=4; pn=1; supervised=Да,,16,,,,
