sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,description,attributes,dim_w_mm,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_with_support,dim_support_d,dim_length,dim_length_l,dim_outer_d_branch,dim_straight_min,dim_straight_min_1,dim_sector_h,dim_semi_sector_h_22_30,dim_semi_sector_h_15,dim_pn_non_aggressive,dim_pn_aggressive,dim_straight_length_1,dim_arc_length,dim_developed_length,dim_developed_b,dim_height_h,dim_wall_s1,dim_wall_sk,dim_inner_diameter,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2
гост-17375-2001-2-250-273-11-90--5-12х18н10тP,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод П 90° 273х11 12Х18Н10Т ГОСТ 17375-2001,250,,273,11,,,,90,375,43,12Х18Н10Т,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,12Х18Н10Т,,,90-273х11,True,гост-17375-2001-2-250-273-11-90--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,90-273х11,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 11 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 12Х18Н10Т. Масса 43 кг.",dn=250; outer_diameter=273; wall_thickness=11; angle=90; radius=375; mass_kg=43; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=90-273х11; supervised=Да,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-11-90--5-20,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 90° 273х11 Ст20 ГОСТ 17375-2001,250,,273,11,,,,90,375,43,20,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,20,,,90-273х11,False,гост-17375-2001-2-250-273-11-90--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,90-273х11,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 11 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 20. Масса 43 кг.",dn=250; outer_diameter=273; wall_thickness=11; angle=90; radius=375; mass_kg=43; material=20; execution=2; material_grade=20; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=90-273х11,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-11-180--5-09г2с,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 180° 273х11 09Г2С ГОСТ 17375-2001,250,,273,11,,,,180,375,86,09Г2С,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,09Г2С,,,180-273х11,False,гост-17375-2001-2-250-273-11-180--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,180-273х11,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 180°. DN 250. Наружный диаметр 273 мм. Толщина стенки 11 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 09Г2С. Масса 86 кг.",dn=250; outer_diameter=273; wall_thickness=11; angle=180; radius=375; mass_kg=86; material=09Г2С; execution=2; material_grade=09Г2С; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=180-273х11,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-11-180--5-09г2сP,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод П 180° 273х11 09Г2С ГОСТ 17375-2001,250,,273,11,,,,180,375,86,09Г2С,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,09Г2С,,,180-273х11,True,гост-17375-2001-2-250-273-11-180--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,180-273х11,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 180°. DN 250. Наружный диаметр 273 мм. Толщина стенки 11 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 09Г2С. Масса 86 кг.",dn=250; outer_diameter=273; wall_thickness=11; angle=180; radius=375; mass_kg=86; material=09Г2С; execution=2; material_grade=09Г2С; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=180-273х11; supervised=Да,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-11-180--5-12х18н10т,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 180° 273х11 12Х18Н10Т ГОСТ 17375-2001,250,,273,11,,,,180,375,86,12Х18Н10Т,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,12Х18Н10Т,,,180-273х11,False,гост-17375-2001-2-250-273-11-180--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,180-273х11,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 180°. DN 250. Наружный диаметр 273 мм. Толщина стенки 11 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 12Х18Н10Т. Масса 86 кг.",dn=250; outer_diameter=273; wall_thickness=11; angle=180; radius=375; mass_kg=86; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=180-273х11,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-11-180--5-12х18н10тP,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод П 180° 273х11 12Х18Н10Т ГОСТ 17375-2001,250,,273,11,,,,180,375,86,12Х18Н10Т,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,12Х18Н10Т,,,180-273х11,True,гост-17375-2001-2-250-273-11-180--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,180-273х11,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 180°. DN 250. Наружный диаметр 273 мм. Толщина стенки 11 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 12Х18Н10Т. Масса 86 кг.",dn=250; outer_diameter=273; wall_thickness=11; angle=180; radius=375; mass_kg=86; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=180-273х11; supervised=Да,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-11-180--5-20,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 180° 273х11 Ст20 ГОСТ 17375-2001,250,,273,11,,,,180,375,86,20,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,20,,,180-273х11,False,гост-17375-2001-2-250-273-11-180--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,180-273х11,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 180°. DN 250. Наружный диаметр 273 мм. Толщина стенки 11 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 20. Масса 86 кг.",dn=250; outer_diameter=273; wall_thickness=11; angle=180; radius=375; mass_kg=86; material=20; execution=2; material_grade=20; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=180-273х11,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-45--5-09г2с,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 45° 273х12 09Г2С ГОСТ 17375-2001,250,,273,12,,,,45,375,23,09Г2С,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,09Г2С,,,45-273х12,False,гост-17375-2001-2-250-273-12-45--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,45-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 45°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 09Г2С. Масса 23 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=45; radius=375; mass_kg=23; material=09Г2С; execution=2; material_grade=09Г2С; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=45-273х12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-45--5-09г2сP,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод П 45° 273х12 09Г2С ГОСТ 17375-2001,250,,273,12,,,,45,375,23,09Г2С,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,09Г2С,,,45-273х12,True,гост-17375-2001-2-250-273-12-45--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,45-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 45°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 09Г2С. Масса 23 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=45; radius=375; mass_kg=23; material=09Г2С; execution=2; material_grade=09Г2С; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=45-273х12; supervised=Да,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-45--5-12х18н10т,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 45° 273х12 12Х18Н10Т ГОСТ 17375-2001,250,,273,12,,,,45,375,23,12Х18Н10Т,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,12Х18Н10Т,,,45-273х12,False,гост-17375-2001-2-250-273-12-45--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,45-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 45°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 12Х18Н10Т. Масса 23 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=45; radius=375; mass_kg=23; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=45-273х12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-45--5-12х18н10тP,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод П 45° 273х12 12Х18Н10Т ГОСТ 17375-2001,250,,273,12,,,,45,375,23,12Х18Н10Т,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,12Х18Н10Т,,,45-273х12,True,гост-17375-2001-2-250-273-12-45--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,45-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 45°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 12Х18Н10Т. Масса 23 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=45; radius=375; mass_kg=23; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=45-273х12; supervised=Да,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-45--5-20,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 45° 273х12 Ст20 ГОСТ 17375-2001,250,,273,12,,,,45,375,23,20,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,20,,,45-273х12,False,гост-17375-2001-2-250-273-12-45--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,45-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 45°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 20. Масса 23 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=45; radius=375; mass_kg=23; material=20; execution=2; material_grade=20; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=45-273х12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-60--5-09г2с,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 60° 273х12 09Г2С ГОСТ 17375-2001,250,,273,12,,,,60,375,30.667,09Г2С,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,09Г2С,,,60-273х12,False,гост-17375-2001-2-250-273-12-60--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,60-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 09Г2С. Масса 30.667 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=60; radius=375; mass_kg=30.667; material=09Г2С; execution=2; material_grade=09Г2С; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=60-273х12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-60--5-09г2сP,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод П 60° 273х12 09Г2С ГОСТ 17375-2001,250,,273,12,,,,60,375,30.667,09Г2С,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,09Г2С,,,60-273х12,True,гост-17375-2001-2-250-273-12-60--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,60-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 09Г2С. Масса 30.667 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=60; radius=375; mass_kg=30.667; material=09Г2С; execution=2; material_grade=09Г2С; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=60-273х12; supervised=Да,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-60--5-12х18н10т,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 60° 273х12 12Х18Н10Т ГОСТ 17375-2001,250,,273,12,,,,60,375,30.667,12Х18Н10Т,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,12Х18Н10Т,,,60-273х12,False,гост-17375-2001-2-250-273-12-60--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,60-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 12Х18Н10Т. Масса 30.667 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=60; radius=375; mass_kg=30.667; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=60-273х12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-60--5-12х18н10тP,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод П 60° 273х12 12Х18Н10Т ГОСТ 17375-2001,250,,273,12,,,,60,375,30.667,12Х18Н10Т,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,12Х18Н10Т,,,60-273х12,True,гост-17375-2001-2-250-273-12-60--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,60-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 12Х18Н10Т. Масса 30.667 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=60; radius=375; mass_kg=30.667; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=60-273х12; supervised=Да,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-60--5-20,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 60° 273х12 Ст20 ГОСТ 17375-2001,250,,273,12,,,,60,375,30.667,20,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,20,,,60-273х12,False,гост-17375-2001-2-250-273-12-60--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,60-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 20. Масса 30.667 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=60; radius=375; mass_kg=30.667; material=20; execution=2; material_grade=20; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=60-273х12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-90--5-09г2с,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 90° 273х12 09Г2С ГОСТ 17375-2001,250,,273,12,,,,90,375,46,09Г2С,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,09Г2С,,,90-273х12,False,гост-17375-2001-2-250-273-12-90--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,90-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 09Г2С. Масса 46 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=90; radius=375; mass_kg=46; material=09Г2С; execution=2; material_grade=09Г2С; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=90-273х12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-90--5-09г2сP,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод П 90° 273х12 09Г2С ГОСТ 17375-2001,250,,273,12,,,,90,375,46,09Г2С,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,09Г2С,,,90-273х12,True,гост-17375-2001-2-250-273-12-90--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,90-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 09Г2С. Масса 46 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=90; radius=375; mass_kg=46; material=09Г2С; execution=2; material_grade=09Г2С; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=90-273х12; supervised=Да,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-90--5-12х18н10т,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 90° 273х12 12Х18Н10Т ГОСТ 17375-2001,250,,273,12,,,,90,375,46,12Х18Н10Т,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,12Х18Н10Т,,,90-273х12,False,гост-17375-2001-2-250-273-12-90--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,90-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 12Х18Н10Т. Масса 46 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=90; radius=375; mass_kg=46; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=90-273х12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-90--5-12х18н10тP,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод П 90° 273х12 12Х18Н10Т ГОСТ 17375-2001,250,,273,12,,,,90,375,46,12Х18Н10Т,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,12Х18Н10Т,,,90-273х12,True,гост-17375-2001-2-250-273-12-90--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,90-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 12Х18Н10Т. Масса 46 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=90; radius=375; mass_kg=46; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=90-273х12; supervised=Да,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост-17375-2001-2-250-273-12-90--5-20,ГОСТ 17375-2001,ГОСТ 17375-2001,отводы,Отводы,ОК,Отвод 90° 273х12 Ст20 ГОСТ 17375-2001,250,,273,12,,,,90,375,46,20,5,pdf/отводы/ГОСТ_17375_2001.pdf,,,,,,2,,20,,,90-273х12,False,гост-17375-2001-2-250-273-12-90--5,2,3D,1.5DN,приварной,бесшовный,375,375,155,750,512,90-273х12,"Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 12 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 20. Масса 46 кг.",dn=250; outer_diameter=273; wall_thickness=12; angle=90; radius=375; mass_kg=46; material=20; execution=2; material_grade=20; bend_type=3D; radius_ratio=1.5DN; connection=приварной; construction=бесшовный; radius_mm=375; f_mm=375; w_mm=217; h_mm=155; c_mm=750; b_mm=512; gost_designation=90-273х12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
