sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes,dim_w_mm,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_length,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_with_support,dim_support_d
ост-24-125-09-89-01-100x80,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 100×80 133×14-108×12 ОСТ 24.125.09-1989,100,80,133,14,108,12,,,,4.5,,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,01,,,,,01 ОСТ 24.125.09-89,False,ост-24-125-09-89-01-100x80,01,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 100×80. Большой конец 133×14 мм. Малый конец 108×12 мм. Рабочее давление 19.62 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=100; dn_branch=80; outer_diameter=133; wall_thickness=14; outer_d_branch=108; wall_branch=12; execution=01; mass_kg=4.5; pressure=19.62; temperature_c=290,,,,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-29-150x100-08х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 159×6.5 исп.29 08Х18Н10Т ОСТ 24.125.09-1989,150,100,159,6.5,,,,,,4.8,08Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,29,,08Х18Н10Т,,,29 ОСТ 24.125.09-89,False,ост-24-125-09-89-29-150x100,29,,,,,,,,,,,variation,ост-24-125-09-89-29-150x100,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 150×100. Большой конец 159×6.5 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=150; dn_branch=100; outer_diameter=159; wall_thickness=6.5; outer_d_branch=; wall_branch=; execution=29; mass_kg=4.8; pressure=3.92; temperature_c=290,,,,150,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-29-150x100-12х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 159×6.5 исп.29 12Х18Н10Т ОСТ 24.125.09-1989,150,100,159,6.5,,,,,,4.8,12Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,29,,12Х18Н10Т,,,29 ОСТ 24.125.09-89,False,ост-24-125-09-89-29-150x100,29,,,,,,,,,,,variation,ост-24-125-09-89-29-150x100,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 150×100. Большой конец 159×6.5 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=150; dn_branch=100; outer_diameter=159; wall_thickness=6.5; outer_d_branch=; wall_branch=; execution=29; mass_kg=4.8; pressure=3.92; temperature_c=290,,,,150,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-29-150x100-10х17н13м2т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 159×6.5 исп.29 10Х17Н13М2Т ОСТ 24.125.09-1989,150,100,159,6.5,,,,,,4.8,10Х17Н13М2Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,29,,10Х17Н13М2Т,,,29 ОСТ 24.125.09-89,False,ост-24-125-09-89-29-150x100,29,,,,,,,,,,,variation,ост-24-125-09-89-29-150x100,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 150×100. Большой конец 159×6.5 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=150; dn_branch=100; outer_diameter=159; wall_thickness=6.5; outer_d_branch=; wall_branch=; execution=29; mass_kg=4.8; pressure=3.92; temperature_c=290,,,,150,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-30-150x125,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 150×125 133×6.0 ОСТ 24.125.09-1989,150,125,,,133,6.0,,,,3.7,,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,30,,,,,30 ОСТ 24.125.09-89,False,ост-24-125-09-89-30-150x125,30,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 150×125. Малый конец 133×6.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=150; dn_branch=125; outer_diameter=; wall_thickness=; outer_d_branch=133; wall_branch=6.0; execution=30; mass_kg=3.7; pressure=3.92; temperature_c=290,,,,150,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-30-150x125-08х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 133×6.0 исп.30 08Х18Н10Т ОСТ 24.125.09-1989,150,125,,,133,6.0,,,,3.7,08Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,30,,08Х18Н10Т,,,30 ОСТ 24.125.09-89,False,ост-24-125-09-89-30-150x125,30,,,,,,,,,,,variation,ост-24-125-09-89-30-150x125,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 150×125. Малый конец 133×6.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=150; dn_branch=125; outer_diameter=; wall_thickness=; outer_d_branch=133; wall_branch=6.0; execution=30; mass_kg=3.7; pressure=3.92; temperature_c=290,,,,150,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-30-150x125-12х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 133×6.0 исп.30 12Х18Н10Т ОСТ 24.125.09-1989,150,125,,,133,6.0,,,,3.7,12Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,30,,12Х18Н10Т,,,30 ОСТ 24.125.09-89,False,ост-24-125-09-89-30-150x125,30,,,,,,,,,,,variation,ост-24-125-09-89-30-150x125,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 150×125. Малый конец 133×6.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=150; dn_branch=125; outer_diameter=; wall_thickness=; outer_d_branch=133; wall_branch=6.0; execution=30; mass_kg=3.7; pressure=3.92; temperature_c=290,,,,150,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-30-150x125-10х17н13м2т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 133×6.0 исп.30 10Х17Н13М2Т ОСТ 24.125.09-1989,150,125,,,133,6.0,,,,3.7,10Х17Н13М2Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,30,,10Х17Н13М2Т,,,30 ОСТ 24.125.09-89,False,ост-24-125-09-89-30-150x125,30,,,,,,,,,,,variation,ост-24-125-09-89-30-150x125,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 150×125. Малый конец 133×6.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=150; dn_branch=125; outer_diameter=; wall_thickness=; outer_d_branch=133; wall_branch=6.0; execution=30; mass_kg=3.7; pressure=3.92; temperature_c=290,,,,150,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-31-200x150,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 200×150 220×8.0-159×6.5 ОСТ 24.125.09-1989,200,150,220,8.0,159,6.5,,,,11.5,,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,31,,,,,31 ОСТ 24.125.09-89,False,ост-24-125-09-89-31-200x150,31,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 200×150. Большой конец 220×8.0 мм. Малый конец 159×6.5 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=200; dn_branch=150; outer_diameter=220; wall_thickness=8.0; outer_d_branch=159; wall_branch=6.5; execution=31; mass_kg=11.5; pressure=3.92; temperature_c=290,,,,200,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-31-200x150-08х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 220×8.0-159×6.5 исп.31 08Х18Н10Т ОСТ 24.125.09-1989,200,150,220,8.0,159,6.5,,,,11.5,08Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,31,,08Х18Н10Т,,,31 ОСТ 24.125.09-89,False,ост-24-125-09-89-31-200x150,31,,,,,,,,,,,variation,ост-24-125-09-89-31-200x150,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 200×150. Большой конец 220×8.0 мм. Малый конец 159×6.5 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=200; dn_branch=150; outer_diameter=220; wall_thickness=8.0; outer_d_branch=159; wall_branch=6.5; execution=31; mass_kg=11.5; pressure=3.92; temperature_c=290,,,,200,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-31-200x150-12х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 220×8.0-159×6.5 исп.31 12Х18Н10Т ОСТ 24.125.09-1989,200,150,220,8.0,159,6.5,,,,11.5,12Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,31,,12Х18Н10Т,,,31 ОСТ 24.125.09-89,False,ост-24-125-09-89-31-200x150,31,,,,,,,,,,,variation,ост-24-125-09-89-31-200x150,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 200×150. Большой конец 220×8.0 мм. Малый конец 159×6.5 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=200; dn_branch=150; outer_diameter=220; wall_thickness=8.0; outer_d_branch=159; wall_branch=6.5; execution=31; mass_kg=11.5; pressure=3.92; temperature_c=290,,,,200,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-31-200x150-10х17н13м2т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 220×8.0-159×6.5 исп.31 10Х17Н13М2Т ОСТ 24.125.09-1989,200,150,220,8.0,159,6.5,,,,11.5,10Х17Н13М2Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,31,,10Х17Н13М2Т,,,31 ОСТ 24.125.09-89,False,ост-24-125-09-89-31-200x150,31,,,,,,,,,,,variation,ост-24-125-09-89-31-200x150,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 200×150. Большой конец 220×8.0 мм. Малый конец 159×6.5 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=200; dn_branch=150; outer_diameter=220; wall_thickness=8.0; outer_d_branch=159; wall_branch=6.5; execution=31; mass_kg=11.5; pressure=3.92; temperature_c=290,,,,200,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-32-250x200,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 250×200 273×11.0-220×8.0 ОСТ 24.125.09-1989,250,200,273,11.0,220,8.0,,,,12.5,,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,32,,,,,32 ОСТ 24.125.09-89,False,ост-24-125-09-89-32-250x200,32,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 250×200. Большой конец 273×11.0 мм. Малый конец 220×8.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=250; dn_branch=200; outer_diameter=273; wall_thickness=11.0; outer_d_branch=220; wall_branch=8.0; execution=32; mass_kg=12.5; pressure=3.92; temperature_c=290,,,,250,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-32-250x200-08х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 273×11.0-220×8.0 исп.32 08Х18Н10Т ОСТ 24.125.09-1989,250,200,273,11.0,220,8.0,,,,12.5,08Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,32,,08Х18Н10Т,,,32 ОСТ 24.125.09-89,False,ост-24-125-09-89-32-250x200,32,,,,,,,,,,,variation,ост-24-125-09-89-32-250x200,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 250×200. Большой конец 273×11.0 мм. Малый конец 220×8.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=250; dn_branch=200; outer_diameter=273; wall_thickness=11.0; outer_d_branch=220; wall_branch=8.0; execution=32; mass_kg=12.5; pressure=3.92; temperature_c=290,,,,250,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-32-250x200-12х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 273×11.0-220×8.0 исп.32 12Х18Н10Т ОСТ 24.125.09-1989,250,200,273,11.0,220,8.0,,,,12.5,12Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,32,,12Х18Н10Т,,,32 ОСТ 24.125.09-89,False,ост-24-125-09-89-32-250x200,32,,,,,,,,,,,variation,ост-24-125-09-89-32-250x200,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 250×200. Большой конец 273×11.0 мм. Малый конец 220×8.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=250; dn_branch=200; outer_diameter=273; wall_thickness=11.0; outer_d_branch=220; wall_branch=8.0; execution=32; mass_kg=12.5; pressure=3.92; temperature_c=290,,,,250,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-32-250x200-10х17н13м2т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 273×11.0-220×8.0 исп.32 10Х17Н13М2Т ОСТ 24.125.09-1989,250,200,273,11.0,220,8.0,,,,12.5,10Х17Н13М2Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,32,,10Х17Н13М2Т,,,32 ОСТ 24.125.09-89,False,ост-24-125-09-89-32-250x200,32,,,,,,,,,,,variation,ост-24-125-09-89-32-250x200,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 250×200. Большой конец 273×11.0 мм. Малый конец 220×8.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=250; dn_branch=200; outer_diameter=273; wall_thickness=11.0; outer_d_branch=220; wall_branch=8.0; execution=32; mass_kg=12.5; pressure=3.92; temperature_c=290,,,,250,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-33-300x200,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 300×200 325×12 ОСТ 24.125.09-1989,300,200,325,12,,,,,,34.5,,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,33,,,,,33 ОСТ 24.125.09-89,False,ост-24-125-09-89-33-300x200,33,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 300×200. Большой конец 325×12 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=300; dn_branch=200; outer_diameter=325; wall_thickness=12; outer_d_branch=; wall_branch=; execution=33; mass_kg=34.5; pressure=3.92; temperature_c=290,,,,300,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-33-300x200-08х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 325×12 исп.33 08Х18Н10Т ОСТ 24.125.09-1989,300,200,325,12,,,,,,34.5,08Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,33,,08Х18Н10Т,,,33 ОСТ 24.125.09-89,False,ост-24-125-09-89-33-300x200,33,,,,,,,,,,,variation,ост-24-125-09-89-33-300x200,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 300×200. Большой конец 325×12 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=300; dn_branch=200; outer_diameter=325; wall_thickness=12; outer_d_branch=; wall_branch=; execution=33; mass_kg=34.5; pressure=3.92; temperature_c=290,,,,300,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-33-300x200-12х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 325×12 исп.33 12Х18Н10Т ОСТ 24.125.09-1989,300,200,325,12,,,,,,34.5,12Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,33,,12Х18Н10Т,,,33 ОСТ 24.125.09-89,False,ост-24-125-09-89-33-300x200,33,,,,,,,,,,,variation,ост-24-125-09-89-33-300x200,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 300×200. Большой конец 325×12 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=300; dn_branch=200; outer_diameter=325; wall_thickness=12; outer_d_branch=; wall_branch=; execution=33; mass_kg=34.5; pressure=3.92; temperature_c=290,,,,300,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-33-300x200-10х17н13м2т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 325×12 исп.33 10Х17Н13М2Т ОСТ 24.125.09-1989,300,200,325,12,,,,,,34.5,10Х17Н13М2Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,33,,10Х17Н13М2Т,,,33 ОСТ 24.125.09-89,False,ост-24-125-09-89-33-300x200,33,,,,,,,,,,,variation,ост-24-125-09-89-33-300x200,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 300×200. Большой конец 325×12 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=300; dn_branch=200; outer_diameter=325; wall_thickness=12; outer_d_branch=; wall_branch=; execution=33; mass_kg=34.5; pressure=3.92; temperature_c=290,,,,300,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-34-300x250,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 300×250 273×11.0 ОСТ 24.125.09-1989,300,250,,,273,11.0,,,,22.5,,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,34,,,,,34 ОСТ 24.125.09-89,False,ост-24-125-09-89-34-300x250,34,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 300×250. Малый конец 273×11.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=300; dn_branch=250; outer_diameter=; wall_thickness=; outer_d_branch=273; wall_branch=11.0; execution=34; mass_kg=22.5; pressure=3.92; temperature_c=290,,,,300,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-34-300x250-08х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 273×11.0 исп.34 08Х18Н10Т ОСТ 24.125.09-1989,300,250,,,273,11.0,,,,22.5,08Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,34,,08Х18Н10Т,,,34 ОСТ 24.125.09-89,False,ост-24-125-09-89-34-300x250,34,,,,,,,,,,,variation,ост-24-125-09-89-34-300x250,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 300×250. Малый конец 273×11.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=300; dn_branch=250; outer_diameter=; wall_thickness=; outer_d_branch=273; wall_branch=11.0; execution=34; mass_kg=22.5; pressure=3.92; temperature_c=290,,,,300,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-34-300x250-12х18н10т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 273×11.0 исп.34 12Х18Н10Т ОСТ 24.125.09-1989,300,250,,,273,11.0,,,,22.5,12Х18Н10Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,34,,12Х18Н10Т,,,34 ОСТ 24.125.09-89,False,ост-24-125-09-89-34-300x250,34,,,,,,,,,,,variation,ост-24-125-09-89-34-300x250,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 300×250. Малый конец 273×11.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=300; dn_branch=250; outer_diameter=; wall_thickness=; outer_d_branch=273; wall_branch=11.0; execution=34; mass_kg=22.5; pressure=3.92; temperature_c=290,,,,300,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-09-89-34-300x250-10х17н13м2т,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 273×11.0 исп.34 10Х17Н13М2Т ОСТ 24.125.09-1989,300,250,,,273,11.0,,,,22.5,10Х17Н13М2Т,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,34,,10Х17Н13М2Т,,,34 ОСТ 24.125.09-89,False,ост-24-125-09-89-34-300x250,34,,,,,,,,,,,variation,ост-24-125-09-89-34-300x250,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 300×250. Малый конец 273×11.0 мм. Рабочее давление 3.92 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=300; dn_branch=250; outer_diameter=; wall_thickness=; outer_d_branch=273; wall_branch=11.0; execution=34; mass_kg=22.5; pressure=3.92; temperature_c=290,,,,300,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-24-125-08-89-01-10x6,ОСТ 24.125.08-89,ОСТ 24.125.08-1989,переходы,Переходы,ПК,Переход 10×6 14×2.0-10×2.0 ОСТ 24.125.08-1989,10,6,14,2.0,10,2.0,,,,0.1,,,pdf/переходы/ОСТ_24_125_08_89.pdf,,,,,,01,,,,,01 ОСТ 24.125.08-89,False,ост-24-125-08-89-01-10x6,01,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.08-1989. Тип: ПК. Ду 10×6. Большой конец 14×2.0 мм. Малый конец 10×2.0 мм. Рабочее давление 19.62 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=10; dn_branch=6; outer_diameter=14; wall_thickness=2.0; outer_d_branch=10; wall_branch=2.0; execution=01; mass_kg=0.1; pressure=19.62; temperature_c=290,,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
