sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_thread_size,dim_length_mm,description,attributes,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class
10494-ШП-14-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M14х60 Ст20 ГОСТ 10494-80,14,,14,60,,,,,,0.073,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,14,60,,,,,,20,,,,False,10494-ШП-14-60-20,14,60,Крепёж по ГОСТ 10494-1980. Резьба M14. Длина 60 мм. Марка стали 20. Масса 0.073 кг.,dn=14; outer_diameter=14; wall_thickness=60; mass_kg=0.073; material=20; thread_size=14; length_mm=60; material_grade=20; thread_size=14; length_mm=60,,,,
10494-ШП-39-110-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M39х110 Ст20 ГОСТ 10494-80,39,,39,110,,,,,,3.249,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,39,110,,,,,,20,,,,False,10494-ШП-39-110-20,39,110,Крепёж по ГОСТ 10494-1980. Резьба M39. Длина 110 мм. Марка стали 20. Масса 3.249 кг.,dn=39; outer_diameter=39; wall_thickness=110; mass_kg=3.249; material=20; thread_size=39; length_mm=110; material_grade=20; thread_size=39; length_mm=110,,,,
10494-ШП-39-115-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M39х115 Ст20 ГОСТ 10494-80,39,,39,115,,,,,,3.343,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,39,115,,,,,,20,,,,False,10494-ШП-39-115-20,39,115,Крепёж по ГОСТ 10494-1980. Резьба M39. Длина 115 мм. Марка стали 20. Масса 3.343 кг.,dn=39; outer_diameter=39; wall_thickness=115; mass_kg=3.343; material=20; thread_size=39; length_mm=115; material_grade=20; thread_size=39; length_mm=115,,,,
10494-ШП-39-120-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M39х120 Ст20 ГОСТ 10494-80,39,,39,120,,,,,,3.437,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,39,120,,,,,,20,,,,False,10494-ШП-39-120-20,39,120,Крепёж по ГОСТ 10494-1980. Резьба M39. Длина 120 мм. Марка стали 20. Масса 3.437 кг.,dn=39; outer_diameter=39; wall_thickness=120; mass_kg=3.437; material=20; thread_size=39; length_mm=120; material_grade=20; thread_size=39; length_mm=120,,,,
10494-ШП-42-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х60 Ст20 ГОСТ 10494-80,42,,42,60,,,,,,2.881,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,60,,,,,,20,,,,False,10494-ШП-42-60-20,42,60,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 60 мм. Марка стали 20. Масса 2.881 кг.,dn=42; outer_diameter=42; wall_thickness=60; mass_kg=2.881; material=20; thread_size=42; length_mm=60; material_grade=20; thread_size=42; length_mm=60,,,,
10494-ШП-42-65-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х65 Ст20 ГОСТ 10494-80,42,,42,65,,,,,,2.990,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,65,,,,,,20,,,,False,10494-ШП-42-65-20,42,65,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 65 мм. Марка стали 20. Масса 2.990 кг.,dn=42; outer_diameter=42; wall_thickness=65; mass_kg=2.990; material=20; thread_size=42; length_mm=65; material_grade=20; thread_size=42; length_mm=65,,,,
10494-ШП-42-70-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х70 Ст20 ГОСТ 10494-80,42,,42,70,,,,,,3.098,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,70,,,,,,20,,,,False,10494-ШП-42-70-20,42,70,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 70 мм. Марка стали 20. Масса 3.098 кг.,dn=42; outer_diameter=42; wall_thickness=70; mass_kg=3.098; material=20; thread_size=42; length_mm=70; material_grade=20; thread_size=42; length_mm=70,,,,
10494-ШП-42-75-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х75 Ст20 ГОСТ 10494-80,42,,42,75,,,,,,3.207,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,75,,,,,,20,,,,False,10494-ШП-42-75-20,42,75,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 75 мм. Марка стали 20. Масса 3.207 кг.,dn=42; outer_diameter=42; wall_thickness=75; mass_kg=3.207; material=20; thread_size=42; length_mm=75; material_grade=20; thread_size=42; length_mm=75,,,,
10494-ШП-42-80-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х80 Ст20 ГОСТ 10494-80,42,,42,80,,,,,,3.316,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,80,,,,,,20,,,,False,10494-ШП-42-80-20,42,80,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 80 мм. Марка стали 20. Масса 3.316 кг.,dn=42; outer_diameter=42; wall_thickness=80; mass_kg=3.316; material=20; thread_size=42; length_mm=80; material_grade=20; thread_size=42; length_mm=80,,,,
10494-ШП-42-85-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х85 Ст20 ГОСТ 10494-80,42,,42,85,,,,,,3.425,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,85,,,,,,20,,,,False,10494-ШП-42-85-20,42,85,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 85 мм. Марка стали 20. Масса 3.425 кг.,dn=42; outer_diameter=42; wall_thickness=85; mass_kg=3.425; material=20; thread_size=42; length_mm=85; material_grade=20; thread_size=42; length_mm=85,,,,
10494-ШП-42-90-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х90 Ст20 ГОСТ 10494-80,42,,42,90,,,,,,3.533,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,90,,,,,,20,,,,False,10494-ШП-42-90-20,42,90,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 90 мм. Марка стали 20. Масса 3.533 кг.,dn=42; outer_diameter=42; wall_thickness=90; mass_kg=3.533; material=20; thread_size=42; length_mm=90; material_grade=20; thread_size=42; length_mm=90,,,,
10494-ШП-42-95-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х95 Ст20 ГОСТ 10494-80,42,,42,95,,,,,,3.642,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,95,,,,,,20,,,,False,10494-ШП-42-95-20,42,95,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 95 мм. Марка стали 20. Масса 3.642 кг.,dn=42; outer_diameter=42; wall_thickness=95; mass_kg=3.642; material=20; thread_size=42; length_mm=95; material_grade=20; thread_size=42; length_mm=95,,,,
10494-ШП-42-100-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х100 Ст20 ГОСТ 10494-80,42,,42,100,,,,,,3.751,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,100,,,,,,20,,,,False,10494-ШП-42-100-20,42,100,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 100 мм. Марка стали 20. Масса 3.751 кг.,dn=42; outer_diameter=42; wall_thickness=100; mass_kg=3.751; material=20; thread_size=42; length_mm=100; material_grade=20; thread_size=42; length_mm=100,,,,
10494-ШП-42-105-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х105 Ст20 ГОСТ 10494-80,42,,42,105,,,,,,3.860,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,105,,,,,,20,,,,False,10494-ШП-42-105-20,42,105,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 105 мм. Марка стали 20. Масса 3.860 кг.,dn=42; outer_diameter=42; wall_thickness=105; mass_kg=3.860; material=20; thread_size=42; length_mm=105; material_grade=20; thread_size=42; length_mm=105,,,,
10494-ШП-42-110-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х110 Ст20 ГОСТ 10494-80,42,,42,110,,,,,,3.963,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,110,,,,,,20,,,,False,10494-ШП-42-110-20,42,110,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 110 мм. Марка стали 20. Масса 3.963 кг.,dn=42; outer_diameter=42; wall_thickness=110; mass_kg=3.963; material=20; thread_size=42; length_mm=110; material_grade=20; thread_size=42; length_mm=110,,,,
10494-ШП-42-115-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х115 Ст20 ГОСТ 10494-80,42,,42,115,,,,,,4.077,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,115,,,,,,20,,,,False,10494-ШП-42-115-20,42,115,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 115 мм. Марка стали 20. Масса 4.077 кг.,dn=42; outer_diameter=42; wall_thickness=115; mass_kg=4.077; material=20; thread_size=42; length_mm=115; material_grade=20; thread_size=42; length_mm=115,,,,
10494-ШП-42-120-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х120 Ст20 ГОСТ 10494-80,42,,42,120,,,,,,4.186,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,120,,,,,,20,,,,False,10494-ШП-42-120-20,42,120,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 120 мм. Марка стали 20. Масса 4.186 кг.,dn=42; outer_diameter=42; wall_thickness=120; mass_kg=4.186; material=20; thread_size=42; length_mm=120; material_grade=20; thread_size=42; length_mm=120,,,,
10494-ШП-42-130-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х130 Ст20 ГОСТ 10494-80,42,,42,130,,,,,,4.295,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,130,,,,,,20,,,,False,10494-ШП-42-130-20,42,130,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 130 мм. Марка стали 20. Масса 4.295 кг.,dn=42; outer_diameter=42; wall_thickness=130; mass_kg=4.295; material=20; thread_size=42; length_mm=130; material_grade=20; thread_size=42; length_mm=130,,,,
10494-ШП-42-140-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х140 Ст20 ГОСТ 10494-80,42,,42,140,,,,,,4.404,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,140,,,,,,20,,,,False,10494-ШП-42-140-20,42,140,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 140 мм. Марка стали 20. Масса 4.404 кг.,dn=42; outer_diameter=42; wall_thickness=140; mass_kg=4.404; material=20; thread_size=42; length_mm=140; material_grade=20; thread_size=42; length_mm=140,,,,
10494-ШП-42-150-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х150 Ст20 ГОСТ 10494-80,42,,42,150,,,,,,4.513,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,150,,,,,,20,,,,False,10494-ШП-42-150-20,42,150,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 150 мм. Марка стали 20. Масса 4.513 кг.,dn=42; outer_diameter=42; wall_thickness=150; mass_kg=4.513; material=20; thread_size=42; length_mm=150; material_grade=20; thread_size=42; length_mm=150,,,,
10494-ШП-42-160-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M42х160 Ст20 ГОСТ 10494-80,42,,42,160,,,,,,4.621,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,42,160,,,,,,20,,,,False,10494-ШП-42-160-20,42,160,Крепёж по ГОСТ 10494-1980. Резьба M42. Длина 160 мм. Марка стали 20. Масса 4.621 кг.,dn=42; outer_diameter=42; wall_thickness=160; mass_kg=4.621; material=20; thread_size=42; length_mm=160; material_grade=20; thread_size=42; length_mm=160,,,,
10494-ШП-45-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х60 Ст20 ГОСТ 10494-80,45,,45,60,,,,,,3.564,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,60,,,,,,20,,,,False,10494-ШП-45-60-20,45,60,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 60 мм. Марка стали 20. Масса 3.564 кг.,dn=45; outer_diameter=45; wall_thickness=60; mass_kg=3.564; material=20; thread_size=45; length_mm=60; material_grade=20; thread_size=45; length_mm=60,,,,
10494-ШП-45-65-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х65 Ст20 ГОСТ 10494-80,45,,45,65,,,,,,3.689,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,65,,,,,,20,,,,False,10494-ШП-45-65-20,45,65,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 65 мм. Марка стали 20. Масса 3.689 кг.,dn=45; outer_diameter=45; wall_thickness=65; mass_kg=3.689; material=20; thread_size=45; length_mm=65; material_grade=20; thread_size=45; length_mm=65,,,,
10494-ШП-45-70-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х70 Ст20 ГОСТ 10494-80,45,,45,70,,,,,,3.814,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,70,,,,,,20,,,,False,10494-ШП-45-70-20,45,70,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 70 мм. Марка стали 20. Масса 3.814 кг.,dn=45; outer_diameter=45; wall_thickness=70; mass_kg=3.814; material=20; thread_size=45; length_mm=70; material_grade=20; thread_size=45; length_mm=70,,,,
10494-ШП-45-75-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х75 Ст20 ГОСТ 10494-80,45,,45,75,,,,,,3.939,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,75,,,,,,20,,,,False,10494-ШП-45-75-20,45,75,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 75 мм. Марка стали 20. Масса 3.939 кг.,dn=45; outer_diameter=45; wall_thickness=75; mass_kg=3.939; material=20; thread_size=45; length_mm=75; material_grade=20; thread_size=45; length_mm=75,,,,
10494-ШП-45-80-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х80 Ст20 ГОСТ 10494-80,45,,45,80,,,,,,4.064,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,80,,,,,,20,,,,False,10494-ШП-45-80-20,45,80,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 80 мм. Марка стали 20. Масса 4.064 кг.,dn=45; outer_diameter=45; wall_thickness=80; mass_kg=4.064; material=20; thread_size=45; length_mm=80; material_grade=20; thread_size=45; length_mm=80,,,,
10494-ШП-45-85-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х85 Ст20 ГОСТ 10494-80,45,,45,85,,,,,,4.188,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,85,,,,,,20,,,,False,10494-ШП-45-85-20,45,85,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 85 мм. Марка стали 20. Масса 4.188 кг.,dn=45; outer_diameter=45; wall_thickness=85; mass_kg=4.188; material=20; thread_size=45; length_mm=85; material_grade=20; thread_size=45; length_mm=85,,,,
10494-ШП-45-90-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х90 Ст20 ГОСТ 10494-80,45,,45,90,,,,,,4.313,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,90,,,,,,20,,,,False,10494-ШП-45-90-20,45,90,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 90 мм. Марка стали 20. Масса 4.313 кг.,dn=45; outer_diameter=45; wall_thickness=90; mass_kg=4.313; material=20; thread_size=45; length_mm=90; material_grade=20; thread_size=45; length_mm=90,,,,
10494-ШП-45-95-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х95 Ст20 ГОСТ 10494-80,45,,45,95,,,,,,4.438,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,95,,,,,,20,,,,False,10494-ШП-45-95-20,45,95,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 95 мм. Марка стали 20. Масса 4.438 кг.,dn=45; outer_diameter=45; wall_thickness=95; mass_kg=4.438; material=20; thread_size=45; length_mm=95; material_grade=20; thread_size=45; length_mm=95,,,,
10494-ШП-45-100-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х100 Ст20 ГОСТ 10494-80,45,,45,100,,,,,,4.563,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,100,,,,,,20,,,,False,10494-ШП-45-100-20,45,100,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 100 мм. Марка стали 20. Масса 4.563 кг.,dn=45; outer_diameter=45; wall_thickness=100; mass_kg=4.563; material=20; thread_size=45; length_mm=100; material_grade=20; thread_size=45; length_mm=100,,,,
10494-ШП-45-105-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х105 Ст20 ГОСТ 10494-80,45,,45,105,,,,,,4.688,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,105,,,,,,20,,,,False,10494-ШП-45-105-20,45,105,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 105 мм. Марка стали 20. Масса 4.688 кг.,dn=45; outer_diameter=45; wall_thickness=105; mass_kg=4.688; material=20; thread_size=45; length_mm=105; material_grade=20; thread_size=45; length_mm=105,,,,
10494-ШП-45-110-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х110 Ст20 ГОСТ 10494-80,45,,45,110,,,,,,4.813,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,110,,,,,,20,,,,False,10494-ШП-45-110-20,45,110,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 110 мм. Марка стали 20. Масса 4.813 кг.,dn=45; outer_diameter=45; wall_thickness=110; mass_kg=4.813; material=20; thread_size=45; length_mm=110; material_grade=20; thread_size=45; length_mm=110,,,,
10494-ШП-45-115-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х115 Ст20 ГОСТ 10494-80,45,,45,115,,,,,,4.938,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,115,,,,,,20,,,,False,10494-ШП-45-115-20,45,115,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 115 мм. Марка стали 20. Масса 4.938 кг.,dn=45; outer_diameter=45; wall_thickness=115; mass_kg=4.938; material=20; thread_size=45; length_mm=115; material_grade=20; thread_size=45; length_mm=115,,,,
10494-ШП-45-120-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х120 Ст20 ГОСТ 10494-80,45,,45,120,,,,,,5.062,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,120,,,,,,20,,,,False,10494-ШП-45-120-20,45,120,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 120 мм. Марка стали 20. Масса 5.062 кг.,dn=45; outer_diameter=45; wall_thickness=120; mass_kg=5.062; material=20; thread_size=45; length_mm=120; material_grade=20; thread_size=45; length_mm=120,,,,
10494-ШП-45-130-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х130 Ст20 ГОСТ 10494-80,45,,45,130,,,,,,5.188,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,130,,,,,,20,,,,False,10494-ШП-45-130-20,45,130,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 130 мм. Марка стали 20. Масса 5.188 кг.,dn=45; outer_diameter=45; wall_thickness=130; mass_kg=5.188; material=20; thread_size=45; length_mm=130; material_grade=20; thread_size=45; length_mm=130,,,,
10494-ШП-45-140-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х140 Ст20 ГОСТ 10494-80,45,,45,140,,,,,,5.312,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,140,,,,,,20,,,,False,10494-ШП-45-140-20,45,140,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 140 мм. Марка стали 20. Масса 5.312 кг.,dn=45; outer_diameter=45; wall_thickness=140; mass_kg=5.312; material=20; thread_size=45; length_mm=140; material_grade=20; thread_size=45; length_mm=140,,,,
10494-ШП-45-150-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х150 Ст20 ГОСТ 10494-80,45,,45,150,,,,,,5.437,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,150,,,,,,20,,,,False,10494-ШП-45-150-20,45,150,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 150 мм. Марка стали 20. Масса 5.437 кг.,dn=45; outer_diameter=45; wall_thickness=150; mass_kg=5.437; material=20; thread_size=45; length_mm=150; material_grade=20; thread_size=45; length_mm=150,,,,
10494-ШП-45-160-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M45х160 Ст20 ГОСТ 10494-80,45,,45,160,,,,,,5.562,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,45,160,,,,,,20,,,,False,10494-ШП-45-160-20,45,160,Крепёж по ГОСТ 10494-1980. Резьба M45. Длина 160 мм. Марка стали 20. Масса 5.562 кг.,dn=45; outer_diameter=45; wall_thickness=160; mass_kg=5.562; material=20; thread_size=45; length_mm=160; material_grade=20; thread_size=45; length_mm=160,,,,
10494-ШП-48-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M48х60 Ст20 ГОСТ 10494-80,48,,48,60,,,,,,4.290,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,48,60,,,,,,20,,,,False,10494-ШП-48-60-20,48,60,Крепёж по ГОСТ 10494-1980. Резьба M48. Длина 60 мм. Марка стали 20. Масса 4.290 кг.,dn=48; outer_diameter=48; wall_thickness=60; mass_kg=4.290; material=20; thread_size=48; length_mm=60; material_grade=20; thread_size=48; length_mm=60,,,,
10494-ШП-48-65-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M48х65 Ст20 ГОСТ 10494-80,48,,48,65,,,,,,4.431,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,48,65,,,,,,20,,,,False,10494-ШП-48-65-20,48,65,Крепёж по ГОСТ 10494-1980. Резьба M48. Длина 65 мм. Марка стали 20. Масса 4.431 кг.,dn=48; outer_diameter=48; wall_thickness=65; mass_kg=4.431; material=20; thread_size=48; length_mm=65; material_grade=20; thread_size=48; length_mm=65,,,,
10494-ШП-48-70-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M48х70 Ст20 ГОСТ 10494-80,48,,48,70,,,,,,4.573,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,48,70,,,,,,20,,,,False,10494-ШП-48-70-20,48,70,Крепёж по ГОСТ 10494-1980. Резьба M48. Длина 70 мм. Марка стали 20. Масса 4.573 кг.,dn=48; outer_diameter=48; wall_thickness=70; mass_kg=4.573; material=20; thread_size=48; length_mm=70; material_grade=20; thread_size=48; length_mm=70,,,,
10494-ШП-48-75-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M48х75 Ст20 ГОСТ 10494-80,48,,48,75,,,,,,4.715,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,48,75,,,,,,20,,,,False,10494-ШП-48-75-20,48,75,Крепёж по ГОСТ 10494-1980. Резьба M48. Длина 75 мм. Марка стали 20. Масса 4.715 кг.,dn=48; outer_diameter=48; wall_thickness=75; mass_kg=4.715; material=20; thread_size=48; length_mm=75; material_grade=20; thread_size=48; length_mm=75,,,,
10494-ШП-48-80-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M48х80 Ст20 ГОСТ 10494-80,48,,48,80,,,,,,4.857,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,48,80,,,,,,20,,,,False,10494-ШП-48-80-20,48,80,Крепёж по ГОСТ 10494-1980. Резьба M48. Длина 80 мм. Марка стали 20. Масса 4.857 кг.,dn=48; outer_diameter=48; wall_thickness=80; mass_kg=4.857; material=20; thread_size=48; length_mm=80; material_grade=20; thread_size=48; length_mm=80,,,,
10494-ШП-48-85-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M48х85 Ст20 ГОСТ 10494-80,48,,48,85,,,,,,4.999,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,48,85,,,,,,20,,,,False,10494-ШП-48-85-20,48,85,Крепёж по ГОСТ 10494-1980. Резьба M48. Длина 85 мм. Марка стали 20. Масса 4.999 кг.,dn=48; outer_diameter=48; wall_thickness=85; mass_kg=4.999; material=20; thread_size=48; length_mm=85; material_grade=20; thread_size=48; length_mm=85,,,,
10494-ШП-48-90-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M48х90 Ст20 ГОСТ 10494-80,48,,48,90,,,,,,5.181,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,48,90,,,,,,20,,,,False,10494-ШП-48-90-20,48,90,Крепёж по ГОСТ 10494-1980. Резьба M48. Длина 90 мм. Марка стали 20. Масса 5.181 кг.,dn=48; outer_diameter=48; wall_thickness=90; mass_kg=5.181; material=20; thread_size=48; length_mm=90; material_grade=20; thread_size=48; length_mm=90,,,,
10494-ШП-48-95-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M48х95 Ст20 ГОСТ 10494-80,48,,48,95,,,,,,5.283,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,48,95,,,,,,20,,,,False,10494-ШП-48-95-20,48,95,Крепёж по ГОСТ 10494-1980. Резьба M48. Длина 95 мм. Марка стали 20. Масса 5.283 кг.,dn=48; outer_diameter=48; wall_thickness=95; mass_kg=5.283; material=20; thread_size=48; length_mm=95; material_grade=20; thread_size=48; length_mm=95,,,,
10494-ШП-48-100-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M48х100 Ст20 ГОСТ 10494-80,48,,48,100,,,,,,5.425,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,48,100,,,,,,20,,,,False,10494-ШП-48-100-20,48,100,Крепёж по ГОСТ 10494-1980. Резьба M48. Длина 100 мм. Марка стали 20. Масса 5.425 кг.,dn=48; outer_diameter=48; wall_thickness=100; mass_kg=5.425; material=20; thread_size=48; length_mm=100; material_grade=20; thread_size=48; length_mm=100,,,,
