sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_straight_length,dim_straight_length_1,dim_arc_length,dim_developed_length,dim_developed_b,dim_height_h,dim_wall_s1,dim_wall_sk,dim_inner_diameter,dim_temperature_c,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes
sto-321-05-280-100-159-34-90-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 90° 159х34 исп. 280 PN 25.01 12Х1МФ СТО 321.05-2009,100,,159,34,,,25.01,90,650,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,280,,12Х1МФ,,,90°-159х34-75хх1021-R650-280,False,sto-321-05-280-100-159-34-90-2501,280,75,,1021,1021,650,,27,29.4,93,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,90°-159х34-75хх1021-R650-280,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 90°. DN 100. Наружный диаметр 159 мм. Толщина стенки 34 мм. Исполнение 280. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. развёртка 1021 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=100; outer_diameter=159; wall_thickness=34; pn=25.01; angle=90; radius=650; material=12Х1МФ; execution=280; material_grade=12Х1МФ; straight_length=75; straight_length_1=; arc_length=1021; developed_length=1021; developed_b=650; height_h=; wall_s1=27; wall_sk=29.4; inner_diameter=93; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=90°-159х34-75хх1021-R650-280
sto-321-05-281-125-194-40-15-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 15° 194х40 исп. 281 PN 25.01 12Х1МФ СТО 321.05-2009,125,,194,40,,,25.01,15,750,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,281,,12Х1МФ,,,15°-194х40-80хх196-R750-281,False,sto-321-05-281-125-194-40-15-2501,281,80,,196,196,99,,32,35.4,116,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,15°-194х40-80хх196-R750-281,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 15°. DN 125. Наружный диаметр 194 мм. Толщина стенки 40 мм. Исполнение 281. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. развёртка 196 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=125; outer_diameter=194; wall_thickness=40; pn=25.01; angle=15; radius=750; material=12Х1МФ; execution=281; material_grade=12Х1МФ; straight_length=80; straight_length_1=; arc_length=196; developed_length=196; developed_b=99; height_h=; wall_s1=32; wall_sk=35.4; inner_diameter=116; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=15°-194х40-80хх196-R750-281
sto-321-05-282-125-194-40-30-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 30° 194х40 исп. 282 PN 25.01 12Х1МФ СТО 321.05-2009,125,,194,40,,,25.01,30,750,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,282,,12Х1МФ,,,30°-194х40-80хх393-R750-282,False,sto-321-05-282-125-194-40-30-2501,282,80,,393,393,201,,32,35.4,116,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,30°-194х40-80хх393-R750-282,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 30°. DN 125. Наружный диаметр 194 мм. Толщина стенки 40 мм. Исполнение 282. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. развёртка 393 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=125; outer_diameter=194; wall_thickness=40; pn=25.01; angle=30; radius=750; material=12Х1МФ; execution=282; material_grade=12Х1МФ; straight_length=80; straight_length_1=; arc_length=393; developed_length=393; developed_b=201; height_h=; wall_s1=32; wall_sk=35.4; inner_diameter=116; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=30°-194х40-80хх393-R750-282
sto-321-05-283-125-194-40-45-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 45° 194х40 исп. 283 PN 25.01 12Х1МФ СТО 321.05-2009,125,,194,40,,,25.01,45,750,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,283,,12Х1МФ,,,45°-194х40-80хх589-R750-283,False,sto-321-05-283-125-194-40-45-2501,283,80,,589,589,311,,32,35.4,116,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,45°-194х40-80хх589-R750-283,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 45°. DN 125. Наружный диаметр 194 мм. Толщина стенки 40 мм. Исполнение 283. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. развёртка 589 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=125; outer_diameter=194; wall_thickness=40; pn=25.01; angle=45; radius=750; material=12Х1МФ; execution=283; material_grade=12Х1МФ; straight_length=80; straight_length_1=; arc_length=589; developed_length=589; developed_b=311; height_h=; wall_s1=32; wall_sk=35.4; inner_diameter=116; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=45°-194х40-80хх589-R750-283
sto-321-05-284-125-194-40-60-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 60° 194х40 исп. 284 PN 25.01 12Х1МФ СТО 321.05-2009,125,,194,40,,,25.01,60,750,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,284,,12Х1МФ,,,60°-194х40-80хх785-R750-284,False,sto-321-05-284-125-194-40-60-2501,284,80,,785,785,433,,32,35.4,116,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,60°-194х40-80хх785-R750-284,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 60°. DN 125. Наружный диаметр 194 мм. Толщина стенки 40 мм. Исполнение 284. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. развёртка 785 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=125; outer_diameter=194; wall_thickness=40; pn=25.01; angle=60; radius=750; material=12Х1МФ; execution=284; material_grade=12Х1МФ; straight_length=80; straight_length_1=; arc_length=785; developed_length=785; developed_b=433; height_h=; wall_s1=32; wall_sk=35.4; inner_diameter=116; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=60°-194х40-80хх785-R750-284
sto-321-05-285-125-194-40-90-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 90° 194х40 исп. 285 PN 25.01 12Х1МФ СТО 321.05-2009,125,,194,40,,,25.01,90,750,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,285,,12Х1МФ,,,90°-194х40-80хх1178-R750-285,False,sto-321-05-285-125-194-40-90-2501,285,80,,1178,1178,750,,32,35.4,116,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,90°-194х40-80хх1178-R750-285,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 90°. DN 125. Наружный диаметр 194 мм. Толщина стенки 40 мм. Исполнение 285. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. развёртка 1178 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=125; outer_diameter=194; wall_thickness=40; pn=25.01; angle=90; radius=750; material=12Х1МФ; execution=285; material_grade=12Х1МФ; straight_length=80; straight_length_1=; arc_length=1178; developed_length=1178; developed_b=750; height_h=; wall_s1=32; wall_sk=35.4; inner_diameter=116; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=90°-194х40-80хх1178-R750-285
sto-321-05-286-150-219-45-15-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 15° 219х45 исп. 286 PN 25.01 12Х1МФ СТО 321.05-2009,150,,219,45,,,25.01,15,850,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,286,,12Х1МФ,,,15°-219х45-500х500х1223-R850-286,False,sto-321-05-286-150-219-45-15-2501,286,500,500,223,1223,112,,36,39.5,131,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,15°-219х45-500х500х1223-R850-286,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 15°. DN 150. Наружный диаметр 219 мм. Толщина стенки 45 мм. Исполнение 286. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 500 мм развёртка 1223 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=150; outer_diameter=219; wall_thickness=45; pn=25.01; angle=15; radius=850; material=12Х1МФ; execution=286; material_grade=12Х1МФ; straight_length=500; straight_length_1=500; arc_length=223; developed_length=1223; developed_b=112; height_h=; wall_s1=36; wall_sk=39.5; inner_diameter=131; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=15°-219х45-500х500х1223-R850-286
sto-321-05-287-150-219-45-30-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 30° 219х45 исп. 287 PN 25.01 12Х1МФ СТО 321.05-2009,150,,219,45,,,25.01,30,850,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,287,,12Х1МФ,,,30°-219х45-500х500х1445-R850-287,False,sto-321-05-287-150-219-45-30-2501,287,500,500,445,1445,228,,36,39.5,131,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,30°-219х45-500х500х1445-R850-287,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 30°. DN 150. Наружный диаметр 219 мм. Толщина стенки 45 мм. Исполнение 287. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 500 мм развёртка 1445 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=150; outer_diameter=219; wall_thickness=45; pn=25.01; angle=30; radius=850; material=12Х1МФ; execution=287; material_grade=12Х1МФ; straight_length=500; straight_length_1=500; arc_length=445; developed_length=1445; developed_b=228; height_h=; wall_s1=36; wall_sk=39.5; inner_diameter=131; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=30°-219х45-500х500х1445-R850-287
sto-321-05-288-150-219-45-45-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 45° 219х45 исп. 288 PN 25.01 12Х1МФ СТО 321.05-2009,150,,219,45,,,25.01,45,850,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,288,,12Х1МФ,,,45°-219х45-500х500х1668-R850-288,False,sto-321-05-288-150-219-45-45-2501,288,500,500,668,1668,352,,36,39.5,131,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,45°-219х45-500х500х1668-R850-288,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 45°. DN 150. Наружный диаметр 219 мм. Толщина стенки 45 мм. Исполнение 288. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 500 мм развёртка 1668 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=150; outer_diameter=219; wall_thickness=45; pn=25.01; angle=45; radius=850; material=12Х1МФ; execution=288; material_grade=12Х1МФ; straight_length=500; straight_length_1=500; arc_length=668; developed_length=1668; developed_b=352; height_h=; wall_s1=36; wall_sk=39.5; inner_diameter=131; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=45°-219х45-500х500х1668-R850-288
sto-321-05-289-150-219-45-60-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 60° 219х45 исп. 289 PN 25.01 12Х1МФ СТО 321.05-2009,150,,219,45,,,25.01,60,850,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,289,,12Х1МФ,,,60°-219х45-500х500х1890-R850-289,False,sto-321-05-289-150-219-45-60-2501,289,500,500,890,1890,491,,36,39.5,131,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,60°-219х45-500х500х1890-R850-289,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 60°. DN 150. Наружный диаметр 219 мм. Толщина стенки 45 мм. Исполнение 289. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 500 мм развёртка 1890 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=150; outer_diameter=219; wall_thickness=45; pn=25.01; angle=60; radius=850; material=12Х1МФ; execution=289; material_grade=12Х1МФ; straight_length=500; straight_length_1=500; arc_length=890; developed_length=1890; developed_b=491; height_h=; wall_s1=36; wall_sk=39.5; inner_diameter=131; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=60°-219х45-500х500х1890-R850-289
sto-321-05-290-150-219-45-90-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 90° 219х45 исп. 290 PN 25.01 12Х1МФ СТО 321.05-2009,150,,219,45,,,25.01,90,850,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,290,,12Х1МФ,,,90°-219х45-500х500х2335-R850-290,False,sto-321-05-290-150-219-45-90-2501,290,500,500,1335,2335,850,,36,39.5,131,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,90°-219х45-500х500х2335-R850-290,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 90°. DN 150. Наружный диаметр 219 мм. Толщина стенки 45 мм. Исполнение 290. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 500 мм развёртка 2335 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=150; outer_diameter=219; wall_thickness=45; pn=25.01; angle=90; radius=850; material=12Х1МФ; execution=290; material_grade=12Х1МФ; straight_length=500; straight_length_1=500; arc_length=1335; developed_length=2335; developed_b=850; height_h=; wall_s1=36; wall_sk=39.5; inner_diameter=131; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=90°-219х45-500х500х2335-R850-290
sto-321-05-296-175-273-56-15-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 15° 273х56 исп. 296 PN 25.01 12Х1МФ СТО 321.05-2009,175,,273,56,,,25.01,15,1370,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,296,,12Х1МФ,,,15°-273х56-800х650х1809-R1370-296,False,sto-321-05-296-175-273-56-15-2501,296,800,650,359,1809,180,95,46,49.7,163,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,15°-273х56-800х650х1809-R1370-296,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 15°. DN 175. Наружный диаметр 273 мм. Толщина стенки 56 мм. Исполнение 296. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 650 мм развёртка 1809 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=175; outer_diameter=273; wall_thickness=56; pn=25.01; angle=15; radius=1370; material=12Х1МФ; execution=296; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=359; developed_length=1809; developed_b=180; height_h=95; wall_s1=46; wall_sk=49.7; inner_diameter=163; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=15°-273х56-800х650х1809-R1370-296
sto-321-05-297-175-273-56-30-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 30° 273х56 исп. 297 PN 25.01 12Х1МФ СТО 321.05-2009,175,,273,56,,,25.01,30,1370,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,297,,12Х1МФ,,,30°-273х56-800х650х2167-R1370-297,False,sto-321-05-297-175-273-56-30-2501,297,800,650,717,2167,367,95,46,49.7,163,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,30°-273х56-800х650х2167-R1370-297,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 30°. DN 175. Наружный диаметр 273 мм. Толщина стенки 56 мм. Исполнение 297. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 650 мм развёртка 2167 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=175; outer_diameter=273; wall_thickness=56; pn=25.01; angle=30; radius=1370; material=12Х1МФ; execution=297; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=717; developed_length=2167; developed_b=367; height_h=95; wall_s1=46; wall_sk=49.7; inner_diameter=163; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=30°-273х56-800х650х2167-R1370-297
sto-321-05-298-175-273-56-45-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 45° 273х56 исп. 298 PN 25.01 12Х1МФ СТО 321.05-2009,175,,273,56,,,25.01,45,1370,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,298,,12Х1МФ,,,45°-273х56-800х650х2526-R1370-298,False,sto-321-05-298-175-273-56-45-2501,298,800,650,1076,2526,568,95,46,49.7,163,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,45°-273х56-800х650х2526-R1370-298,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 45°. DN 175. Наружный диаметр 273 мм. Толщина стенки 56 мм. Исполнение 298. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 650 мм развёртка 2526 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=175; outer_diameter=273; wall_thickness=56; pn=25.01; angle=45; radius=1370; material=12Х1МФ; execution=298; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=1076; developed_length=2526; developed_b=568; height_h=95; wall_s1=46; wall_sk=49.7; inner_diameter=163; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=45°-273х56-800х650х2526-R1370-298
sto-321-05-299-175-273-56-60-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 60° 273х56 исп. 299 PN 25.01 12Х1МФ СТО 321.05-2009,175,,273,56,,,25.01,60,1370,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,299,,12Х1МФ,,,60°-273х56-800х650х2885-R1370-299,False,sto-321-05-299-175-273-56-60-2501,299,800,650,1435,2885,791,95,46,49.7,163,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,60°-273х56-800х650х2885-R1370-299,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 60°. DN 175. Наружный диаметр 273 мм. Толщина стенки 56 мм. Исполнение 299. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 650 мм развёртка 2885 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=175; outer_diameter=273; wall_thickness=56; pn=25.01; angle=60; radius=1370; material=12Х1МФ; execution=299; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=1435; developed_length=2885; developed_b=791; height_h=95; wall_s1=46; wall_sk=49.7; inner_diameter=163; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=60°-273х56-800х650х2885-R1370-299
sto-321-05-300-175-273-56-90-2501-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 90° 273х56 исп. 300 PN 25.01 12Х1МФ СТО 321.05-2009,175,,273,56,,,25.01,90,1370,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,300,,12Х1МФ,,,90°-273х56-800х650х3602-R1370-300,False,sto-321-05-300-175-273-56-90-2501,300,800,650,2152,3602,1370,95,46,49.7,163,545,25.01 МПа при 545°C,расчётная по формуле 5.2,Нет,html:321.05,90°-273х56-800х650х3602-R1370-300,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 90°. DN 175. Наружный диаметр 273 мм. Толщина стенки 56 мм. Исполнение 300. PN 25.01 МПа. Температура 545°C. 25.01 МПа при 545°C. L1 650 мм развёртка 3602 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=175; outer_diameter=273; wall_thickness=56; pn=25.01; angle=90; radius=1370; material=12Х1МФ; execution=300; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=2152; developed_length=3602; developed_b=1370; height_h=95; wall_s1=46; wall_sk=49.7; inner_diameter=163; temperature_c=545; pressure_group=25.01 МПа при 545°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=90°-273х56-800х650х3602-R1370-300
sto-321-05-301-10-16-4-15-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 15° 16х4 исп. 301 PN 13.73 12Х1МФ СТО 321.05-2009,10,,16,4,,,13.73,15,100,6,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,301,,12Х1МФ,,,15°-16х4-100хх26-R100-301,False,sto-321-05-301-10-16-4-15-1373,301,100,,26,26,13,,3,100,,560,13.73 МПа при 560°C,табличная,Нет,html:321.05,15°-16х4-100хх26-R100-301,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 15°. DN 10. Наружный диаметр 16 мм. Толщина стенки 4 мм. Исполнение 301. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. развёртка 26 мм. Марка стали 12Х1МФ. Масса 6 кг.,dn=10; outer_diameter=16; wall_thickness=4; pn=13.73; angle=15; radius=100; mass_kg=6; material=12Х1МФ; execution=301; material_grade=12Х1МФ; straight_length=100; straight_length_1=; arc_length=26; developed_length=26; developed_b=13; height_h=; wall_s1=3; wall_sk=100; inner_diameter=; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=табличная; optional_execution=Нет; data_source=html:321.05; gost_designation=15°-16х4-100хх26-R100-301
sto-321-05-302-10-16-4-30-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 30° 16х4 исп. 302 PN 13.73 12Х1МФ СТО 321.05-2009,10,,16,4,,,13.73,30,100,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,302,,12Х1МФ,,,30°-16х4-100хх52-R100-302,False,sto-321-05-302-10-16-4-30-1373,302,100,,52,52,27,,3,100,,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,30°-16х4-100хх52-R100-302,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 30°. DN 10. Наружный диаметр 16 мм. Толщина стенки 4 мм. Исполнение 302. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. развёртка 52 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=10; outer_diameter=16; wall_thickness=4; pn=13.73; angle=30; radius=100; material=12Х1МФ; execution=302; material_grade=12Х1МФ; straight_length=100; straight_length_1=; arc_length=52; developed_length=52; developed_b=27; height_h=; wall_s1=3; wall_sk=100; inner_diameter=; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=30°-16х4-100хх52-R100-302
sto-321-05-303-10-16-4-45-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 45° 16х4 исп. 303 PN 13.73 12Х1МФ СТО 321.05-2009,10,,16,4,,,13.73,45,100,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,303,,12Х1МФ,,,45°-16х4-100хх79-R100-303,False,sto-321-05-303-10-16-4-45-1373,303,100,,79,79,41,,3,100,,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,45°-16х4-100хх79-R100-303,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 45°. DN 10. Наружный диаметр 16 мм. Толщина стенки 4 мм. Исполнение 303. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. развёртка 79 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=10; outer_diameter=16; wall_thickness=4; pn=13.73; angle=45; radius=100; material=12Х1МФ; execution=303; material_grade=12Х1МФ; straight_length=100; straight_length_1=; arc_length=79; developed_length=79; developed_b=41; height_h=; wall_s1=3; wall_sk=100; inner_diameter=; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=45°-16х4-100хх79-R100-303
