sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,description,attributes,dim_dim_0,dim_dim_1,dim_dim_2,dim_dim_7,dim_dim_8,dim_dim_9,dim_dim_10,dim_dim_5,dim_dim_13,dim_dim_14,dim_dim_15,dim_dim_16,dim_dim_17,dim_dim_18,dim_dim_т,dim_dim_в,dim_dim_3,dim_dim_w,dim_dim_н,dim_dim_с
гост-15150-ар-приморскихперевозкахвпределахрайонасморскимумереннымклиматомпри-no,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN **Приморскихперевозкахвпределахрайонасморскимумереннымклиматомпри (ГОСТ 15150),**Приморскихперевозкахвпределахрайонасморскимумереннымклиматомпри,,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN **Приморскихперевозкахвпределахрайонасморскимумереннымклиматомпри.,dn=**Приморскихперевозкахвпределахрайонасморскимумереннымклиматомпри,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-расстоянииперевозокнеболее15тыскмиилисрокахтранспортированиянеболе,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN расстоянииперевозокнеболее1,5тыс.кми(или)срокахтранспортированиянеболее1 (ГОСТ 15150)","расстоянииперевозокнеболее1,5тыс.кми(или)срокахтранспортированиянеболее1",,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN расстоянииперевозокнеболее1,5тыс.кми(или)срокахтранспортированиянеболее1.","dn=расстоянииперевозокнеболее1,5тыс.кми(или)срокахтранспортированиянеболее1",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-месяцасоответственно8и2-none-none-none-43,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN месяцасоответственно8и2. (ГОСТ 15150),месяцасоответственно8и2.,,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN месяцасоответственно8и2..,dn=месяцасоответственно8и2.,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-измененнаяредакцияизмn3-none-none-none-43,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN (Измененнаяредакция,Изм.N3). (ГОСТ 15150)","(Измененнаяредакция,Изм.N3).",,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN (Измененнаяредакция,Изм.N3)..","dn=(Измененнаяредакция,Изм.N3).",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-103дляизделийвстандартахилитехническихусловияхнакоторыепредусмотре,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN 10.3.Дляизделий,встандартахилитехническихусловияхнакоторыепредусмотрено (ГОСТ 15150)","10.3.Дляизделий,встандартахилитехническихусловияхнакоторыепредусмотрено",,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN 10.3.Дляизделий,встандартахилитехническихусловияхнакоторыепредусмотрено.","dn=10.3.Дляизделий,встандартахилитехническихусловияхнакоторыепредусмотрено",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-транспортированиетольковзакрытомтранспортежелезнодорожныхвагонахко,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN транспортированиетольковзакрытомтранспорте(железнодорожныхвагонах,контейнерах, (ГОСТ 15150)","транспортированиетольковзакрытомтранспорте(железнодорожныхвагонах,контейнерах,",,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN транспортированиетольковзакрытомтранспорте(железнодорожныхвагонах,контейнерах,.","dn=транспортированиетольковзакрытомтранспорте(железнодорожныхвагонах,контейнерах,",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-закрытыхавтомашинахтрюмахитдусловиятранспортированияявляютсятакими,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN закрытыхавтомашинах,трюмахит.д.),условиятранспортированияявляютсятакимиже,как (ГОСТ 15150)","закрытыхавтомашинах,трюмахит.д.),условиятранспортированияявляютсятакимиже,как",,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN закрытыхавтомашинах,трюмахит.д.),условиятранспортированияявляютсятакимиже,как.","dn=закрытыхавтомашинах,трюмахит.д.),условиятранспортированияявляютсятакимиже,как",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-условияхранениядлямакроклиматическихрайоновсумереннымихолоднымклим,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN условияхранения:длямакроклиматическихрайоновсумереннымихолоднымклиматомна (ГОСТ 15150),условияхранения:длямакроклиматическихрайоновсумереннымихолоднымклиматомна,,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN условияхранения:длямакроклиматическихрайоновсумереннымихолоднымклиматомна.,dn=условияхранения:длямакроклиматическихрайоновсумереннымихолоднымклиматомна,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-суше-поусловиямхранения5длявсехмакроклиматическихрайоновнасушеилид,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN суше-поусловиямхранения5*,длявсехмакроклиматическихрайоновнасушеилидля (ГОСТ 15150)","суше-поусловиямхранения5*,длявсехмакроклиматическихрайоновнасушеилидля",,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN суше-поусловиямхранения5*,длявсехмакроклиматическихрайоновнасушеилидля.","dn=суше-поусловиямхранения5*,длявсехмакроклиматическихрайоновнасушеилидля",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-макроклиматическогорайонасвлажнымтропическимклиматом-поусловиямхра,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN макроклиматическогорайонасвлажнымтропическимклиматом-поусловиямхранения6, (ГОСТ 15150)","макроклиматическогорайонасвлажнымтропическимклиматом-поусловиямхранения6,",,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN макроклиматическогорайонасвлажнымтропическимклиматом-поусловиямхранения6,.","dn=макроклиматическогорайонасвлажнымтропическимклиматом-поусловиямхранения6,",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-приморскихперевозкахвтрюмах-поусловиямхранения3-none-none-none-43,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN приморскихперевозкахвтрюмах-поусловиямхранения3**. (ГОСТ 15150),приморскихперевозкахвтрюмах-поусловиямхранения3**.,,,,,,,,,43,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN приморскихперевозкахвтрюмах-поусловиямхранения3**..,dn=приморскихперевозкахвтрюмах-поусловиямхранения3**.,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-влажностивоздухавсочетаниисизменяющейсяприэтомеготемпературой-none,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN влажностивоздухавсочетаниисизменяющейсяприэтомеготемпературой. (ГОСТ 15150),влажностивоздухавсочетаниисизменяющейсяприэтомеготемпературой.,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN влажностивоздухавсочетаниисизменяющейсяприэтомеготемпературой..,dn=влажностивоздухавсочетаниисизменяющейсяприэтомеготемпературой.,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-7эффективноезначениеклиматическогофактора-условноепостоянноезначен,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN 7.Эффективноезначениеклиматическогофактора-условноепостоянноезначение (ГОСТ 15150),7.Эффективноезначениеклиматическогофактора-условноепостоянноезначение,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN 7.Эффективноезначениеклиматическогофактора-условноепостоянноезначение.,dn=7.Эффективноезначениеклиматическогофактора-условноепостоянноезначение,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-факторапринимаемоеприрасчетахноминальныхпараметровизделийвлияющихн,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN фактора,принимаемоеприрасчетахноминальныхпараметровизделий,влияющихнасрок (ГОСТ 15150)","фактора,принимаемоеприрасчетахноминальныхпараметровизделий,влияющихнасрок",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN фактора,принимаемоеприрасчетахноминальныхпараметровизделий,влияющихнасрок.","dn=фактора,принимаемоеприрасчетахноминальныхпараметровизделий,влияющихнасрок",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-службыиилисохраняемостисущественнозависящихотданногофактораи-none-,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN службыи(или)сохраняемости,существеннозависящихотданногофактораи (ГОСТ 15150)","службыи(или)сохраняемости,существеннозависящихотданногофактораи",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN службыи(или)сохраняемости,существеннозависящихотданногофактораи.","dn=службыи(или)сохраняемости,существеннозависящихотданногофактораи",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-нормированныхдлядлительнойработыизделийдляработывтечениесрокаслужб,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN нормированныхдлядлительнойработыизделий(дляработывтечениесрокаслужбыи (ГОСТ 15150),нормированныхдлядлительнойработыизделий(дляработывтечениесрокаслужбыи,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN нормированныхдлядлительнойработыизделий(дляработывтечениесрокаслужбыи.,dn=нормированныхдлядлительнойработыизделий(дляработывтечениесрокаслужбыи,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-илисохраняемости-none-none-none-46,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN (или)сохраняемости). (ГОСТ 15150),(или)сохраняемости).,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN (или)сохраняемости)..,dn=(или)сохраняемости).,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-примечаниевоздействиеэффективногозначениякакправилоэквивалентновоз,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN Примечание.Воздействиеэффективногозначения,какправило,эквивалентновоздействию (ГОСТ 15150)","Примечание.Воздействиеэффективногозначения,какправило,эквивалентновоздействию",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN Примечание.Воздействиеэффективногозначения,какправило,эквивалентновоздействию.","dn=Примечание.Воздействиеэффективногозначения,какправило,эквивалентновоздействию",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-переменногозначенияданногофакторавпроцессеэксплуатациииилихранения,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN переменногозначенияданногофакторавпроцессеэксплуатациии(или)хранения. (ГОСТ 15150),переменногозначенияданногофакторавпроцессеэксплуатациии(или)хранения.,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN переменногозначенияданногофакторавпроцессеэксплуатациии(или)хранения..,dn=переменногозначенияданногофакторавпроцессеэксплуатациии(или)хранения.,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-8практическоеотсутствиедополнительногоиз-занагревасолнечнымилучами,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN 8.Практическоеотсутствиедополнительного(из-занагревасолнечнымилучами) (ГОСТ 15150),8.Практическоеотсутствиедополнительного(из-занагревасолнечнымилучами),,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN 8.Практическоеотсутствиедополнительного(из-занагревасолнечнымилучами).,dn=8.Практическоеотсутствиедополнительного(из-занагревасолнечнымилучами),,,,,,,,,,,,,,,,,,,,
гост-15150-ар-превышениятемпературы-дополнительноепревышениетемпературынеболеече,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN превышениятемпературы-дополнительноепревышениетемпературынеболеечемна3 (ГОСТ 15150),превышениятемпературы-дополнительноепревышениетемпературынеболеечемна3,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN превышениятемпературы-дополнительноепревышениетемпературынеболеечемна3.,dn=превышениятемпературы-дополнительноепревышениетемпературынеболеечемна3,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-с-none-none-none-46,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN °С. (ГОСТ 15150),°С.,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN °С..,dn=°С.,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-9заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейсреды--,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN 9.Заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейсреды- (ГОСТ 15150),9.Заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейсреды-,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN 9.Заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейсреды-.,dn=9.Заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейсреды-,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-повышениетемпературывнешнейсредыболеечемна3с-none-none-none-46,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN повышениетемпературывнешнейсредыболеечемна3°С. (ГОСТ 15150),повышениетемпературывнешнейсредыболеечемна3°С.,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN повышениетемпературывнешнейсредыболеечемна3°С..,dn=повышениетемпературывнешнейсредыболеечемна3°С.,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-10исключенизмn3-none-none-none-46,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN 10.(Исключен,Изм.N3). (ГОСТ 15150)","10.(Исключен,Изм.N3).",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN 10.(Исключен,Изм.N3)..","dn=10.(Исключен,Изм.N3).",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-11встроенныйэлемент-законченноесборкойизделиеудовлетворяющеетребов,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN 11.Встроенныйэлемент-законченноесборкойизделие,удовлетворяющеетребованиям (ГОСТ 15150)","11.Встроенныйэлемент-законченноесборкойизделие,удовлетворяющеетребованиям",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN 11.Встроенныйэлемент-законченноесборкойизделие,удовлетворяющеетребованиям.","dn=11.Встроенныйэлемент-законченноесборкойизделие,удовлетворяющеетребованиям",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-соответствующихстандартовилитехническихусловийвходящеевконструкцию,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN соответствующихстандартовилитехническихусловий,входящеевконструкциюисхему (ГОСТ 15150)","соответствующихстандартовилитехническихусловий,входящеевконструкциюисхему",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN соответствующихстандартовилитехническихусловий,входящеевконструкциюисхему.","dn=соответствующихстандартовилитехническихусловий,входящеевконструкциюисхему",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-комплектногоизделияилиблокаинаходящеесявилинаобщейоболочкеииликарк,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN комплектногоизделия(илиблока)инаходящеесяв(илина)общейоболочкеи(или)каркасе (ГОСТ 15150),комплектногоизделия(илиблока)инаходящеесяв(илина)общейоболочкеи(или)каркасе,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN комплектногоизделия(илиблока)инаходящеесяв(илина)общейоболочкеи(или)каркасе.,dn=комплектногоизделия(илиблока)инаходящеесяв(илина)общейоболочкеи(или)каркасе,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-последнего-none-none-none-46,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN последнего. (ГОСТ 15150),последнего.,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN последнего..,dn=последнего.,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-12средняятемператураизабсолютныхгодовыхмаксимумовминимумов--none-n,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN 12.Средняятемператураизабсолютныхгодовыхмаксимумов(минимумов)- (ГОСТ 15150),12.Средняятемператураизабсолютныхгодовыхмаксимумов(минимумов)-,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN 12.Средняятемператураизабсолютныхгодовыхмаксимумов(минимумов)-.,dn=12.Средняятемператураизабсолютныхгодовыхмаксимумов(минимумов)-,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумовминимумов,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумов(минимумов) (ГОСТ 15150),среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумов(минимумов),,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумов(минимумов).,dn=среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумов(минимумов),,,,,,,,,,,,,,,,,,,,
гост-15150-ар-температурывоздуханаблюдаемыхвданномпунктезамноголетнийпериод-none,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN температурывоздуха,наблюдаемыхвданномпунктезамноголетнийпериод. (ГОСТ 15150)","температурывоздуха,наблюдаемыхвданномпунктезамноголетнийпериод.",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN температурывоздуха,наблюдаемыхвданномпунктезамноголетнийпериод..","dn=температурывоздуха,наблюдаемыхвданномпунктезамноголетнийпериод.",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-13температуравнешнейсредыприэксплуатации-none-none-none-46,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN 13.Температуравнешнейсредыприэксплуатации: (ГОСТ 15150),13.Температуравнешнейсредыприэксплуатации:,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN 13.Температуравнешнейсредыприэксплуатации:.,dn=13.Температуравнешнейсредыприэксплуатации:,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-адляизделийссамовентиляциейилисамоохлаждениемилисестественнымвозду,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN а)дляизделийссамовентиляциейилисамоохлаждением,илисестественнымвоздушным (ГОСТ 15150)","а)дляизделийссамовентиляциейилисамоохлаждением,илисестественнымвоздушным",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN а)дляизделийссамовентиляциейилисамоохлаждением,илисестественнымвоздушным.","dn=а)дляизделийссамовентиляциейилисамоохлаждением,илисестественнымвоздушным",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-охлаждением-температуравоздухаилидругойгазовойсредывблизиизделийна,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN охлаждением-температуравоздухаилидругойгазовойсредывблизиизделийнатомже (ГОСТ 15150),охлаждением-температуравоздухаилидругойгазовойсредывблизиизделийнатомже,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN охлаждением-температуравоздухаилидругойгазовойсредывблизиизделийнатомже.,dn=охлаждением-температуравоздухаилидругойгазовойсредывблизиизделийнатомже,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-уровненакоторомонирасположеныинатакомрасстоянииотнихчтобынаэту-non,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN уровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту (ГОСТ 15150)","уровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN уровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту.","dn=уровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-температурузаметноневлиялорассеяниетеплаотизделийэторасстояниезави,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN температурузаметноневлиялорассеяниетеплаотизделий(эторасстояниезависитот (ГОСТ 15150),температурузаметноневлиялорассеяниетеплаотизделий(эторасстояниезависитот,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN температурузаметноневлиялорассеяниетеплаотизделий(эторасстояниезависитот.,dn=температурузаметноневлиялорассеяниетеплаотизделий(эторасстояниезависитот,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-температурыоболочкиизделиярассеиваемойиммощностииуказываетсявстанд,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN температурыоболочкиизделия,рассеиваемойиммощностииуказываетсявстандартахна (ГОСТ 15150)","температурыоболочкиизделия,рассеиваемойиммощностииуказываетсявстандартахна",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN температурыоболочкиизделия,рассеиваемойиммощностииуказываетсявстандартахна.","dn=температурыоболочкиизделия,рассеиваемойиммощностииуказываетсявстандартахна",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-изделия-none-none-none-46,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN изделия); (ГОСТ 15150),изделия);,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN изделия);.,dn=изделия);,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-бдляизделийспринудительнойвоздушнойилигазовойвентиляциейисвторичны,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN б)дляизделийспринудительнойвоздушнойилигазовойвентиляциейисвторичным (ГОСТ 15150),б)дляизделийспринудительнойвоздушнойилигазовойвентиляциейисвторичным,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN б)дляизделийспринудительнойвоздушнойилигазовойвентиляциейисвторичным.,dn=б)дляизделийспринудительнойвоздушнойилигазовойвентиляциейисвторичным,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-водянымохлаждением-температуравходящеговоздухаилигазадляизделийс-n,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN водянымохлаждением-температуравходящеговоздухаилигаза;дляизделийс (ГОСТ 15150),водянымохлаждением-температуравходящеговоздухаилигаза;дляизделийс,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN водянымохлаждением-температуравходящеговоздухаилигаза;дляизделийс.,dn=водянымохлаждением-температуравходящеговоздухаилигаза;дляизделийс,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-встроеннымижидкостнымиохладителями-температуравходящейохлаждающейж,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN встроеннымижидкостнымиохладителями-температуравходящейохлаждающейжидкости; (ГОСТ 15150),встроеннымижидкостнымиохладителями-температуравходящейохлаждающейжидкости;,,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN встроеннымижидкостнымиохладителями-температуравходящейохлаждающейжидкости;.,dn=встроеннымижидкостнымиохладителями-температуравходящейохлаждающейжидкости;,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-вдляизделийпогруженныхвжидкость-температураэтойжидкостивблизииздел,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN в)дляизделий,погруженныхвжидкость,-температураэтойжидкостивблизиизделийна (ГОСТ 15150)","в)дляизделий,погруженныхвжидкость,-температураэтойжидкостивблизиизделийна",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN в)дляизделий,погруженныхвжидкость,-температураэтойжидкостивблизиизделийна.","dn=в)дляизделий,погруженныхвжидкость,-температураэтойжидкостивблизиизделийна",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-томжеуровненакоторомонирасположеныинатакомрасстоянииотнихчтобынаэт,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN томжеуровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту (ГОСТ 15150)","томжеуровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту",,,,,,,,,46,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN томжеуровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту.","dn=томжеуровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-геофизическойобсерваторииимаивоейкова-none-none-none-52,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN геофизическойобсерваторииим.А.И.Воейкова) (ГОСТ 15150),геофизическойобсерваторииим.А.И.Воейкова),,,,,,,,,52,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN геофизическойобсерваторииим.А.И.Воейкова).,dn=геофизическойобсерваторииим.А.И.Воейкова),,,,,,,,,,,,,,,,,,,,
гост-15150-ар-приложение4-none-none-none-52,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN ПРИЛОЖЕНИЕ4 (ГОСТ 15150),ПРИЛОЖЕНИЕ4,,,,,,,,,52,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN ПРИЛОЖЕНИЕ4.,dn=ПРИЛОЖЕНИЕ4,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-обязательное-none-none-none-52,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN Обязательное (ГОСТ 15150),Обязательное,,,,,,,,,52,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN Обязательное.,dn=Обязательное,,,,,,,,,,,,,,,,,,,,
