sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_thread_size,dim_length_mm,description,attributes,dim_strength_class,woo_type
11738-В-8-40-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M8×40 8.8 ГОСТ 11738-84,8,,,,,,,,,,,,,8,40,,8.8,A,,,,,,,False,11738-В-8-40-8.8,8,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M8, длина 40 мм, класс прочности 8.8.",thread_size=8; length_mm=40; strength_class=8.8,8.8,simple
11738-В-8-40-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M8×40 10.9 ГОСТ 11738-84,8,,,,,,,,,,,,,8,40,,10.9,A,,,,,,,False,11738-В-8-40-10.9,8,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M8, длина 40 мм, класс прочности 10.9.",thread_size=8; length_mm=40; strength_class=10.9,10.9,simple
11738-В-8-50-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M8×50 8.8 ГОСТ 11738-84,8,,,,,,,,,,,,,8,50,,8.8,A,,,,,,,False,11738-В-8-50-8.8,8,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M8, длина 50 мм, класс прочности 8.8.",thread_size=8; length_mm=50; strength_class=8.8,8.8,simple
11738-В-8-50-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M8×50 10.9 ГОСТ 11738-84,8,,,,,,,,,,,,,8,50,,10.9,A,,,,,,,False,11738-В-8-50-10.9,8,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M8, длина 50 мм, класс прочности 10.9.",thread_size=8; length_mm=50; strength_class=10.9,10.9,simple
11738-В-10-16-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×16 8.8 ГОСТ 11738-84,10,,,,,,,,,,,,,10,16,,8.8,A,,,,,,,False,11738-В-10-16-8.8,10,16,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 16 мм, класс прочности 8.8.",thread_size=10; length_mm=16; strength_class=8.8,8.8,simple
11738-В-10-16-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×16 10.9 ГОСТ 11738-84,10,,,,,,,,,,,,,10,16,,10.9,A,,,,,,,False,11738-В-10-16-10.9,10,16,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 16 мм, класс прочности 10.9.",thread_size=10; length_mm=16; strength_class=10.9,10.9,simple
11738-В-10-20-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×20 8.8 ГОСТ 11738-84,10,,,,,,,,,,,,,10,20,,8.8,A,,,,,,,False,11738-В-10-20-8.8,10,20,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 20 мм, класс прочности 8.8.",thread_size=10; length_mm=20; strength_class=8.8,8.8,simple
11738-В-10-20-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×20 10.9 ГОСТ 11738-84,10,,,,,,,,,,,,,10,20,,10.9,A,,,,,,,False,11738-В-10-20-10.9,10,20,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 20 мм, класс прочности 10.9.",thread_size=10; length_mm=20; strength_class=10.9,10.9,simple
11738-В-10-25-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×25 8.8 ГОСТ 11738-84,10,,,,,,,,,,,,,10,25,,8.8,A,,,,,,,False,11738-В-10-25-8.8,10,25,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 25 мм, класс прочности 8.8.",thread_size=10; length_mm=25; strength_class=8.8,8.8,simple
11738-В-10-25-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×25 10.9 ГОСТ 11738-84,10,,,,,,,,,,,,,10,25,,10.9,A,,,,,,,False,11738-В-10-25-10.9,10,25,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 25 мм, класс прочности 10.9.",thread_size=10; length_mm=25; strength_class=10.9,10.9,simple
11738-В-10-30-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×30 8.8 ГОСТ 11738-84,10,,,,,,,,,,,,,10,30,,8.8,A,,,,,,,False,11738-В-10-30-8.8,10,30,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 30 мм, класс прочности 8.8.",thread_size=10; length_mm=30; strength_class=8.8,8.8,simple
11738-В-10-30-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×30 10.9 ГОСТ 11738-84,10,,,,,,,,,,,,,10,30,,10.9,A,,,,,,,False,11738-В-10-30-10.9,10,30,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 30 мм, класс прочности 10.9.",thread_size=10; length_mm=30; strength_class=10.9,10.9,simple
11738-В-10-40-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×40 8.8 ГОСТ 11738-84,10,,,,,,,,,,,,,10,40,,8.8,A,,,,,,,False,11738-В-10-40-8.8,10,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 40 мм, класс прочности 8.8.",thread_size=10; length_mm=40; strength_class=8.8,8.8,simple
11738-В-10-40-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×40 10.9 ГОСТ 11738-84,10,,,,,,,,,,,,,10,40,,10.9,A,,,,,,,False,11738-В-10-40-10.9,10,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 40 мм, класс прочности 10.9.",thread_size=10; length_mm=40; strength_class=10.9,10.9,simple
11738-В-10-50-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×50 8.8 ГОСТ 11738-84,10,,,,,,,,,,,,,10,50,,8.8,A,,,,,,,False,11738-В-10-50-8.8,10,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 50 мм, класс прочности 8.8.",thread_size=10; length_mm=50; strength_class=8.8,8.8,simple
11738-В-10-50-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×50 10.9 ГОСТ 11738-84,10,,,,,,,,,,,,,10,50,,10.9,A,,,,,,,False,11738-В-10-50-10.9,10,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 50 мм, класс прочности 10.9.",thread_size=10; length_mm=50; strength_class=10.9,10.9,simple
11738-В-10-60-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×60 8.8 ГОСТ 11738-84,10,,,,,,,,,,,,,10,60,,8.8,A,,,,,,,False,11738-В-10-60-8.8,10,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 60 мм, класс прочности 8.8.",thread_size=10; length_mm=60; strength_class=8.8,8.8,simple
11738-В-10-60-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M10×60 10.9 ГОСТ 11738-84,10,,,,,,,,,,,,,10,60,,10.9,A,,,,,,,False,11738-В-10-60-10.9,10,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 60 мм, класс прочности 10.9.",thread_size=10; length_mm=60; strength_class=10.9,10.9,simple
11738-В-12-20-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×20 8.8 ГОСТ 11738-84,12,,,,,,,,,,,,,12,20,,8.8,A,,,,,,,False,11738-В-12-20-8.8,12,20,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 20 мм, класс прочности 8.8.",thread_size=12; length_mm=20; strength_class=8.8,8.8,simple
11738-В-12-20-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×20 10.9 ГОСТ 11738-84,12,,,,,,,,,,,,,12,20,,10.9,A,,,,,,,False,11738-В-12-20-10.9,12,20,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 20 мм, класс прочности 10.9.",thread_size=12; length_mm=20; strength_class=10.9,10.9,simple
11738-В-12-25-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×25 8.8 ГОСТ 11738-84,12,,,,,,,,,,,,,12,25,,8.8,A,,,,,,,False,11738-В-12-25-8.8,12,25,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 25 мм, класс прочности 8.8.",thread_size=12; length_mm=25; strength_class=8.8,8.8,simple
11738-В-12-25-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×25 10.9 ГОСТ 11738-84,12,,,,,,,,,,,,,12,25,,10.9,A,,,,,,,False,11738-В-12-25-10.9,12,25,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 25 мм, класс прочности 10.9.",thread_size=12; length_mm=25; strength_class=10.9,10.9,simple
11738-В-12-30-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×30 8.8 ГОСТ 11738-84,12,,,,,,,,,,,,,12,30,,8.8,A,,,,,,,False,11738-В-12-30-8.8,12,30,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 30 мм, класс прочности 8.8.",thread_size=12; length_mm=30; strength_class=8.8,8.8,simple
11738-В-12-30-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×30 10.9 ГОСТ 11738-84,12,,,,,,,,,,,,,12,30,,10.9,A,,,,,,,False,11738-В-12-30-10.9,12,30,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 30 мм, класс прочности 10.9.",thread_size=12; length_mm=30; strength_class=10.9,10.9,simple
11738-В-12-40-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×40 8.8 ГОСТ 11738-84,12,,,,,,,,,,,,,12,40,,8.8,A,,,,,,,False,11738-В-12-40-8.8,12,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 40 мм, класс прочности 8.8.",thread_size=12; length_mm=40; strength_class=8.8,8.8,simple
11738-В-12-40-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×40 10.9 ГОСТ 11738-84,12,,,,,,,,,,,,,12,40,,10.9,A,,,,,,,False,11738-В-12-40-10.9,12,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 40 мм, класс прочности 10.9.",thread_size=12; length_mm=40; strength_class=10.9,10.9,simple
11738-В-12-50-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×50 8.8 ГОСТ 11738-84,12,,,,,,,,,,,,,12,50,,8.8,A,,,,,,,False,11738-В-12-50-8.8,12,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 50 мм, класс прочности 8.8.",thread_size=12; length_mm=50; strength_class=8.8,8.8,simple
11738-В-12-50-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×50 10.9 ГОСТ 11738-84,12,,,,,,,,,,,,,12,50,,10.9,A,,,,,,,False,11738-В-12-50-10.9,12,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 50 мм, класс прочности 10.9.",thread_size=12; length_mm=50; strength_class=10.9,10.9,simple
11738-В-12-60-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×60 8.8 ГОСТ 11738-84,12,,,,,,,,,,,,,12,60,,8.8,A,,,,,,,False,11738-В-12-60-8.8,12,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 60 мм, класс прочности 8.8.",thread_size=12; length_mm=60; strength_class=8.8,8.8,simple
11738-В-12-60-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×60 10.9 ГОСТ 11738-84,12,,,,,,,,,,,,,12,60,,10.9,A,,,,,,,False,11738-В-12-60-10.9,12,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 60 мм, класс прочности 10.9.",thread_size=12; length_mm=60; strength_class=10.9,10.9,simple
11738-В-12-70-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×70 8.8 ГОСТ 11738-84,12,,,,,,,,,,,,,12,70,,8.8,A,,,,,,,False,11738-В-12-70-8.8,12,70,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 70 мм, класс прочности 8.8.",thread_size=12; length_mm=70; strength_class=8.8,8.8,simple
11738-В-12-70-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M12×70 10.9 ГОСТ 11738-84,12,,,,,,,,,,,,,12,70,,10.9,A,,,,,,,False,11738-В-12-70-10.9,12,70,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M12, длина 70 мм, класс прочности 10.9.",thread_size=12; length_mm=70; strength_class=10.9,10.9,simple
11738-В-14-25-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×25 8.8 ГОСТ 11738-84,14,,,,,,,,,,,,,14,25,,8.8,A,,,,,,,False,11738-В-14-25-8.8,14,25,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 25 мм, класс прочности 8.8.",thread_size=14; length_mm=25; strength_class=8.8,8.8,simple
11738-В-14-25-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×25 10.9 ГОСТ 11738-84,14,,,,,,,,,,,,,14,25,,10.9,A,,,,,,,False,11738-В-14-25-10.9,14,25,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 25 мм, класс прочности 10.9.",thread_size=14; length_mm=25; strength_class=10.9,10.9,simple
11738-В-14-30-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×30 8.8 ГОСТ 11738-84,14,,,,,,,,,,,,,14,30,,8.8,A,,,,,,,False,11738-В-14-30-8.8,14,30,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 30 мм, класс прочности 8.8.",thread_size=14; length_mm=30; strength_class=8.8,8.8,simple
11738-В-14-30-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×30 10.9 ГОСТ 11738-84,14,,,,,,,,,,,,,14,30,,10.9,A,,,,,,,False,11738-В-14-30-10.9,14,30,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 30 мм, класс прочности 10.9.",thread_size=14; length_mm=30; strength_class=10.9,10.9,simple
11738-В-14-40-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×40 8.8 ГОСТ 11738-84,14,,,,,,,,,,,,,14,40,,8.8,A,,,,,,,False,11738-В-14-40-8.8,14,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 40 мм, класс прочности 8.8.",thread_size=14; length_mm=40; strength_class=8.8,8.8,simple
11738-В-14-40-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×40 10.9 ГОСТ 11738-84,14,,,,,,,,,,,,,14,40,,10.9,A,,,,,,,False,11738-В-14-40-10.9,14,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 40 мм, класс прочности 10.9.",thread_size=14; length_mm=40; strength_class=10.9,10.9,simple
11738-В-14-50-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×50 8.8 ГОСТ 11738-84,14,,,,,,,,,,,,,14,50,,8.8,A,,,,,,,False,11738-В-14-50-8.8,14,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 50 мм, класс прочности 8.8.",thread_size=14; length_mm=50; strength_class=8.8,8.8,simple
11738-В-14-50-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×50 10.9 ГОСТ 11738-84,14,,,,,,,,,,,,,14,50,,10.9,A,,,,,,,False,11738-В-14-50-10.9,14,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 50 мм, класс прочности 10.9.",thread_size=14; length_mm=50; strength_class=10.9,10.9,simple
11738-В-14-60-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×60 8.8 ГОСТ 11738-84,14,,,,,,,,,,,,,14,60,,8.8,A,,,,,,,False,11738-В-14-60-8.8,14,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 60 мм, класс прочности 8.8.",thread_size=14; length_mm=60; strength_class=8.8,8.8,simple
11738-В-14-60-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×60 10.9 ГОСТ 11738-84,14,,,,,,,,,,,,,14,60,,10.9,A,,,,,,,False,11738-В-14-60-10.9,14,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 60 мм, класс прочности 10.9.",thread_size=14; length_mm=60; strength_class=10.9,10.9,simple
11738-В-14-70-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×70 8.8 ГОСТ 11738-84,14,,,,,,,,,,,,,14,70,,8.8,A,,,,,,,False,11738-В-14-70-8.8,14,70,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 70 мм, класс прочности 8.8.",thread_size=14; length_mm=70; strength_class=8.8,8.8,simple
11738-В-14-70-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×70 10.9 ГОСТ 11738-84,14,,,,,,,,,,,,,14,70,,10.9,A,,,,,,,False,11738-В-14-70-10.9,14,70,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 70 мм, класс прочности 10.9.",thread_size=14; length_mm=70; strength_class=10.9,10.9,simple
11738-В-14-80-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×80 8.8 ГОСТ 11738-84,14,,,,,,,,,,,,,14,80,,8.8,A,,,,,,,False,11738-В-14-80-8.8,14,80,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 80 мм, класс прочности 8.8.",thread_size=14; length_mm=80; strength_class=8.8,8.8,simple
11738-В-14-80-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M14×80 10.9 ГОСТ 11738-84,14,,,,,,,,,,,,,14,80,,10.9,A,,,,,,,False,11738-В-14-80-10.9,14,80,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M14, длина 80 мм, класс прочности 10.9.",thread_size=14; length_mm=80; strength_class=10.9,10.9,simple
11738-В-16-30-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×30 8.8 ГОСТ 11738-84,16,,,,,,,,,,,,,16,30,,8.8,A,,,,,,,False,11738-В-16-30-8.8,16,30,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 30 мм, класс прочности 8.8.",thread_size=16; length_mm=30; strength_class=8.8,8.8,simple
11738-В-16-30-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×30 10.9 ГОСТ 11738-84,16,,,,,,,,,,,,,16,30,,10.9,A,,,,,,,False,11738-В-16-30-10.9,16,30,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 30 мм, класс прочности 10.9.",thread_size=16; length_mm=30; strength_class=10.9,10.9,simple
11738-В-16-40-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×40 8.8 ГОСТ 11738-84,16,,,,,,,,,,,,,16,40,,8.8,A,,,,,,,False,11738-В-16-40-8.8,16,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 40 мм, класс прочности 8.8.",thread_size=16; length_mm=40; strength_class=8.8,8.8,simple
11738-В-16-40-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×40 10.9 ГОСТ 11738-84,16,,,,,,,,,,,,,16,40,,10.9,A,,,,,,,False,11738-В-16-40-10.9,16,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 40 мм, класс прочности 10.9.",thread_size=16; length_mm=40; strength_class=10.9,10.9,simple
11738-В-16-50-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×50 8.8 ГОСТ 11738-84,16,,,,,,,,,,,,,16,50,,8.8,A,,,,,,,False,11738-В-16-50-8.8,16,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 50 мм, класс прочности 8.8.",thread_size=16; length_mm=50; strength_class=8.8,8.8,simple
11738-В-16-50-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×50 10.9 ГОСТ 11738-84,16,,,,,,,,,,,,,16,50,,10.9,A,,,,,,,False,11738-В-16-50-10.9,16,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 50 мм, класс прочности 10.9.",thread_size=16; length_mm=50; strength_class=10.9,10.9,simple
11738-В-16-60-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×60 8.8 ГОСТ 11738-84,16,,,,,,,,,,,,,16,60,,8.8,A,,,,,,,False,11738-В-16-60-8.8,16,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 60 мм, класс прочности 8.8.",thread_size=16; length_mm=60; strength_class=8.8,8.8,simple
11738-В-16-60-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×60 10.9 ГОСТ 11738-84,16,,,,,,,,,,,,,16,60,,10.9,A,,,,,,,False,11738-В-16-60-10.9,16,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 60 мм, класс прочности 10.9.",thread_size=16; length_mm=60; strength_class=10.9,10.9,simple
11738-В-16-70-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×70 8.8 ГОСТ 11738-84,16,,,,,,,,,,,,,16,70,,8.8,A,,,,,,,False,11738-В-16-70-8.8,16,70,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 70 мм, класс прочности 8.8.",thread_size=16; length_mm=70; strength_class=8.8,8.8,simple
11738-В-16-70-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×70 10.9 ГОСТ 11738-84,16,,,,,,,,,,,,,16,70,,10.9,A,,,,,,,False,11738-В-16-70-10.9,16,70,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 70 мм, класс прочности 10.9.",thread_size=16; length_mm=70; strength_class=10.9,10.9,simple
11738-В-16-80-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×80 8.8 ГОСТ 11738-84,16,,,,,,,,,,,,,16,80,,8.8,A,,,,,,,False,11738-В-16-80-8.8,16,80,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 80 мм, класс прочности 8.8.",thread_size=16; length_mm=80; strength_class=8.8,8.8,simple
11738-В-16-80-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×80 10.9 ГОСТ 11738-84,16,,,,,,,,,,,,,16,80,,10.9,A,,,,,,,False,11738-В-16-80-10.9,16,80,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 80 мм, класс прочности 10.9.",thread_size=16; length_mm=80; strength_class=10.9,10.9,simple
11738-В-16-90-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×90 8.8 ГОСТ 11738-84,16,,,,,,,,,,,,,16,90,,8.8,A,,,,,,,False,11738-В-16-90-8.8,16,90,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 90 мм, класс прочности 8.8.",thread_size=16; length_mm=90; strength_class=8.8,8.8,simple
11738-В-16-90-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M16×90 10.9 ГОСТ 11738-84,16,,,,,,,,,,,,,16,90,,10.9,A,,,,,,,False,11738-В-16-90-10.9,16,90,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M16, длина 90 мм, класс прочности 10.9.",thread_size=16; length_mm=90; strength_class=10.9,10.9,simple
11738-В-20-40-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×40 8.8 ГОСТ 11738-84,20,,,,,,,,,,,,,20,40,,8.8,A,,,,,,,False,11738-В-20-40-8.8,20,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 40 мм, класс прочности 8.8.",thread_size=20; length_mm=40; strength_class=8.8,8.8,simple
