sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_wall_branch,dim_gost_designation,description,attributes,dim_outer_d_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass
гост-17376-2001-2-40-45-4---8-12х18н10тP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 45х4/— 12Х18Н10Т ГОСТ 17376-2001,40,40,45,4,,—,,,,0.4,12Х18Н10Т,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,12Х18Н10Т,,,45х4,True,гост-17376-2001-2-40-45-4---8,2,—,45х4,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х4 мм. Исполнение 2. Марка стали 12Х18Н10Т. Масса 0.4 кг. Условное обозначение: 45х4.,dn=40; outer_diameter=45; wall_thickness=4; mass_kg=0.4; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; wall_branch=—; gost_designation=45х4; supervised=Да,,,,,
гост-17376-2001-2-40-45-4---8-20,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 45х4/— Ст20 ГОСТ 17376-2001,40,40,45,4,,—,,,,0.4,20,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,20,,,45х4,False,гост-17376-2001-2-40-45-4---8,2,—,45х4,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х4 мм. Исполнение 2. Марка стали 20. Масса 0.4 кг. Условное обозначение: 45х4.,dn=40; outer_diameter=45; wall_thickness=4; mass_kg=0.4; material=20; execution=2; material_grade=20; wall_branch=—; gost_designation=45х4,,,,,
гост-17376-2001-2-40-45-4---8-13хфа,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 45х4/— 13ХФА ГОСТ 17376-2001,40,40,45,4,,—,,,,0.4,13ХФА,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,13ХФА,,,45х4,False,гост-17376-2001-2-40-45-4---8,2,—,45х4,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х4 мм. Исполнение 2. Марка стали 13ХФА. Масса 0.4 кг. Условное обозначение: 45х4.,dn=40; outer_diameter=45; wall_thickness=4; mass_kg=0.4; material=13ХФА; execution=2; material_grade=13ХФА; wall_branch=—; gost_designation=45х4,,,,,
гост-17376-2001-2-40-45-4---8-17г1с,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 45х4/— 17Г1С ГОСТ 17376-2001,40,40,45,4,,—,,,,0.4,17Г1С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,17Г1С,,,45х4,False,гост-17376-2001-2-40-45-4---8,2,—,45х4,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х4 мм. Исполнение 2. Марка стали 17Г1С. Масса 0.4 кг. Условное обозначение: 45х4.,dn=40; outer_diameter=45; wall_thickness=4; mass_kg=0.4; material=17Г1С; execution=2; material_grade=17Г1С; wall_branch=—; gost_designation=45х4,,,,,
гост-17376-2001-2-40-45-4---8-17г1сP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 45х4/— 17Г1С ГОСТ 17376-2001,40,40,45,4,,—,,,,0.4,17Г1С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,17Г1С,,,45х4,True,гост-17376-2001-2-40-45-4---8,2,—,45х4,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х4 мм. Исполнение 2. Марка стали 17Г1С. Масса 0.4 кг. Условное обозначение: 45х4.,dn=40; outer_diameter=45; wall_thickness=4; mass_kg=0.4; material=17Г1С; execution=2; material_grade=17Г1С; wall_branch=—; gost_designation=45х4; supervised=Да,,,,,
гост-17376-2001-2-40-45-5---8-09г2с,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 45х5/— 09Г2С ГОСТ 17376-2001,40,40,45,5,,—,,,,0.4,09Г2С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,09Г2С,,,45х5,False,гост-17376-2001-2-40-45-5---8,2,—,45х5,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х5 мм. Исполнение 2. Марка стали 09Г2С. Масса 0.4 кг. Условное обозначение: 45х5.,dn=40; outer_diameter=45; wall_thickness=5; mass_kg=0.4; material=09Г2С; execution=2; material_grade=09Г2С; wall_branch=—; gost_designation=45х5,,,,,
гост-17376-2001-2-40-45-5---8-09г2сP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 45х5/— 09Г2С ГОСТ 17376-2001,40,40,45,5,,—,,,,0.4,09Г2С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,09Г2С,,,45х5,True,гост-17376-2001-2-40-45-5---8,2,—,45х5,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х5 мм. Исполнение 2. Марка стали 09Г2С. Масса 0.4 кг. Условное обозначение: 45х5.,dn=40; outer_diameter=45; wall_thickness=5; mass_kg=0.4; material=09Г2С; execution=2; material_grade=09Г2С; wall_branch=—; gost_designation=45х5; supervised=Да,,,,,
гост-17376-2001-2-40-45-5---8-12х18н10т,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 45х5/— 12Х18Н10Т ГОСТ 17376-2001,40,40,45,5,,—,,,,0.4,12Х18Н10Т,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,12Х18Н10Т,,,45х5,False,гост-17376-2001-2-40-45-5---8,2,—,45х5,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х5 мм. Исполнение 2. Марка стали 12Х18Н10Т. Масса 0.4 кг. Условное обозначение: 45х5.,dn=40; outer_diameter=45; wall_thickness=5; mass_kg=0.4; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; wall_branch=—; gost_designation=45х5,,,,,
гост-17376-2001-2-40-45-5---8-12х18н10тP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 45х5/— 12Х18Н10Т ГОСТ 17376-2001,40,40,45,5,,—,,,,0.4,12Х18Н10Т,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,12Х18Н10Т,,,45х5,True,гост-17376-2001-2-40-45-5---8,2,—,45х5,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х5 мм. Исполнение 2. Марка стали 12Х18Н10Т. Масса 0.4 кг. Условное обозначение: 45х5.,dn=40; outer_diameter=45; wall_thickness=5; mass_kg=0.4; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; wall_branch=—; gost_designation=45х5; supervised=Да,,,,,
гост-17376-2001-2-40-45-5---8-20,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 45х5/— Ст20 ГОСТ 17376-2001,40,40,45,5,,—,,,,0.4,20,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,20,,,45х5,False,гост-17376-2001-2-40-45-5---8,2,—,45х5,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х5 мм. Исполнение 2. Марка стали 20. Масса 0.4 кг. Условное обозначение: 45х5.,dn=40; outer_diameter=45; wall_thickness=5; mass_kg=0.4; material=20; execution=2; material_grade=20; wall_branch=—; gost_designation=45х5,,,,,
гост-17376-2001-2-40-45-5---8-13хфа,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 45х5/— 13ХФА ГОСТ 17376-2001,40,40,45,5,,—,,,,0.4,13ХФА,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,13ХФА,,,45х5,False,гост-17376-2001-2-40-45-5---8,2,—,45х5,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х5 мм. Исполнение 2. Марка стали 13ХФА. Масса 0.4 кг. Условное обозначение: 45х5.,dn=40; outer_diameter=45; wall_thickness=5; mass_kg=0.4; material=13ХФА; execution=2; material_grade=13ХФА; wall_branch=—; gost_designation=45х5,,,,,
гост-17376-2001-2-40-45-5---8-17г1с,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 45х5/— 17Г1С ГОСТ 17376-2001,40,40,45,5,,—,,,,0.4,17Г1С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,17Г1С,,,45х5,False,гост-17376-2001-2-40-45-5---8,2,—,45х5,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х5 мм. Исполнение 2. Марка стали 17Г1С. Масса 0.4 кг. Условное обозначение: 45х5.,dn=40; outer_diameter=45; wall_thickness=5; mass_kg=0.4; material=17Г1С; execution=2; material_grade=17Г1С; wall_branch=—; gost_designation=45х5,,,,,
гост-17376-2001-2-40-45-5---8-17г1сP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 45х5/— 17Г1С ГОСТ 17376-2001,40,40,45,5,,—,,,,0.4,17Г1С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,17Г1С,,,45х5,True,гост-17376-2001-2-40-45-5---8,2,—,45х5,Тройник равнопроходный по ГОСТ 17376-2001. Тип: ТР. DN 40. Размеры 45х5 мм. Исполнение 2. Марка стали 17Г1С. Масса 0.4 кг. Условное обозначение: 45х5.,dn=40; outer_diameter=45; wall_thickness=5; mass_kg=0.4; material=17Г1С; execution=2; material_grade=17Г1С; wall_branch=—; gost_designation=45х5; supervised=Да,,,,,
гост-17376-2001-2-50-57-3--45-8-09г2с,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х3-45х2.5 09Г2С ГОСТ 17376-2001,50,40,57,3,45,2.5,,,,0.4,09Г2С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,09Г2С,,,57х3-45х2.5,False,гост-17376-2001-2-50-57-3--45-8,2,2.5,57х3-45х2.5,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х3-45х2.5 мм. DN отвода 40. Исполнение 2. Марка стали 09Г2С. Масса 0.4 кг. Условное обозначение: 57х3-45х2.5.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=3; mass_kg=0.4; material=09Г2С; execution=2; material_grade=09Г2С; outer_d_branch=45; wall_branch=2.5; gost_designation=57х3-45х2.5,45,,,,
гост-17376-2001-2-50-57-3--45-8-09г2сP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 57х3-45х2.5 09Г2С ГОСТ 17376-2001,50,40,57,3,45,2.5,,,,0.4,09Г2С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,09Г2С,,,57х3-45х2.5,True,гост-17376-2001-2-50-57-3--45-8,2,2.5,57х3-45х2.5,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х3-45х2.5 мм. DN отвода 40. Исполнение 2. Марка стали 09Г2С. Масса 0.4 кг. Условное обозначение: 57х3-45х2.5.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=3; mass_kg=0.4; material=09Г2С; execution=2; material_grade=09Г2С; outer_d_branch=45; wall_branch=2.5; gost_designation=57х3-45х2.5; supervised=Да,45,,,,
гост-17376-2001-2-50-57-3--45-8-12х18н10т,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х3-45х2.5 12Х18Н10Т ГОСТ 17376-2001,50,40,57,3,45,2.5,,,,0.4,12Х18Н10Т,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,12Х18Н10Т,,,57х3-45х2.5,False,гост-17376-2001-2-50-57-3--45-8,2,2.5,57х3-45х2.5,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х3-45х2.5 мм. DN отвода 40. Исполнение 2. Марка стали 12Х18Н10Т. Масса 0.4 кг. Условное обозначение: 57х3-45х2.5.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=3; mass_kg=0.4; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=45; wall_branch=2.5; gost_designation=57х3-45х2.5,45,,,,
гост-17376-2001-2-50-57-3--45-8-12х18н10тP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 57х3-45х2.5 12Х18Н10Т ГОСТ 17376-2001,50,40,57,3,45,2.5,,,,0.4,12Х18Н10Т,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,12Х18Н10Т,,,57х3-45х2.5,True,гост-17376-2001-2-50-57-3--45-8,2,2.5,57х3-45х2.5,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х3-45х2.5 мм. DN отвода 40. Исполнение 2. Марка стали 12Х18Н10Т. Масса 0.4 кг. Условное обозначение: 57х3-45х2.5.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=3; mass_kg=0.4; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=45; wall_branch=2.5; gost_designation=57х3-45х2.5; supervised=Да,45,,,,
гост-17376-2001-2-50-57-3--45-8-20,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х3-45х2.5 Ст20 ГОСТ 17376-2001,50,40,57,3,45,2.5,,,,0.4,20,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,20,,,57х3-45х2.5,False,гост-17376-2001-2-50-57-3--45-8,2,2.5,57х3-45х2.5,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х3-45х2.5 мм. DN отвода 40. Исполнение 2. Марка стали 20. Масса 0.4 кг. Условное обозначение: 57х3-45х2.5.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=3; mass_kg=0.4; material=20; execution=2; material_grade=20; outer_d_branch=45; wall_branch=2.5; gost_designation=57х3-45х2.5,45,,,,
гост-17376-2001-2-50-57-3--45-8-13хфа,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х3-45х2.5 13ХФА ГОСТ 17376-2001,50,40,57,3,45,2.5,,,,0.4,13ХФА,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,13ХФА,,,57х3-45х2.5,False,гост-17376-2001-2-50-57-3--45-8,2,2.5,57х3-45х2.5,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х3-45х2.5 мм. DN отвода 40. Исполнение 2. Марка стали 13ХФА. Масса 0.4 кг. Условное обозначение: 57х3-45х2.5.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=3; mass_kg=0.4; material=13ХФА; execution=2; material_grade=13ХФА; outer_d_branch=45; wall_branch=2.5; gost_designation=57х3-45х2.5,45,,,,
гост-17376-2001-2-50-57-3--45-8-17г1с,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х3-45х2.5 17Г1С ГОСТ 17376-2001,50,40,57,3,45,2.5,,,,0.4,17Г1С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,17Г1С,,,57х3-45х2.5,False,гост-17376-2001-2-50-57-3--45-8,2,2.5,57х3-45х2.5,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х3-45х2.5 мм. DN отвода 40. Исполнение 2. Марка стали 17Г1С. Масса 0.4 кг. Условное обозначение: 57х3-45х2.5.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=3; mass_kg=0.4; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=45; wall_branch=2.5; gost_designation=57х3-45х2.5,45,,,,
гост-17376-2001-2-50-57-3--45-8-17г1сP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 57х3-45х2.5 17Г1С ГОСТ 17376-2001,50,40,57,3,45,2.5,,,,0.4,17Г1С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,17Г1С,,,57х3-45х2.5,True,гост-17376-2001-2-50-57-3--45-8,2,2.5,57х3-45х2.5,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х3-45х2.5 мм. DN отвода 40. Исполнение 2. Марка стали 17Г1С. Масса 0.4 кг. Условное обозначение: 57х3-45х2.5.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=3; mass_kg=0.4; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=45; wall_branch=2.5; gost_designation=57х3-45х2.5; supervised=Да,45,,,,
гост-17376-2001-2-50-57-4--45-8-09г2с,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х4-45х3 09Г2С ГОСТ 17376-2001,50,40,57,4,45,3,,,,0.6,09Г2С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,09Г2С,,,57х4-45х3,False,гост-17376-2001-2-50-57-4--45-8,2,3,57х4-45х3,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х4-45х3 мм. DN отвода 40. Исполнение 2. Марка стали 09Г2С. Масса 0.6 кг. Условное обозначение: 57х4-45х3.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; mass_kg=0.6; material=09Г2С; execution=2; material_grade=09Г2С; outer_d_branch=45; wall_branch=3; gost_designation=57х4-45х3,45,,,,
гост-17376-2001-2-50-57-4--45-8-09г2сP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 57х4-45х3 09Г2С ГОСТ 17376-2001,50,40,57,4,45,3,,,,0.6,09Г2С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,09Г2С,,,57х4-45х3,True,гост-17376-2001-2-50-57-4--45-8,2,3,57х4-45х3,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х4-45х3 мм. DN отвода 40. Исполнение 2. Марка стали 09Г2С. Масса 0.6 кг. Условное обозначение: 57х4-45х3.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; mass_kg=0.6; material=09Г2С; execution=2; material_grade=09Г2С; outer_d_branch=45; wall_branch=3; gost_designation=57х4-45х3; supervised=Да,45,,,,
гост-17376-2001-2-50-57-4--45-8-12х18н10т,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х4-45х3 12Х18Н10Т ГОСТ 17376-2001,50,40,57,4,45,3,,,,0.6,12Х18Н10Т,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,12Х18Н10Т,,,57х4-45х3,False,гост-17376-2001-2-50-57-4--45-8,2,3,57х4-45х3,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х4-45х3 мм. DN отвода 40. Исполнение 2. Марка стали 12Х18Н10Т. Масса 0.6 кг. Условное обозначение: 57х4-45х3.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; mass_kg=0.6; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=45; wall_branch=3; gost_designation=57х4-45х3,45,,,,
гост-17376-2001-2-50-57-4--45-8-12х18н10тP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 57х4-45х3 12Х18Н10Т ГОСТ 17376-2001,50,40,57,4,45,3,,,,0.6,12Х18Н10Т,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,12Х18Н10Т,,,57х4-45х3,True,гост-17376-2001-2-50-57-4--45-8,2,3,57х4-45х3,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х4-45х3 мм. DN отвода 40. Исполнение 2. Марка стали 12Х18Н10Т. Масса 0.6 кг. Условное обозначение: 57х4-45х3.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; mass_kg=0.6; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=45; wall_branch=3; gost_designation=57х4-45х3; supervised=Да,45,,,,
гост-17376-2001-2-50-57-4--45-8-20,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х4-45х3 Ст20 ГОСТ 17376-2001,50,40,57,4,45,3,,,,0.6,20,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,20,,,57х4-45х3,False,гост-17376-2001-2-50-57-4--45-8,2,3,57х4-45х3,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х4-45х3 мм. DN отвода 40. Исполнение 2. Марка стали 20. Масса 0.6 кг. Условное обозначение: 57х4-45х3.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; mass_kg=0.6; material=20; execution=2; material_grade=20; outer_d_branch=45; wall_branch=3; gost_designation=57х4-45х3,45,,,,
гост-17376-2001-2-50-57-4--45-8-13хфа,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х4-45х3 13ХФА ГОСТ 17376-2001,50,40,57,4,45,3,,,,0.6,13ХФА,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,13ХФА,,,57х4-45х3,False,гост-17376-2001-2-50-57-4--45-8,2,3,57х4-45х3,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х4-45х3 мм. DN отвода 40. Исполнение 2. Марка стали 13ХФА. Масса 0.6 кг. Условное обозначение: 57х4-45х3.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; mass_kg=0.6; material=13ХФА; execution=2; material_grade=13ХФА; outer_d_branch=45; wall_branch=3; gost_designation=57х4-45х3,45,,,,
гост-17376-2001-2-50-57-4--45-8-17г1с,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х4-45х3 17Г1С ГОСТ 17376-2001,50,40,57,4,45,3,,,,0.6,17Г1С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,17Г1С,,,57х4-45х3,False,гост-17376-2001-2-50-57-4--45-8,2,3,57х4-45х3,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х4-45х3 мм. DN отвода 40. Исполнение 2. Марка стали 17Г1С. Масса 0.6 кг. Условное обозначение: 57х4-45х3.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; mass_kg=0.6; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=45; wall_branch=3; gost_designation=57х4-45х3,45,,,,
гост-17376-2001-2-50-57-4--45-8-17г1сP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 57х4-45х3 17Г1С ГОСТ 17376-2001,50,40,57,4,45,3,,,,0.6,17Г1С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,17Г1С,,,57х4-45х3,True,гост-17376-2001-2-50-57-4--45-8,2,3,57х4-45х3,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х4-45х3 мм. DN отвода 40. Исполнение 2. Марка стали 17Г1С. Масса 0.6 кг. Условное обозначение: 57х4-45х3.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; mass_kg=0.6; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=45; wall_branch=3; gost_designation=57х4-45х3; supervised=Да,45,,,,
гост-17376-2001-2-50-57-5--45-8-09г2с,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х5-45х4 09Г2С ГОСТ 17376-2001,50,40,57,5,45,4,,,,0.7,09Г2С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,09Г2С,,,57х5-45х4,False,гост-17376-2001-2-50-57-5--45-8,2,4,57х5-45х4,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х5-45х4 мм. DN отвода 40. Исполнение 2. Марка стали 09Г2С. Масса 0.7 кг. Условное обозначение: 57х5-45х4.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=5; mass_kg=0.7; material=09Г2С; execution=2; material_grade=09Г2С; outer_d_branch=45; wall_branch=4; gost_designation=57х5-45х4,45,,,,
гост-17376-2001-2-50-57-5--45-8-09г2сP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 57х5-45х4 09Г2С ГОСТ 17376-2001,50,40,57,5,45,4,,,,0.7,09Г2С,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,09Г2С,,,57х5-45х4,True,гост-17376-2001-2-50-57-5--45-8,2,4,57х5-45х4,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х5-45х4 мм. DN отвода 40. Исполнение 2. Марка стали 09Г2С. Масса 0.7 кг. Условное обозначение: 57х5-45х4.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=5; mass_kg=0.7; material=09Г2С; execution=2; material_grade=09Г2С; outer_d_branch=45; wall_branch=4; gost_designation=57х5-45х4; supervised=Да,45,,,,
гост-17376-2001-2-50-57-5--45-8-12х18н10т,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник 57х5-45х4 12Х18Н10Т ГОСТ 17376-2001,50,40,57,5,45,4,,,,0.7,12Х18Н10Т,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,12Х18Н10Т,,,57х5-45х4,False,гост-17376-2001-2-50-57-5--45-8,2,4,57х5-45х4,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х5-45х4 мм. DN отвода 40. Исполнение 2. Марка стали 12Х18Н10Т. Масса 0.7 кг. Условное обозначение: 57х5-45х4.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=5; mass_kg=0.7; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=45; wall_branch=4; gost_designation=57х5-45х4,45,,,,
гост-17376-2001-2-50-57-5--45-8-12х18н10тP,ГОСТ 17376-2001,ГОСТ 17376-2001,тройники,Тройники,ТР,Тройник П 57х5-45х4 12Х18Н10Т ГОСТ 17376-2001,50,40,57,5,45,4,,,,0.7,12Х18Н10Т,8,pdf/отводы/ГОСТ_17376_2001.pdf,,,,,,2,,12Х18Н10Т,,,57х5-45х4,True,гост-17376-2001-2-50-57-5--45-8,2,4,57х5-45х4,Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 50. Размеры 57х5-45х4 мм. DN отвода 40. Исполнение 2. Марка стали 12Х18Н10Т. Масса 0.7 кг. Условное обозначение: 57х5-45х4.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=5; mass_kg=0.7; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=45; wall_branch=4; gost_designation=57х5-45х4; supervised=Да,45,,,,
