sku,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,angle,radius,pn,mass_kg,material,material_grade,execution,gost_designation,normative_key,pdf_path,standard_page,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,coating,washer_type,nominal_d_mm,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,description,attributes,dim_w_mm,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_outer_d_branch,dim_length,dim_with_support,dim_support_d,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,equal_pass,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock
ост-34-42-674-1984-50-12-50-15-15-57-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 50х15-57х3 исп. 12 Ст20 ОСТ 34-42-674-1984,50,15,50,15,57,3,,,,1.00,20,20,12,50х15-57х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-50-12-50-15-15-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-674-1984-50-13-50-20-20-57-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 50х20-57х3 исп. 13 Ст20 ОСТ 34-42-674-1984,50,20,50,20,57,3,,,,1.12,20,20,13,50х20-57х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-50-13-50-20-20-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-674-1984-50-14-50-25-25-57-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 50х25-57х3 исп. 14 Ст20 ОСТ 34-42-674-1984,50,25,50,25,57,3,,,,1.28,20,20,14,50х25-57х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-50-14-50-25-25-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-674-1984-50-15-50-32-32-57-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 50х32-57х3 исп. 15 Ст20 ОСТ 34-42-674-1984,50,32,50,32,57,3,,,,1.62,20,20,15,50х32-57х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-50-15-50-32-32-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-674-1984-65-16-65-10-10-76-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 65х10-76х3 исп. 16 Ст20 ОСТ 34-42-674-1984,65,10,65,10,76,3,,,,1.22,20,20,16,65х10-76х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-65-16-65-10-10-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-674-1984-65-17-65-15-15-76-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 65х15-76х3 исп. 17 Ст20 ОСТ 34-42-674-1984,65,15,65,15,76,3,,,,1.27,20,20,17,65х15-76х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-65-17-65-15-15-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-674-1984-65-18-65-20-20-76-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 65х20-76х3 исп. 18 Ст20 ОСТ 34-42-674-1984,65,20,65,20,76,3,,,,1.4,20,20,18,65х20-76х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-65-18-65-20-20-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-674-1984-65-19-65-25-25-76-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 65х25-76х3 исп. 19 Ст20 ОСТ 34-42-674-1984,65,25,65,25,76,3,,,,1.56,20,20,19,65х25-76х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-65-19-65-25-25-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-674-1984-65-20-65-32-32-76-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 65х32-76х3 исп. 20 Ст20 ОСТ 34-42-674-1984,65,32,65,32,76,3,,,,1.62,20,20,20,65х32-76х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-65-20-65-32-32-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-674-1984-65-21-65-50-50-76-20,ОСТ 34-42-674-1984,тройники,Тройники,ТР,Тройник 65х50-76х3 исп. 21 Ст20 ОСТ 34-42-674-1984,65,50,65,50,76,3,,,,1.78,20,20,21,65х50-76х3,ОСТ 34-42-674-84,,,,,,,,,,,,ост-34-42-674-1984-65-21-65-50-50-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-100-01-108-6-100-108-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 108х6 исп. 01 Ст20 ОСТ 34-42-675-1984,100,100,108,6,108,6,,,,6.58,20,20,01,108х6,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-100-01-108-6-100-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-100-02-108-6-100-108-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 108х6 исп. 02 Ст20 ОСТ 34-42-675-1984,100,100,108,6,108,4,,,,5.86,20,20,02,108х6,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-100-02-108-6-100-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-125-03-133-6-125-133-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 133х6 исп. 03 Ст20 ОСТ 34-42-675-1984,125,125,133,6,133,6,,,,8.71,20,20,03,133х6,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-125-03-133-6-125-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-125-04-133-6-125-133-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 133х6 исп. 04 Ст20 ОСТ 34-42-675-1984,125,125,133,6,133,4,,,,7.78,20,20,04,133х6,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-125-04-133-6-125-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-150-05-159-7-150-159-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 159х7 исп. 05 Ст20 ОСТ 34-42-675-1984,150,150,159,7,159,7,,,,13.4,20,20,05,159х7,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-150-05-159-7-150-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-200-06-219-9-200-219-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 219х9 исп. 06 Ст20 ОСТ 34-42-675-1984,200,200,219,9,219,9,,,,26.65,20,20,06,219х9,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-200-06-219-9-200-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-250-07-273-11-250-273-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 273х11 исп. 07 Ст20 ОСТ 34-42-675-1984,250,250,273,11,273,11,,,,47,20,20,07,273х11,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-250-07-273-11-250-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-300-08-325-13-300-325-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 325х13 исп. 08 Ст20 ОСТ 34-42-675-1984,300,300,325,13,325,13,,,,74.2,20,20,08,325х13,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-300-08-325-13-300-325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-300-09-325-13-300-325-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 325х13 исп. 09 Ст20 ОСТ 34-42-675-1984,300,300,325,13,325,8,,,,63.85,20,20,09,325х13,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-300-09-325-13-300-325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-350-10-377-13-350-377-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 377х13 исп. 10 Ст20 ОСТ 34-42-675-1984,350,350,377,13,377,13,,,,99.8,20,20,10,377х13,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-350-10-377-13-350-377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-350-11-377-13-350-377-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 377х13 исп. 11 Ст20 ОСТ 34-42-675-1984,350,350,377,13,377,9,,,,89.1,20,20,11,377х13,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-350-11-377-13-350-377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-400-12-426-14-400-426-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 426х14 исп. 12 Ст20 ОСТ 34-42-675-1984,400,400,426,14,426,14,,,,132.2,20,20,12,426х14,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-400-12-426-14-400-426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-400-13-426-14-400-426-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 426х14 исп. 13 Ст20 ОСТ 34-42-675-1984,400,400,426,14,426,9,,,,115.3,20,20,13,426х14,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-400-13-426-14-400-426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-500-14-530-18-500-530-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 530х18 исп. 14 Ст20 ОСТ 34-42-675-1984,500,500,530,18,530,9,,,,180,20,20,14,530х18,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-500-14-530-18-500-530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-500-15-530-11-500-530-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 530х11 исп. 15 Ст20 ОСТ 34-42-675-1984,500,500,530,11,530,9,,,,124.5,20,20,15,530х11,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-500-15-530-11-500-530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-600-16-630-18-600-630-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 630х18 исп. 16 Ст20 ОСТ 34-42-675-1984,600,600,630,18,630,11,,,,281.1,20,20,16,630х18,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-600-16-630-18-600-630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-600-17-630-14-600-630-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 630х14 исп. 17 Ст20 ОСТ 34-42-675-1984,600,600,630,14,630,9,,,,222.8,20,20,17,630х14,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-600-17-630-14-600-630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-700-18-720-18-700-720-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 720х18 исп. 18 Ст20 ОСТ 34-42-675-1984,700,700,720,18,720,18,,,,389.9,20,20,18,720х18,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-700-18-720-18-700-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-700-19-720-18-700-720-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 720х18 исп. 19 Ст20 ОСТ 34-42-675-1984,700,700,720,18,720,9,,,,335.1,20,20,19,720х18,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-700-19-720-18-700-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-700-20-720-14-700-720-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 720х14 исп. 20 Ст20 ОСТ 34-42-675-1984,700,700,720,14,720,9,,,,275.2,20,20,20,720х14,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-700-20-720-14-700-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-800-21-820-25-800-820-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 820х25 исп. 21 Ст20 ОСТ 34-42-675-1984,800,800,820,25,820,18,,,,544.6,20,20,21,820х25,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-800-21-820-25-800-820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-800-22-820-18-800-820-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 820х18 исп. 22 Ст20 ОСТ 34-42-675-1984,800,800,820,18,820,9,,,,473.2,20,20,22,820х18,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-800-22-820-18-800-820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-800-23-820-14-800-820-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 820х14 исп. 23 Ст20 ОСТ 34-42-675-1984,800,800,820,14,820,9,,,,339,20,20,23,820х14,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-800-23-820-14-800-820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-900-24-920-25-900-920-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 920х25 исп. 24 Ст20 ОСТ 34-42-675-1984,900,900,920,25,920,18,,,,812.8,20,20,24,920х25,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-900-24-920-25-900-920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-900-25-920-25-900-920-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 920х25 исп. 25 Ст20 ОСТ 34-42-675-1984,900,900,920,25,920,11,,,,737.8,20,20,25,920х25,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-900-25-920-25-900-920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-900-26-920-14-900-920-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 920х14 исп. 26 Ст20 ОСТ 34-42-675-1984,900,900,920,14,920,11,,,,469,20,20,26,920х14,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-900-26-920-14-900-920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1000-27-1020-25-1000-1020-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1020х25 исп. 27 Ст20 ОСТ 34-42-675-1984,1000,1000,1020,25,1020,25,,,,1102,20,20,27,1020х25,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1000-27-1020-25-1000-1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1000-28-1020-25-1000-1020-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1020х25 исп. 28 Ст20 ОСТ 34-42-675-1984,1000,1000,1020,25,1020,11,,,,1003,20,20,28,1020х25,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1000-28-1020-25-1000-1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1000-29-1020-14-1000-1020-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1020х14 исп. 29 Ст20 ОСТ 34-42-675-1984,1000,1000,1020,14,1020,11,,,,587.5,20,20,29,1020х14,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1000-29-1020-14-1000-1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1200-30-1220-25-1200-1220-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1220х25 исп. 30 Ст20 ОСТ 34-42-675-1984,1200,1200,1220,25,1220,14,,,,1286,20,20,30,1220х25,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1200-30-1220-25-1200-1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1200-31-1220-18-1200-1220-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1220х18 исп. 31 Ст20 ОСТ 34-42-675-1984,1200,1200,1220,18,1220,11,,,,949,20,20,31,1220х18,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1200-31-1220-18-1200-1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1400-32-1420-25-1400-1420-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1420х25 исп. 32 Ст20 ОСТ 34-42-675-1984,1400,1400,1420,25,1420,25,,,,1963,20,20,32,1420х25,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1400-32-1420-25-1400-1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1400-33-1420-18-1400-1420-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1420х18 исп. 33 Ст20 ОСТ 34-42-675-1984,1400,1400,1420,18,1420,14,,,,1353,20,20,33,1420х18,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1400-33-1420-18-1400-1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1600-34-1620-25-1600-1620-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1620х25 исп. 34 Ст20 ОСТ 34-42-675-1984,1600,1600,1620,25,1620,25,,,,2344,20,20,34,1620х25,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1600-34-1620-25-1600-1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1600-35-1620-25-1600-1620-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1620х25 исп. 35 Ст20 ОСТ 34-42-675-1984,1600,1600,1620,25,1620,14,,,,2068,20,20,35,1620х25,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1600-35-1620-25-1600-1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-500-36-530-9-500-530-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 530х9 исп. 36 Ст20 ОСТ 34-42-675-1984,500,500,530,9,530,9,,,,104,20,20,36,530х9,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-500-36-530-9-500-530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-600-37-630-9-600-630-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 630х9 исп. 37 Ст20 ОСТ 34-42-675-1984,600,600,630,9,630,9,,,,154.5,20,20,37,630х9,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-600-37-630-9-600-630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-700-38-720-9-700-720-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 720х9 исп. 38 Ст20 ОСТ 34-42-675-1984,700,700,720,9,720,9,,,,192,20,20,38,720х9,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-700-38-720-9-700-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-800-39-820-9-800-820-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 820х9 исп. 39 Ст20 ОСТ 34-42-675-1984,800,800,820,9,820,9,,,,242,20,20,39,820х9,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-800-39-820-9-800-820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
