sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_gost_designation,description,attributes
гост-6533-1978-1-325-325-6---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D325 H81 s6 17Г1С ГОСТ 6533-1978,325,,325,6,,,,6.3,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,325-6,True,гост-6533-1978-1-325-325-6---1,1,81,25,0.17,8.74,325-6,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 6 мм. Площадь внутренней поверхности 0.17 м². Объём 8.74 дм³. Марка стали 17Г1С. Масса 6.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-6.",dn=325; outer_diameter=325; wall_thickness=6; mass_kg=8.4; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=81; h1_mm=25; surface_area_m2=0.17; volume_dm3=8.74; gost_designation=325-6; supervised=Да
гост-6533-1978-1-325-325-8---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s8 09Г2С ГОСТ 6533-1978,325,,325,8,,,,8.3,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,325-8,False,гост-6533-1978-1-325-325-8---1,1,81,25,,8.42,325-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 8 мм. Объём 8.42 дм³. Марка стали 09Г2С. Масса 8.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-8.",dn=325; outer_diameter=325; wall_thickness=8; mass_kg=11; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=81; h1_mm=25; volume_dm3=8.42; gost_designation=325-8
гост-6533-1978-1-325-325-8---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D325 H81 s8 09Г2С ГОСТ 6533-1978,325,,325,8,,,,8.3,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,325-8,True,гост-6533-1978-1-325-325-8---1,1,81,25,,8.42,325-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 8 мм. Объём 8.42 дм³. Марка стали 09Г2С. Масса 8.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-8.",dn=325; outer_diameter=325; wall_thickness=8; mass_kg=11; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=81; h1_mm=25; volume_dm3=8.42; gost_designation=325-8; supervised=Да
гост-6533-1978-1-325-325-8---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s8 12Х18Н10Т ГОСТ 6533-1978,325,,325,8,,,,8.3,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,325-8,False,гост-6533-1978-1-325-325-8---1,1,81,25,,8.42,325-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 8 мм. Объём 8.42 дм³. Марка стали 12Х18Н10Т. Масса 8.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-8.",dn=325; outer_diameter=325; wall_thickness=8; mass_kg=11; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=81; h1_mm=25; volume_dm3=8.42; gost_designation=325-8
гост-6533-1978-1-325-325-8---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D325 H81 s8 12Х18Н10Т ГОСТ 6533-1978,325,,325,8,,,,8.3,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,325-8,True,гост-6533-1978-1-325-325-8---1,1,81,25,,8.42,325-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 8 мм. Объём 8.42 дм³. Марка стали 12Х18Н10Т. Масса 8.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-8.",dn=325; outer_diameter=325; wall_thickness=8; mass_kg=11; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=81; h1_mm=25; volume_dm3=8.42; gost_designation=325-8; supervised=Да
гост-6533-1978-1-325-325-8---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s8 Ст20 ГОСТ 6533-1978,325,,325,8,,,,8.3,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,325-8,False,гост-6533-1978-1-325-325-8---1,1,81,25,,8.42,325-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 8 мм. Объём 8.42 дм³. Марка стали 20. Масса 8.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-8.",dn=325; outer_diameter=325; wall_thickness=8; mass_kg=11; material=20; execution=1; material_grade=20; height_mm=81; h1_mm=25; volume_dm3=8.42; gost_designation=325-8
гост-6533-1978-1-325-325-8---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s8 13ХФА ГОСТ 6533-1978,325,,325,8,,,,8.3,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,325-8,False,гост-6533-1978-1-325-325-8---1,1,81,25,,8.42,325-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 8 мм. Объём 8.42 дм³. Марка стали 13ХФА. Масса 8.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-8.",dn=325; outer_diameter=325; wall_thickness=8; mass_kg=11; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=81; h1_mm=25; volume_dm3=8.42; gost_designation=325-8
гост-6533-1978-1-325-325-8---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s8 17Г1С ГОСТ 6533-1978,325,,325,8,,,,8.3,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,325-8,False,гост-6533-1978-1-325-325-8---1,1,81,25,,8.42,325-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 8 мм. Объём 8.42 дм³. Марка стали 17Г1С. Масса 8.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-8.",dn=325; outer_diameter=325; wall_thickness=8; mass_kg=11; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=81; h1_mm=25; volume_dm3=8.42; gost_designation=325-8
гост-6533-1978-1-325-325-8---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D325 H81 s8 17Г1С ГОСТ 6533-1978,325,,325,8,,,,8.3,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,325-8,True,гост-6533-1978-1-325-325-8---1,1,81,25,,8.42,325-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 8 мм. Объём 8.42 дм³. Марка стали 17Г1С. Масса 8.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-8.",dn=325; outer_diameter=325; wall_thickness=8; mass_kg=11; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=81; h1_mm=25; volume_dm3=8.42; gost_designation=325-8; supervised=Да
гост-6533-1978-1-325-325-10---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s10 09Г2С ГОСТ 6533-1978,325,,325,10,,,,10.3,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,325-10,False,гост-6533-1978-1-325-325-10---1,1,81,25,,8.10,325-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 10 мм. Объём 8.10 дм³. Марка стали 09Г2С. Масса 10.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-10.",dn=325; outer_diameter=325; wall_thickness=10; mass_kg=13.6; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=81; h1_mm=25; volume_dm3=8.10; gost_designation=325-10
гост-6533-1978-1-325-325-10---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D325 H81 s10 09Г2С ГОСТ 6533-1978,325,,325,10,,,,10.3,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,325-10,True,гост-6533-1978-1-325-325-10---1,1,81,25,,8.10,325-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 10 мм. Объём 8.10 дм³. Марка стали 09Г2С. Масса 10.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-10.",dn=325; outer_diameter=325; wall_thickness=10; mass_kg=13.6; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=81; h1_mm=25; volume_dm3=8.10; gost_designation=325-10; supervised=Да
гост-6533-1978-1-325-325-10---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s10 12Х18Н10Т ГОСТ 6533-1978,325,,325,10,,,,10.3,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,325-10,False,гост-6533-1978-1-325-325-10---1,1,81,25,,8.10,325-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 10 мм. Объём 8.10 дм³. Марка стали 12Х18Н10Т. Масса 10.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-10.",dn=325; outer_diameter=325; wall_thickness=10; mass_kg=13.6; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=81; h1_mm=25; volume_dm3=8.10; gost_designation=325-10
гост-6533-1978-1-325-325-10---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D325 H81 s10 12Х18Н10Т ГОСТ 6533-1978,325,,325,10,,,,10.3,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,325-10,True,гост-6533-1978-1-325-325-10---1,1,81,25,,8.10,325-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 10 мм. Объём 8.10 дм³. Марка стали 12Х18Н10Т. Масса 10.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-10.",dn=325; outer_diameter=325; wall_thickness=10; mass_kg=13.6; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=81; h1_mm=25; volume_dm3=8.10; gost_designation=325-10; supervised=Да
гост-6533-1978-1-325-325-10---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s10 Ст20 ГОСТ 6533-1978,325,,325,10,,,,10.3,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,325-10,False,гост-6533-1978-1-325-325-10---1,1,81,25,,8.10,325-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 10 мм. Объём 8.10 дм³. Марка стали 20. Масса 10.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-10.",dn=325; outer_diameter=325; wall_thickness=10; mass_kg=13.6; material=20; execution=1; material_grade=20; height_mm=81; h1_mm=25; volume_dm3=8.10; gost_designation=325-10
гост-6533-1978-1-325-325-10---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s10 13ХФА ГОСТ 6533-1978,325,,325,10,,,,10.3,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,325-10,False,гост-6533-1978-1-325-325-10---1,1,81,25,,8.10,325-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 10 мм. Объём 8.10 дм³. Марка стали 13ХФА. Масса 10.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-10.",dn=325; outer_diameter=325; wall_thickness=10; mass_kg=13.6; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=81; h1_mm=25; volume_dm3=8.10; gost_designation=325-10
гост-6533-1978-1-325-325-10---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D325 H81 s10 17Г1С ГОСТ 6533-1978,325,,325,10,,,,10.3,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,325-10,False,гост-6533-1978-1-325-325-10---1,1,81,25,,8.10,325-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 10 мм. Объём 8.10 дм³. Марка стали 17Г1С. Масса 10.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-10.",dn=325; outer_diameter=325; wall_thickness=10; mass_kg=13.6; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=81; h1_mm=25; volume_dm3=8.10; gost_designation=325-10
гост-6533-1978-1-325-325-10---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D325 H81 s10 17Г1С ГОСТ 6533-1978,325,,325,10,,,,10.3,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,325-10,True,гост-6533-1978-1-325-325-10---1,1,81,25,,8.10,325-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 10 мм. Объём 8.10 дм³. Марка стали 17Г1С. Масса 10.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-10.",dn=325; outer_diameter=325; wall_thickness=10; mass_kg=13.6; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=81; h1_mm=25; volume_dm3=8.10; gost_designation=325-10; supervised=Да
гост-6533-1978-1-377-377-12---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D377 H94 s12 09Г2С ГОСТ 6533-1978,377,,377,12,,,,16.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,377-12,False,гост-6533-1978-1-377-377-12---1,1,94,25,0.16,7.79,377-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 12 мм. Площадь внутренней поверхности 0.16 м². Объём 7.79 дм³. Марка стали 09Г2С. Масса 16.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-12.",dn=377; outer_diameter=377; wall_thickness=12; mass_kg=16.1; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=94; h1_mm=25; surface_area_m2=0.16; volume_dm3=7.79; gost_designation=377-12
гост-6533-1978-1-377-377-12---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D377 H94 s12 09Г2С ГОСТ 6533-1978,377,,377,12,,,,16.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,377-12,True,гост-6533-1978-1-377-377-12---1,1,94,25,0.16,7.79,377-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 12 мм. Площадь внутренней поверхности 0.16 м². Объём 7.79 дм³. Марка стали 09Г2С. Масса 16.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-12.",dn=377; outer_diameter=377; wall_thickness=12; mass_kg=16.1; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=94; h1_mm=25; surface_area_m2=0.16; volume_dm3=7.79; gost_designation=377-12; supervised=Да
гост-6533-1978-1-377-377-12---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D377 H94 s12 12Х18Н10Т ГОСТ 6533-1978,377,,377,12,,,,16.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,377-12,False,гост-6533-1978-1-377-377-12---1,1,94,25,0.16,7.79,377-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 12 мм. Площадь внутренней поверхности 0.16 м². Объём 7.79 дм³. Марка стали 12Х18Н10Т. Масса 16.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-12.",dn=377; outer_diameter=377; wall_thickness=12; mass_kg=16.1; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=94; h1_mm=25; surface_area_m2=0.16; volume_dm3=7.79; gost_designation=377-12
гост-6533-1978-1-377-377-12---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D377 H94 s12 12Х18Н10Т ГОСТ 6533-1978,377,,377,12,,,,16.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,377-12,True,гост-6533-1978-1-377-377-12---1,1,94,25,0.16,7.79,377-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 12 мм. Площадь внутренней поверхности 0.16 м². Объём 7.79 дм³. Марка стали 12Х18Н10Т. Масса 16.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-12.",dn=377; outer_diameter=377; wall_thickness=12; mass_kg=16.1; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=94; h1_mm=25; surface_area_m2=0.16; volume_dm3=7.79; gost_designation=377-12; supervised=Да
гост-6533-1978-1-377-377-12---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D377 H94 s12 Ст20 ГОСТ 6533-1978,377,,377,12,,,,16.1,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,377-12,False,гост-6533-1978-1-377-377-12---1,1,94,25,0.16,7.79,377-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 12 мм. Площадь внутренней поверхности 0.16 м². Объём 7.79 дм³. Марка стали 20. Масса 16.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-12.",dn=377; outer_diameter=377; wall_thickness=12; mass_kg=16.1; material=20; execution=1; material_grade=20; height_mm=94; h1_mm=25; surface_area_m2=0.16; volume_dm3=7.79; gost_designation=377-12
гост-6533-1978-1-377-377-12---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D377 H94 s12 13ХФА ГОСТ 6533-1978,377,,377,12,,,,16.1,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,377-12,False,гост-6533-1978-1-377-377-12---1,1,94,25,0.16,7.79,377-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 12 мм. Площадь внутренней поверхности 0.16 м². Объём 7.79 дм³. Марка стали 13ХФА. Масса 16.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-12.",dn=377; outer_diameter=377; wall_thickness=12; mass_kg=16.1; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=94; h1_mm=25; surface_area_m2=0.16; volume_dm3=7.79; gost_designation=377-12
гост-6533-1978-1-377-377-12---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D377 H94 s12 17Г1С ГОСТ 6533-1978,377,,377,12,,,,16.1,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,377-12,False,гост-6533-1978-1-377-377-12---1,1,94,25,0.16,7.79,377-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 12 мм. Площадь внутренней поверхности 0.16 м². Объём 7.79 дм³. Марка стали 17Г1С. Масса 16.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-12.",dn=377; outer_diameter=377; wall_thickness=12; mass_kg=16.1; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=94; h1_mm=25; surface_area_m2=0.16; volume_dm3=7.79; gost_designation=377-12
гост-6533-1978-1-377-377-12---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D377 H94 s12 17Г1С ГОСТ 6533-1978,377,,377,12,,,,16.1,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,377-12,True,гост-6533-1978-1-377-377-12---1,1,94,25,0.16,7.79,377-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 12 мм. Площадь внутренней поверхности 0.16 м². Объём 7.79 дм³. Марка стали 17Г1С. Масса 16.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-12.",dn=377; outer_diameter=377; wall_thickness=12; mass_kg=16.1; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=94; h1_mm=25; surface_area_m2=0.16; volume_dm3=7.79; gost_designation=377-12; supervised=Да
гост-6533-1978-1-377-377-14---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D377 H94 s14 09Г2С ГОСТ 6533-1978,377,,377,14,,,,18.6,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,377-14,False,гост-6533-1978-1-377-377-14---1,1,94,25,,7.50,377-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 14 мм. Объём 7.50 дм³. Марка стали 09Г2С. Масса 18.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-14.",dn=377; outer_diameter=377; wall_thickness=14; mass_kg=18.6; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=94; h1_mm=25; volume_dm3=7.50; gost_designation=377-14
гост-6533-1978-1-377-377-14---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D377 H94 s14 09Г2С ГОСТ 6533-1978,377,,377,14,,,,18.6,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,377-14,True,гост-6533-1978-1-377-377-14---1,1,94,25,,7.50,377-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 14 мм. Объём 7.50 дм³. Марка стали 09Г2С. Масса 18.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-14.",dn=377; outer_diameter=377; wall_thickness=14; mass_kg=18.6; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=94; h1_mm=25; volume_dm3=7.50; gost_designation=377-14; supervised=Да
гост-6533-1978-1-377-377-14---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D377 H94 s14 12Х18Н10Т ГОСТ 6533-1978,377,,377,14,,,,18.6,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,377-14,False,гост-6533-1978-1-377-377-14---1,1,94,25,,7.50,377-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 14 мм. Объём 7.50 дм³. Марка стали 12Х18Н10Т. Масса 18.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-14.",dn=377; outer_diameter=377; wall_thickness=14; mass_kg=18.6; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=94; h1_mm=25; volume_dm3=7.50; gost_designation=377-14
гост-6533-1978-1-377-377-14---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D377 H94 s14 12Х18Н10Т ГОСТ 6533-1978,377,,377,14,,,,18.6,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,377-14,True,гост-6533-1978-1-377-377-14---1,1,94,25,,7.50,377-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 377 мм. Высота эллиптической части H 94 мм. Высота борта h1 25 мм. Толщина стенки s 14 мм. Объём 7.50 дм³. Марка стали 12Х18Н10Т. Масса 18.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 377-14.",dn=377; outer_diameter=377; wall_thickness=14; mass_kg=18.6; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=94; h1_mm=25; volume_dm3=7.50; gost_designation=377-14; supervised=Да
