description;cnt;example
Отвод по ОСТ 24.125.35-1989. Угол 60°. DN 150. Наружный диаметр 159 мм. Толщина стенки 7 мм. Исполнение 15. PN 5.89 МПа. 5.89. Марка стали ст.20. Масса 14.2 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-60-159h7-r175-isp-15-st-20-ost-24-125-35-1989/
Отвод по ОСТ 24.125.35-1989. Угол 45°. DN 150. Наружный диаметр 159 мм. Толщина стенки 7 мм. Исполнение 14. PN 5.89 МПа. 5.89. Марка стали ст.20. Масса 10.7 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-45-159h7-r175-isp-14-st-20-ost-24-125-35-1989/
Отвод по ОСТ 24.125.35-1989. Угол 30°. DN 600. Наружный диаметр 630 мм. Толщина стенки 25 мм. Исполнение 04. PN 8.44 МПа. 8.44. Марка стали ст.20. Масса 454 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-30-630h25-r850-isp-04-st-20-ost-24-125-35-1989/
Отвод по ОСТ 24.125.33-1989. Угол 90°. DN 200. Наружный диаметр 219 мм. Толщина стенки 9 мм. Исполнение 90. PN 5.89 МПа. 5.89. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-219h9-r1000-isp-90-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.33-1989. Угол 60°. DN 200. Наружный диаметр 219 мм. Толщина стенки 13 мм. Исполнение 59. PN 8.44 МПа. 8.44. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-219h13-r1000-isp-59-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.33-1989. Угол 45°. DN 200. Наружный диаметр 219 мм. Толщина стенки 9 мм. Исполнение 88. PN 5.89 МПа. 5.89. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-219h9-r1000-isp-88-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.33-1989. Угол 30°. DN 200. Наружный диаметр 219 мм. Толщина стенки 13 мм. Исполнение 57. PN 8.44 МПа. 8.44. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-30-219h13-r1000-isp-57-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.33-1989. Угол 15°. DN 200. Наружный диаметр 219 мм. Толщина стенки 9 мм. Исполнение 86. PN 5.89 МПа. 5.89. Марка стали ст.20. Масса 86 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-15-219h9-r1000-isp-86-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.32-1989. Угол 90°. DN 50. Наружный диаметр 57 мм. Толщина стенки 4 мм. Исполнение 25. PN 11.77 МПа. 11.77. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-57h4-r300-isp-25-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.32-1989. Угол 60°. DN 50. Наружный диаметр 57 мм. Толщина стенки 4 мм. Исполнение 24. PN 11.77 МПа. 11.77. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-57h4-r300-isp-24-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.32-1989. Угол 45°. DN 65. Наружный диаметр 76 мм. Толщина стенки 4 мм. Исполнение 33. PN 5.89 МПа. 5.89. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-76h4-r300-isp-33-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.32-1989. Угол 30°. DN 65. Наружный диаметр 76 мм. Толщина стенки 4 мм. Исполнение 32. PN 5.89 МПа. 5.89. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-30-76h4-r300-isp-32-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.32-1989. Угол 15°. DN 50. Наружный диаметр 57 мм. Толщина стенки 4 мм. Исполнение 21. PN 11.77 МПа. 11.77. Марка стали ст.20. Масса 21 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-15-57h4-r300-isp-21-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.04-1989. Угол 90°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 70. PN 3.92 МПа. 3.92. развёртка 746 мм. Марка стали…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-159h6-5-r475-isp-70-08h18n10t-ost-24-125-04-1989/
Отвод по ОСТ 24.125.04-1989. Угол 60°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 69. PN 3.92 МПа. 3.92. развёртка 497 мм. Марка стали…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-159h6-5-r475-isp-69-08h18n10t-ost-24-125-04-1989/
Отвод по ОСТ 24.125.04-1989. Угол 45°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 68. PN 3.92 МПа. 3.92. развёртка 373 мм. Марка стали…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-159h6-5-r475-isp-68-08h18n10t-ost-24-125-04-1989/
Отвод по ОСТ 24.125.04-1989. Угол 30°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 67. PN 3.92 МПа. 3.92. развёртка 249 мм. Марка стали…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-30-159h6-5-r475-isp-67-08h18n10t-ost-24-125-04-1989/
Отвод по ОСТ 24.125.04-1989. Угол 15°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 91. PN 3.92 МПа. 3.92. развёртка 79 мм. Марка стали…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-15-159h6-5-r300-isp-91-08h18n10t-ost-24-125-04-1989/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 90°. DN 300. Наружный диаметр 323.9 мм. Толщина стенки 10 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-323-9h10-isp-1-gost-30753-2001/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 10 мм. Исполнение…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-273h10-gost-30753-2001/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 60°. DN 300. Наружный диаметр 323.9 мм. Толщина стенки 10 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-323-9h10-isp-1-gost-30753-2001/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 10 мм. Исполнение…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-273h10-gost-30753-2001/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 45°. DN 300. Наружный диаметр 323.9 мм. Толщина стенки 10 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-323-9h10-isp-1-gost-30753-2001/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 45°. DN 250. Наружный диаметр 273 мм. Толщина стенки 10 мм. Исполнение…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-273h10-gost-30753-2001/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 180°. DN 300. Наружный диаметр 323.9 мм. Толщина стенки 10 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-180-323-9h10-isp-1-gost-30753-2001/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 180°. DN 250. Наружный диаметр 273 мм. Толщина стенки 10 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-180-273h10-gost-30753-2001/
Отвод по ГОСТ 22793-1983. Угол 90°. DN 50. Наружный диаметр 76 мм. Толщина стенки 9 мм. Исполнение 1. PN 20 МПа. Температура -50…+510. Марка стали 20. Масса…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-90-76h9-isp-1-gost-22793-1983/
Отвод по ГОСТ 22793-1983. Угол 60°. DN 50. Наружный диаметр 76 мм. Толщина стенки 9 мм. Исполнение 1. PN 20 МПа. Температура -50…+510. Марка стали 20. Масса…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-60-76h9-isp-1-gost-22793-1983/
Отвод по ГОСТ 22793-1983. Угол 45°. DN 65. Наружный диаметр 127 мм. Толщина стенки 28 мм. Исполнение 4. PN 63 МПа. Температура -50…+510. Марка стали 09Г2С…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-45-127h28-isp-4-gost-22793-1983/
Отвод по ГОСТ 22793-1983. Угол 30°. DN 65. Наружный диаметр 127 мм. Толщина стенки 28 мм. Исполнение 4. PN 63 МПа. Температура -50…+510. Марка стали 09Г2С…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-30-127h28-isp-4-gost-22793-1983/
Отвод по ГОСТ 22793-1983. Угол 15°. DN 65. Наружный диаметр 102 мм. Толщина стенки 16 мм. Исполнение 2. PN 32 МПа. Температура -50…+510. Марка стали 20. Масса…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-15-102h16-isp-2-gost-22793-1983/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 10 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-273h10-gost-17375-2001/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 200. Наружный диаметр 219.1 мм. Толщина стенки 8 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-219-1h8-isp-1-gost-17375-2001/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 10 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-273h10-gost-17375-2001/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 45°. DN 250. Наружный диаметр 273 мм. Толщина стенки 10 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-273h10-gost-17375-2001/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 45°. DN 200. Наружный диаметр 219.1 мм. Толщина стенки 8 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-219-1h8-isp-1-gost-17375-2001/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 180°. DN 250. Наружный диаметр 273 мм. Толщина стенки 10 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-180-273h10-gost-17375-2001/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 180°. DN 200. Наружный диаметр 219.1 мм. Толщина стенки 6.3 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-180-219-1h6-3-isp-1-gost-17375-2001/
ОСТ 34-10-511-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Страница 2.;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-511-1990/page/2/
ОСТ 34-10-511-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика».;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-511-1990/
ОСТ 34-10-432-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика».;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-432-1990/
Крепёж по ГОСТ 9066-1975. Резьба M24. Длина 650 мм.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shpilki/seriya/gost-9066-1970/
Крепёж по ГОСТ 9064-1975. Резьба M60.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m60-gost-9064-75/
Крепёж по ГОСТ 7808-1970. Резьба M20. Длина 105 мм. Класс прочности 10.9.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m20h105-10-9-gost-7808-70/
Крепёж по ГОСТ 7795-1970. Резьба M22. Длина 32 мм. Класс прочности 10.9.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m22h32-10-9-gost-7795-70/
Крепёж по ГОСТ 6402-1970. Резьба M8.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-8-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-1970. Резьба M5.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-5-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-1970. Резьба M48.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-48-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-1970. Резьба M45.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-45-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-1970. Резьба M42.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-42-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-1970. Резьба M39.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-39-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-1970. Резьба M33.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-33-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-1970. Резьба M3.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-3-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-1970. Резьба M2.5.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-2-5-tip-l-gost-6402-70/
Крепёж по ГОСТ 5929-1970. Резьба M12.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m12-gost-5929-70/
Крепёж по ГОСТ 5927-1970. Резьба M12.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m12-gost-5927-70/
Крепёж по ГОСТ 5916-1970. Резьба M12.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m12-gost-5916-70/
Крепёж по ГОСТ 5915-1970. Резьба M14.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m14-gost-5915-70/
Крепёж по ГОСТ 22043-1976. Резьба M20. Длина 340 мм. Класс прочности 5.8.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m20h340-5-8-gost-22043-76/
Крепёж по ГОСТ 22032-1976. Резьба M22. Длина 32 мм. Класс прочности 10.9.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m22h32-10-9-gost-22032-76/
Крепёж по ГОСТ 15591-1970. Резьба M262.1. Длина 260 мм. Класс прочности 4.6.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shpilki/seriya/gost-15591-1970/
Крепёж по ГОСТ 15590-1970. Резьба M20. Длина 240 мм. Класс прочности 4.6.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shpilki/seriya/gost-15590-1970/
Крепёж по ГОСТ 11371-1978. Резьба M22.0.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/seriya/gost-11371-1978/
Крепёж по ГОСТ 10607-1994. Резьба M90. Класс прочности 8.8.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m90-8-8-gost-10607-94/
Крепёж по ГОСТ 10605-1994. Резьба M90. Класс прочности 8.8.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m90-8-8-gost-10605-94/
Крепёж по ГОСТ 10602-1994. Резьба M76. Длина 280 мм. Класс прочности 8.8.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m76h280-8-8-gost-10602-94/
Крепёж по ГОСТ 10494-1980. Резьба M36. Длина 70 мм. Марка стали 20.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shpilki/seriya/gost-10494-1980/
Колено с опорой по ГОСТ 22818-1983. Угол 90°. DN 65. Наружный диаметр 125 мм. Толщина стенки 25 мм. Исполнение 3. PN 50 МПа. Температура -50…+510. L 193 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-s-oporoy-dn-65-isp-3-pn-50-09g2s-gost-22818-1983/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 80. PN 6.3 МПа. Исполнение 30.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-89h5-0-isp-30-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 80. PN 16 МПа. Исполнение 07.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-89h8-0-isp-07-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 80. PN 10 МПа. Исполнение 22.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-89h5-0-isp-22-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 65. PN 6.3 МПа. Исполнение 29.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-76h4-5-isp-29-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 65. PN 16 МПа. Исполнение 06.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-76h7-0-isp-06-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 65. PN 10 МПа. Исполнение 21.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-76h4-5-isp-21-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 50. PN 6.3 МПа. Исполнение 28.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-57h4-0-isp-28-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 50. PN 16 МПа. Исполнение 05.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-57h5-5-isp-05-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 50. PN 10 МПа. Исполнение 20.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-57h4-0-isp-20-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 32. PN 16 МПа. Исполнение 04.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-38h3-5-isp-04-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 300. PN 4.0 МПа. Исполнение 42.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-325h12-isp-42-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 300. PN 16 МПа. Исполнение 18.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-325h16-isp-18-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 300. PN 10 МПа. Исполнение 27.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-325h16-isp-27-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 250. PN 6.3 МПа. Исполнение 35.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-273h11-isp-35-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 250. PN 4.0 МПа. Исполнение 41.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-273h11-isp-41-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 25. PN 16 МПа. Исполнение 03.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-32h3-5-isp-03-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 200. PN 6.3 МПа. Исполнение 34.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-220h8-0-isp-34-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 200. PN 4.0 МПа. Исполнение 40.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-220h8-0-isp-40-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 200. PN 16 МПа. Исполнение 17.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-219h12-isp-17-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 200. PN 10 МПа. Исполнение 26.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-219h12-isp-26-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 20. PN 16 МПа. Исполнение 02.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-25h3-0-isp-02-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 150. PN 6.3 МПа. Исполнение 33.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h9-0-isp-33-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 150. PN 4.0 МПа. Исполнение 39.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h6-5-isp-39-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 150. PN 16 МПа. Исполнение 10.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h13-isp-10-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 150. PN 10 МПа. Исполнение 25.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h9-0-isp-25-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 15. PN 16 МПа. Исполнение 01.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-18h2-5-isp-01-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 125. PN 6.3 МПа. Исполнение 32.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h6-0-isp-32-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 125. PN 4.0 МПа. Исполнение 38.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h6-0-isp-38-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 125. PN 16 МПа. Исполнение 09.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h11-isp-09-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 125. PN 10 МПа. Исполнение 24.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h8-0-isp-24-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 100. PN 6.3 МПа. Исполнение 31.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h5-0-isp-31-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 100. PN 4.0 МПа. Исполнение 37.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h5-0-isp-37-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 100. PN 16 МПа. Исполнение 08.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h9-0-isp-08-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-1989. Тип: ФП. DN 10. PN 10 МПа. Исполнение 19.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-14h2-0-isp-19-08h18n10t-ost-24-125-24-1989-2/
Изделие по ГОСТ 28759.2-2022. Тип: ФП. DN 1030. PN 3 МПа. Исполнение 1.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-fp-dn1030-pn3-gost-28759-2-2022/
Изделие по ГОСТ 12821-1980. Тип: ФВ. Обозначение: 1-80-25. DN 80. PN 25 кгс/см² (2.5 МПа). Исполнение 1.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-vorot/flanec-fv-dn80-pn25-gost-12821-1980/
Изделие по ГОСТ 12820-1980. Тип: ФП. DN 100. PN 1 МПа. Исполнение 1.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-fp-dn100-pn1-gost-12820-1980/
Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/sto-sro-p-60542948-00016-2013/
Заглушка эллиптическая бесшовная приварная по ОСТ 34.10.509-1990. Исполнение 40. DN 200. Наружный диаметр D 219 мм. Толщина стенки T 12 мм. Марка стали…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-10-509-1990/
Заглушка эллиптическая бесшовная приварная по ОСТ 34.10.428-1990. Исполнение 10. DN 160. Наружный диаметр D 500 мм. Толщина стенки T 125 мм. Марка стали…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-10-428-1990/
