sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,description,attributes,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,dim_execution,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_temperature,dim_technology,dim_seam_type,dim_purpose,dim_shell,dim_source_subcategory,dim_gost_designation,dim_mass_method
гост-22826-83-пт-25x15-38x36-1,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 38х36 ГОСТ 22826-1983,25,15,38,,36,,,,,,,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,,,,1-38х36-12Х18Н10Т,False,гост-22826-83-пт-25x15-38x36-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 25. DN ответвления 15. Наружные диаметры концов 38х36 мм. Марка стали 12Х18Н10Т. Условное обозначение: 1-38х36-12Х18Н10Т.,dn=25; dn_branch=15; outer_diameter=38; outer_d_branch=36; execution=1; material_grade=12Х18Н10Т; gost_designation=1-38х36-12Х18Н10Т; technology=Точеный,variable,,08Х18Н10Т|08Х18Н12Т|09Г2С|10Г2|10Х17Н13М2Т|12Х18Н10Т|12Х18Н12Т|15Х5М|20,Нет,,onbackorder,no,1,36,,25,15,,,Точеный,,,,Переходы,1-38х36-12Х18Н10Т,
гост-22826-83-пт-125x100-159x127-1-20,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 159х127 Ст20 ГОСТ 22826-1983,125,100,159,,127,,,,,,20,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,20,,,1-159х127-20,False,гост-22826-83-пт-125x100-159x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 125. DN ответвления 100. Наружные диаметры концов 159х127 мм. Марка стали Ст20. Условное обозначение: 1-159х127-20.,dn=125; dn_branch=100; outer_diameter=159; outer_d_branch=127; execution=1; material_grade=20; gost_designation=1-159х127-20; technology=Точеный,variation,гост-22826-83-пт-125x100-159x127-1,20,Нет,,onbackorder,no,1,127,,125,100,,,Точеный,,,,Переходы,1-159х127-20,
гост-22826-83-пт-125x100-159x127-1-15х5м,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 159х127 15Х5М ГОСТ 22826-1983,125,100,159,,127,,,,,,15Х5М,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,15Х5М,,,1-159х127-15Х5М,False,гост-22826-83-пт-125x100-159x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 125. DN ответвления 100. Наружные диаметры концов 159х127 мм. Марка стали 15Х5М. Условное обозначение: 1-159х127-15Х5М.,dn=125; dn_branch=100; outer_diameter=159; outer_d_branch=127; execution=1; material_grade=15Х5М; gost_designation=1-159х127-15Х5М; technology=Точеный,variation,гост-22826-83-пт-125x100-159x127-1,15Х5М,Нет,,onbackorder,no,1,127,,125,100,,,Точеный,,,,Переходы,1-159х127-15Х5М,
гост-22826-83-пт-125x100-159x127-1-10г2,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 159х127 10Г2 ГОСТ 22826-1983,125,100,159,,127,,,,,,10Г2,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,10Г2,,,1-159х127-10Г2,False,гост-22826-83-пт-125x100-159x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 125. DN ответвления 100. Наружные диаметры концов 159х127 мм. Марка стали 10Г2. Условное обозначение: 1-159х127-10Г2.,dn=125; dn_branch=100; outer_diameter=159; outer_d_branch=127; execution=1; material_grade=10Г2; gost_designation=1-159х127-10Г2; technology=Точеный,variation,гост-22826-83-пт-125x100-159x127-1,10Г2,Нет,,onbackorder,no,1,127,,125,100,,,Точеный,,,,Переходы,1-159х127-10Г2,
гост-22826-83-пт-125x100-159x127-1-09г2с,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 159х127 09Г2С ГОСТ 22826-1983,125,100,159,,127,,,,,,09Г2С,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,09Г2С,,,1-159х127-09Г2С,False,гост-22826-83-пт-125x100-159x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 125. DN ответвления 100. Наружные диаметры концов 159х127 мм. Марка стали 09Г2С. Условное обозначение: 1-159х127-09Г2С.,dn=125; dn_branch=100; outer_diameter=159; outer_d_branch=127; execution=1; material_grade=09Г2С; gost_designation=1-159х127-09Г2С; technology=Точеный,variation,гост-22826-83-пт-125x100-159x127-1,09Г2С,Нет,,onbackorder,no,1,127,,125,100,,,Точеный,,,,Переходы,1-159х127-09Г2С,
гост-22826-83-пт-125x100-159x127-1-08х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 159х127 08Х18Н10Т ГОСТ 22826-1983,125,100,159,,127,,,,,,08Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,08Х18Н10Т,,,1-159х127-08Х18Н10Т,False,гост-22826-83-пт-125x100-159x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 125. DN ответвления 100. Наружные диаметры концов 159х127 мм. Марка стали 08Х18Н10Т. Условное обозначение: 1-159х127-08Х18Н10Т.,dn=125; dn_branch=100; outer_diameter=159; outer_d_branch=127; execution=1; material_grade=08Х18Н10Т; gost_designation=1-159х127-08Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-125x100-159x127-1,08Х18Н10Т,Нет,,onbackorder,no,1,127,,125,100,,,Точеный,,,,Переходы,1-159х127-08Х18Н10Т,
гост-22826-83-пт-125x100-159x127-1-08х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 159х127 08Х18Н12Т ГОСТ 22826-1983,125,100,159,,127,,,,,,08Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,08Х18Н12Т,,,1-159х127-08Х18Н12Т,False,гост-22826-83-пт-125x100-159x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 125. DN ответвления 100. Наружные диаметры концов 159х127 мм. Марка стали 08Х18Н12Т. Условное обозначение: 1-159х127-08Х18Н12Т.,dn=125; dn_branch=100; outer_diameter=159; outer_d_branch=127; execution=1; material_grade=08Х18Н12Т; gost_designation=1-159х127-08Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-125x100-159x127-1,08Х18Н12Т,Нет,,onbackorder,no,1,127,,125,100,,,Точеный,,,,Переходы,1-159х127-08Х18Н12Т,
гост-22826-83-пт-125x100-159x127-1-12х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 159х127 12Х18Н12Т ГОСТ 22826-1983,125,100,159,,127,,,,,,12Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,12Х18Н12Т,,,1-159х127-12Х18Н12Т,False,гост-22826-83-пт-125x100-159x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 125. DN ответвления 100. Наружные диаметры концов 159х127 мм. Марка стали 12Х18Н12Т. Условное обозначение: 1-159х127-12Х18Н12Т.,dn=125; dn_branch=100; outer_diameter=159; outer_d_branch=127; execution=1; material_grade=12Х18Н12Т; gost_designation=1-159х127-12Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-125x100-159x127-1,12Х18Н12Т,Нет,,onbackorder,no,1,127,,125,100,,,Точеный,,,,Переходы,1-159х127-12Х18Н12Т,
гост-22826-83-пт-125x100-159x127-1-10х17н13м2т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 159х127 10Х17Н13М2Т ГОСТ 22826-1983,125,100,159,,127,,,,,,10Х17Н13М2Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,10Х17Н13М2Т,,,1-159х127-10Х17Н13М2Т,False,гост-22826-83-пт-125x100-159x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 125. DN ответвления 100. Наружные диаметры концов 159х127 мм. Марка стали 10Х17Н13М2Т. Условное обозначение: 1-159х127-10Х17Н13М2Т.,dn=125; dn_branch=100; outer_diameter=159; outer_d_branch=127; execution=1; material_grade=10Х17Н13М2Т; gost_designation=1-159х127-10Х17Н13М2Т; technology=Точеный,variation,гост-22826-83-пт-125x100-159x127-1,10Х17Н13М2Т,Нет,,onbackorder,no,1,127,,125,100,,,Точеный,,,,Переходы,1-159х127-10Х17Н13М2Т,
гост-22826-83-пт-150x80-194x114-1,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 ГОСТ 22826-1983,150,80,194,,114,,,,,,,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,,,,1-194х114-12Х18Н10Т,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали 12Х18Н10Т. Условное обозначение: 1-194х114-12Х18Н10Т.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=12Х18Н10Т; gost_designation=1-194х114-12Х18Н10Т; technology=Точеный,variable,,08Х18Н10Т|08Х18Н12Т|09Г2С|10Г2|10Х17Н13М2Т|12Х18Н10Т|12Х18Н12Т|15Х5М|20,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-12Х18Н10Т,
гост-22826-83-пт-150x80-194x114-1-12х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 12Х18Н10Т ГОСТ 22826-1983,150,80,194,,114,,,,,,12Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,12Х18Н10Т,,,1-194х114-12Х18Н10Т,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали 12Х18Н10Т. Условное обозначение: 1-194х114-12Х18Н10Т.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=12Х18Н10Т; gost_designation=1-194х114-12Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-150x80-194x114-1,12Х18Н10Т,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-12Х18Н10Т,
гост-22826-83-пт-150x80-194x114-1-20,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 Ст20 ГОСТ 22826-1983,150,80,194,,114,,,,,,20,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,20,,,1-194х114-20,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали Ст20. Условное обозначение: 1-194х114-20.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=20; gost_designation=1-194х114-20; technology=Точеный,variation,гост-22826-83-пт-150x80-194x114-1,20,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-20,
гост-22826-83-пт-150x80-194x114-1-15х5м,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 15Х5М ГОСТ 22826-1983,150,80,194,,114,,,,,,15Х5М,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,15Х5М,,,1-194х114-15Х5М,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали 15Х5М. Условное обозначение: 1-194х114-15Х5М.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=15Х5М; gost_designation=1-194х114-15Х5М; technology=Точеный,variation,гост-22826-83-пт-150x80-194x114-1,15Х5М,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-15Х5М,
гост-22826-83-пт-150x80-194x114-1-10г2,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 10Г2 ГОСТ 22826-1983,150,80,194,,114,,,,,,10Г2,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,10Г2,,,1-194х114-10Г2,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали 10Г2. Условное обозначение: 1-194х114-10Г2.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=10Г2; gost_designation=1-194х114-10Г2; technology=Точеный,variation,гост-22826-83-пт-150x80-194x114-1,10Г2,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-10Г2,
гост-22826-83-пт-150x80-194x114-1-09г2с,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 09Г2С ГОСТ 22826-1983,150,80,194,,114,,,,,,09Г2С,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,09Г2С,,,1-194х114-09Г2С,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали 09Г2С. Условное обозначение: 1-194х114-09Г2С.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=09Г2С; gost_designation=1-194х114-09Г2С; technology=Точеный,variation,гост-22826-83-пт-150x80-194x114-1,09Г2С,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-09Г2С,
гост-22826-83-пт-150x80-194x114-1-08х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 08Х18Н10Т ГОСТ 22826-1983,150,80,194,,114,,,,,,08Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,08Х18Н10Т,,,1-194х114-08Х18Н10Т,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали 08Х18Н10Т. Условное обозначение: 1-194х114-08Х18Н10Т.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=08Х18Н10Т; gost_designation=1-194х114-08Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-150x80-194x114-1,08Х18Н10Т,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-08Х18Н10Т,
гост-22826-83-пт-150x80-194x114-1-08х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 08Х18Н12Т ГОСТ 22826-1983,150,80,194,,114,,,,,,08Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,08Х18Н12Т,,,1-194х114-08Х18Н12Т,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали 08Х18Н12Т. Условное обозначение: 1-194х114-08Х18Н12Т.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=08Х18Н12Т; gost_designation=1-194х114-08Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-150x80-194x114-1,08Х18Н12Т,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-08Х18Н12Т,
гост-22826-83-пт-150x80-194x114-1-12х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 12Х18Н12Т ГОСТ 22826-1983,150,80,194,,114,,,,,,12Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,12Х18Н12Т,,,1-194х114-12Х18Н12Т,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали 12Х18Н12Т. Условное обозначение: 1-194х114-12Х18Н12Т.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=12Х18Н12Т; gost_designation=1-194х114-12Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-150x80-194x114-1,12Х18Н12Т,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-12Х18Н12Т,
гост-22826-83-пт-150x80-194x114-1-10х17н13м2т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х114 10Х17Н13М2Т ГОСТ 22826-1983,150,80,194,,114,,,,,,10Х17Н13М2Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,10Х17Н13М2Т,,,1-194х114-10Х17Н13М2Т,False,гост-22826-83-пт-150x80-194x114-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 80. Наружные диаметры концов 194х114 мм. Марка стали 10Х17Н13М2Т. Условное обозначение: 1-194х114-10Х17Н13М2Т.,dn=150; dn_branch=80; outer_diameter=194; outer_d_branch=114; execution=1; material_grade=10Х17Н13М2Т; gost_designation=1-194х114-10Х17Н13М2Т; technology=Точеный,variation,гост-22826-83-пт-150x80-194x114-1,10Х17Н13М2Т,Нет,,onbackorder,no,1,114,,150,80,,,Точеный,,,,Переходы,1-194х114-10Х17Н13М2Т,
гост-22826-83-пт-150x100-194x127-1,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х127 ГОСТ 22826-1983,150,100,194,,127,,,,,,,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,,,,1-194х127-12Х18Н10Т,False,гост-22826-83-пт-150x100-194x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 100. Наружные диаметры концов 194х127 мм. Марка стали 12Х18Н10Т. Условное обозначение: 1-194х127-12Х18Н10Т.,dn=150; dn_branch=100; outer_diameter=194; outer_d_branch=127; execution=1; material_grade=12Х18Н10Т; gost_designation=1-194х127-12Х18Н10Т; technology=Точеный,variable,,08Х18Н10Т|08Х18Н12Т|09Г2С|10Г2|10Х17Н13М2Т|12Х18Н10Т|12Х18Н12Т|15Х5М|20,Нет,,onbackorder,no,1,127,,150,100,,,Точеный,,,,Переходы,1-194х127-12Х18Н10Т,
гост-22826-83-пт-150x100-194x127-1-12х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х127 12Х18Н10Т ГОСТ 22826-1983,150,100,194,,127,,,,,,12Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,12Х18Н10Т,,,1-194х127-12Х18Н10Т,False,гост-22826-83-пт-150x100-194x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 100. Наружные диаметры концов 194х127 мм. Марка стали 12Х18Н10Т. Условное обозначение: 1-194х127-12Х18Н10Т.,dn=150; dn_branch=100; outer_diameter=194; outer_d_branch=127; execution=1; material_grade=12Х18Н10Т; gost_designation=1-194х127-12Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-150x100-194x127-1,12Х18Н10Т,Нет,,onbackorder,no,1,127,,150,100,,,Точеный,,,,Переходы,1-194х127-12Х18Н10Т,
гост-22826-83-пт-150x100-194x127-1-20,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х127 Ст20 ГОСТ 22826-1983,150,100,194,,127,,,,,,20,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,20,,,1-194х127-20,False,гост-22826-83-пт-150x100-194x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 100. Наружные диаметры концов 194х127 мм. Марка стали Ст20. Условное обозначение: 1-194х127-20.,dn=150; dn_branch=100; outer_diameter=194; outer_d_branch=127; execution=1; material_grade=20; gost_designation=1-194х127-20; technology=Точеный,variation,гост-22826-83-пт-150x100-194x127-1,20,Нет,,onbackorder,no,1,127,,150,100,,,Точеный,,,,Переходы,1-194х127-20,
гост-22826-83-пт-150x100-194x127-1-15х5м,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х127 15Х5М ГОСТ 22826-1983,150,100,194,,127,,,,,,15Х5М,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,15Х5М,,,1-194х127-15Х5М,False,гост-22826-83-пт-150x100-194x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 100. Наружные диаметры концов 194х127 мм. Марка стали 15Х5М. Условное обозначение: 1-194х127-15Х5М.,dn=150; dn_branch=100; outer_diameter=194; outer_d_branch=127; execution=1; material_grade=15Х5М; gost_designation=1-194х127-15Х5М; technology=Точеный,variation,гост-22826-83-пт-150x100-194x127-1,15Х5М,Нет,,onbackorder,no,1,127,,150,100,,,Точеный,,,,Переходы,1-194х127-15Х5М,
гост-22826-83-пт-150x100-194x127-1-10г2,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х127 10Г2 ГОСТ 22826-1983,150,100,194,,127,,,,,,10Г2,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,10Г2,,,1-194х127-10Г2,False,гост-22826-83-пт-150x100-194x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 100. Наружные диаметры концов 194х127 мм. Марка стали 10Г2. Условное обозначение: 1-194х127-10Г2.,dn=150; dn_branch=100; outer_diameter=194; outer_d_branch=127; execution=1; material_grade=10Г2; gost_designation=1-194х127-10Г2; technology=Точеный,variation,гост-22826-83-пт-150x100-194x127-1,10Г2,Нет,,onbackorder,no,1,127,,150,100,,,Точеный,,,,Переходы,1-194х127-10Г2,
гост-22826-83-пт-150x100-194x127-1-09г2с,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х127 09Г2С ГОСТ 22826-1983,150,100,194,,127,,,,,,09Г2С,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,09Г2С,,,1-194х127-09Г2С,False,гост-22826-83-пт-150x100-194x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 100. Наружные диаметры концов 194х127 мм. Марка стали 09Г2С. Условное обозначение: 1-194х127-09Г2С.,dn=150; dn_branch=100; outer_diameter=194; outer_d_branch=127; execution=1; material_grade=09Г2С; gost_designation=1-194х127-09Г2С; technology=Точеный,variation,гост-22826-83-пт-150x100-194x127-1,09Г2С,Нет,,onbackorder,no,1,127,,150,100,,,Точеный,,,,Переходы,1-194х127-09Г2С,
гост-22826-83-пт-150x100-194x127-1-08х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х127 08Х18Н10Т ГОСТ 22826-1983,150,100,194,,127,,,,,,08Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,08Х18Н10Т,,,1-194х127-08Х18Н10Т,False,гост-22826-83-пт-150x100-194x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 100. Наружные диаметры концов 194х127 мм. Марка стали 08Х18Н10Т. Условное обозначение: 1-194х127-08Х18Н10Т.,dn=150; dn_branch=100; outer_diameter=194; outer_d_branch=127; execution=1; material_grade=08Х18Н10Т; gost_designation=1-194х127-08Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-150x100-194x127-1,08Х18Н10Т,Нет,,onbackorder,no,1,127,,150,100,,,Точеный,,,,Переходы,1-194х127-08Х18Н10Т,
гост-22826-83-пт-150x100-194x127-1-08х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х127 08Х18Н12Т ГОСТ 22826-1983,150,100,194,,127,,,,,,08Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,08Х18Н12Т,,,1-194х127-08Х18Н12Т,False,гост-22826-83-пт-150x100-194x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 100. Наружные диаметры концов 194х127 мм. Марка стали 08Х18Н12Т. Условное обозначение: 1-194х127-08Х18Н12Т.,dn=150; dn_branch=100; outer_diameter=194; outer_d_branch=127; execution=1; material_grade=08Х18Н12Т; gost_designation=1-194х127-08Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-150x100-194x127-1,08Х18Н12Т,Нет,,onbackorder,no,1,127,,150,100,,,Точеный,,,,Переходы,1-194х127-08Х18Н12Т,
гост-22826-83-пт-150x100-194x127-1-12х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 194х127 12Х18Н12Т ГОСТ 22826-1983,150,100,194,,127,,,,,,12Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,12Х18Н12Т,,,1-194х127-12Х18Н12Т,False,гост-22826-83-пт-150x100-194x127-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 150. DN ответвления 100. Наружные диаметры концов 194х127 мм. Марка стали 12Х18Н12Т. Условное обозначение: 1-194х127-12Х18Н12Т.,dn=150; dn_branch=100; outer_diameter=194; outer_d_branch=127; execution=1; material_grade=12Х18Н12Т; gost_designation=1-194х127-12Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-150x100-194x127-1,12Х18Н12Т,Нет,,onbackorder,no,1,127,,150,100,,,Точеный,,,,Переходы,1-194х127-12Х18Н12Т,
