sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,description,attributes,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,dim_execution,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_temperature,dim_technology,dim_seam_type,dim_purpose,dim_shell,dim_source_subcategory,dim_gost_designation,dim_mass_method
гост-10704-91-эс-426x19-bare-10,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х19 Ст10 ГОСТ 10704-1991,400,,426,19,,,,,,190.71,10,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,10,,,426х19-10,False,гост-10704-91-эс-426x19-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 19 мм. Теоретическая масса 190.71 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 426х19-10.,dn=400; outer_diameter=426; wall_thickness=19; mass_kg=190.71; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х19-10; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x19-bare,10,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х19-10,theoretical_kg_per_m
гост-10704-91-эс-426x19-bare-20,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х19 Ст20 ГОСТ 10704-1991,400,,426,19,,,,,,190.71,20,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,20,,,426х19-20,False,гост-10704-91-эс-426x19-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 19 мм. Теоретическая масса 190.71 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 426х19-20.,dn=400; outer_diameter=426; wall_thickness=19; mass_kg=190.71; material_grade=20; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х19-20; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x19-bare,20,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х19-20,theoretical_kg_per_m
гост-10704-91-эс-426x19-bare-ст3сп,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х19 Ст3сп ГОСТ 10704-1991,400,,426,19,,,,,,190.71,Ст3сп,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,Ст3сп,,,426х19-Ст3сп,False,гост-10704-91-эс-426x19-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 19 мм. Теоретическая масса 190.71 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст3сп. Условное обозначение: 426х19-Ст3сп.,dn=400; outer_diameter=426; wall_thickness=19; mass_kg=190.71; material_grade=Ст3сп; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х19-Ст3сп; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x19-bare,Ст3сп,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х19-Ст3сп,theoretical_kg_per_m
гост-10704-91-эс-426x20-bare,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х20 ГОСТ 10704-1991,400,,426,20,,,,,,200.25,,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,,,,426х20-10,False,гост-10704-91-эс-426x20-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 20 мм. Теоретическая масса 200.25 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 426х20-10.,dn=400; outer_diameter=426; wall_thickness=20; mass_kg=200.25; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х20-10; source_subcategory=Электросварные,variable,,10|20|Ст3сп,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х20-10,theoretical_kg_per_m
гост-10704-91-эс-426x20-bare-10,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х20 Ст10 ГОСТ 10704-1991,400,,426,20,,,,,,200.25,10,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,10,,,426х20-10,False,гост-10704-91-эс-426x20-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 20 мм. Теоретическая масса 200.25 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 426х20-10.,dn=400; outer_diameter=426; wall_thickness=20; mass_kg=200.25; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х20-10; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x20-bare,10,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х20-10,theoretical_kg_per_m
гост-10704-91-эс-426x20-bare-20,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х20 Ст20 ГОСТ 10704-1991,400,,426,20,,,,,,200.25,20,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,20,,,426х20-20,False,гост-10704-91-эс-426x20-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 20 мм. Теоретическая масса 200.25 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 426х20-20.,dn=400; outer_diameter=426; wall_thickness=20; mass_kg=200.25; material_grade=20; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х20-20; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x20-bare,20,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х20-20,theoretical_kg_per_m
гост-10704-91-эс-426x20-bare-ст3сп,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х20 Ст3сп ГОСТ 10704-1991,400,,426,20,,,,,,200.25,Ст3сп,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,Ст3сп,,,426х20-Ст3сп,False,гост-10704-91-эс-426x20-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 20 мм. Теоретическая масса 200.25 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст3сп. Условное обозначение: 426х20-Ст3сп.,dn=400; outer_diameter=426; wall_thickness=20; mass_kg=200.25; material_grade=Ст3сп; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х20-Ст3сп; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x20-bare,Ст3сп,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х20-Ст3сп,theoretical_kg_per_m
гост-10704-91-эс-426x21-bare,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х21 ГОСТ 10704-1991,400,,426,21,,,,,,209.75,,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,,,,426х21-10,False,гост-10704-91-эс-426x21-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 21 мм. Теоретическая масса 209.75 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 426х21-10.,dn=400; outer_diameter=426; wall_thickness=21; mass_kg=209.75; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х21-10; source_subcategory=Электросварные,variable,,10|20|Ст3сп,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х21-10,theoretical_kg_per_m
гост-10704-91-эс-426x21-bare-10,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х21 Ст10 ГОСТ 10704-1991,400,,426,21,,,,,,209.75,10,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,10,,,426х21-10,False,гост-10704-91-эс-426x21-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 21 мм. Теоретическая масса 209.75 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 426х21-10.,dn=400; outer_diameter=426; wall_thickness=21; mass_kg=209.75; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х21-10; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x21-bare,10,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х21-10,theoretical_kg_per_m
гост-10704-91-эс-426x21-bare-20,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х21 Ст20 ГОСТ 10704-1991,400,,426,21,,,,,,209.75,20,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,20,,,426х21-20,False,гост-10704-91-эс-426x21-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 21 мм. Теоретическая масса 209.75 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 426х21-20.,dn=400; outer_diameter=426; wall_thickness=21; mass_kg=209.75; material_grade=20; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х21-20; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x21-bare,20,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х21-20,theoretical_kg_per_m
гост-10704-91-эс-426x21-bare-ст3сп,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х21 Ст3сп ГОСТ 10704-1991,400,,426,21,,,,,,209.75,Ст3сп,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,Ст3сп,,,426х21-Ст3сп,False,гост-10704-91-эс-426x21-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 21 мм. Теоретическая масса 209.75 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст3сп. Условное обозначение: 426х21-Ст3сп.,dn=400; outer_diameter=426; wall_thickness=21; mass_kg=209.75; material_grade=Ст3сп; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х21-Ст3сп; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x21-bare,Ст3сп,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х21-Ст3сп,theoretical_kg_per_m
гост-10704-91-эс-426x22-bare,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х22 ГОСТ 10704-1991,400,,426,22,,,,,,219.19,,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,,,,426х22-10,False,гост-10704-91-эс-426x22-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 22 мм. Теоретическая масса 219.19 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 426х22-10.,dn=400; outer_diameter=426; wall_thickness=22; mass_kg=219.19; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х22-10; source_subcategory=Электросварные,variable,,10|20|Ст3сп,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х22-10,theoretical_kg_per_m
гост-10704-91-эс-426x22-bare-10,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х22 Ст10 ГОСТ 10704-1991,400,,426,22,,,,,,219.19,10,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,10,,,426х22-10,False,гост-10704-91-эс-426x22-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 22 мм. Теоретическая масса 219.19 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 426х22-10.,dn=400; outer_diameter=426; wall_thickness=22; mass_kg=219.19; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х22-10; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x22-bare,10,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х22-10,theoretical_kg_per_m
гост-10704-91-эс-426x22-bare-20,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х22 Ст20 ГОСТ 10704-1991,400,,426,22,,,,,,219.19,20,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,20,,,426х22-20,False,гост-10704-91-эс-426x22-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 22 мм. Теоретическая масса 219.19 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 426х22-20.,dn=400; outer_diameter=426; wall_thickness=22; mass_kg=219.19; material_grade=20; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х22-20; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x22-bare,20,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х22-20,theoretical_kg_per_m
гост-10704-91-эс-426x22-bare-ст3сп,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 426х22 Ст3сп ГОСТ 10704-1991,400,,426,22,,,,,,219.19,Ст3сп,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,Ст3сп,,,426х22-Ст3сп,False,гост-10704-91-эс-426x22-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 22 мм. Теоретическая масса 219.19 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст3сп. Условное обозначение: 426х22-Ст3сп.,dn=400; outer_diameter=426; wall_thickness=22; mass_kg=219.19; material_grade=Ст3сп; technology=Электросварная; seam_type=Прямошовная; gost_designation=426х22-Ст3сп; source_subcategory=Электросварные,variation,гост-10704-91-эс-426x22-bare,Ст3сп,Нет,,onbackorder,no,,,,400,,,,Электросварная,Прямошовная,,,Электросварные,426х22-Ст3сп,theoretical_kg_per_m
гост-10704-91-эс-530x45-bare,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,"Труба э/с 530х4,5 ГОСТ 10704-1991",500,,530,4.5,,,,,,58.32,,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,,,,530х4.5-10,False,гост-10704-91-эс-530x45-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 4.5 мм. Теоретическая масса 58.32 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 530х4.5-10.,dn=500; outer_diameter=530; wall_thickness=4.5; mass_kg=58.32; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х4.5-10; source_subcategory=Электросварные,variable,,10|20|Ст3сп,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х4.5-10,theoretical_kg_per_m
гост-10704-91-эс-530x45-bare-10,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,"Труба э/с 530х4,5 Ст10 ГОСТ 10704-1991",500,,530,4.5,,,,,,58.32,10,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,10,,,530х4.5-10,False,гост-10704-91-эс-530x45-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 4.5 мм. Теоретическая масса 58.32 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 530х4.5-10.,dn=500; outer_diameter=530; wall_thickness=4.5; mass_kg=58.32; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х4.5-10; source_subcategory=Электросварные,variation,гост-10704-91-эс-530x45-bare,10,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х4.5-10,theoretical_kg_per_m
гост-10704-91-эс-530x45-bare-20,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,"Труба э/с 530х4,5 Ст20 ГОСТ 10704-1991",500,,530,4.5,,,,,,58.32,20,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,20,,,530х4.5-20,False,гост-10704-91-эс-530x45-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 4.5 мм. Теоретическая масса 58.32 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 530х4.5-20.,dn=500; outer_diameter=530; wall_thickness=4.5; mass_kg=58.32; material_grade=20; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х4.5-20; source_subcategory=Электросварные,variation,гост-10704-91-эс-530x45-bare,20,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х4.5-20,theoretical_kg_per_m
гост-10704-91-эс-530x45-bare-ст3сп,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,"Труба э/с 530х4,5 Ст3сп ГОСТ 10704-1991",500,,530,4.5,,,,,,58.32,Ст3сп,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,Ст3сп,,,530х4.5-Ст3сп,False,гост-10704-91-эс-530x45-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 4.5 мм. Теоретическая масса 58.32 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст3сп. Условное обозначение: 530х4.5-Ст3сп.,dn=500; outer_diameter=530; wall_thickness=4.5; mass_kg=58.32; material_grade=Ст3сп; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х4.5-Ст3сп; source_subcategory=Электросварные,variation,гост-10704-91-эс-530x45-bare,Ст3сп,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х4.5-Ст3сп,theoretical_kg_per_m
гост-10704-91-эс-530x5-bare,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 530х5 ГОСТ 10704-1991,500,,530,5,,,,,,64.74,,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,,,,530х5-10,False,гост-10704-91-эс-530x5-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 5 мм. Теоретическая масса 64.74 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 530х5-10.,dn=500; outer_diameter=530; wall_thickness=5; mass_kg=64.74; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х5-10; source_subcategory=Электросварные,variable,,10|20|Ст3сп,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х5-10,theoretical_kg_per_m
гост-10704-91-эс-530x5-bare-10,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 530х5 Ст10 ГОСТ 10704-1991,500,,530,5,,,,,,64.74,10,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,10,,,530х5-10,False,гост-10704-91-эс-530x5-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 5 мм. Теоретическая масса 64.74 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 530х5-10.,dn=500; outer_diameter=530; wall_thickness=5; mass_kg=64.74; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х5-10; source_subcategory=Электросварные,variation,гост-10704-91-эс-530x5-bare,10,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х5-10,theoretical_kg_per_m
гост-10704-91-эс-530x5-bare-20,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 530х5 Ст20 ГОСТ 10704-1991,500,,530,5,,,,,,64.74,20,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,20,,,530х5-20,False,гост-10704-91-эс-530x5-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 5 мм. Теоретическая масса 64.74 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 530х5-20.,dn=500; outer_diameter=530; wall_thickness=5; mass_kg=64.74; material_grade=20; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х5-20; source_subcategory=Электросварные,variation,гост-10704-91-эс-530x5-bare,20,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х5-20,theoretical_kg_per_m
гост-10704-91-эс-530x5-bare-ст3сп,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 530х5 Ст3сп ГОСТ 10704-1991,500,,530,5,,,,,,64.74,Ст3сп,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,Ст3сп,,,530х5-Ст3сп,False,гост-10704-91-эс-530x5-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 5 мм. Теоретическая масса 64.74 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст3сп. Условное обозначение: 530х5-Ст3сп.,dn=500; outer_diameter=530; wall_thickness=5; mass_kg=64.74; material_grade=Ст3сп; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х5-Ст3сп; source_subcategory=Электросварные,variation,гост-10704-91-эс-530x5-bare,Ст3сп,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х5-Ст3сп,theoretical_kg_per_m
гост-10704-91-эс-530x55-bare,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,"Труба э/с 530х5,5 ГОСТ 10704-1991",500,,530,5.5,,,,,,71.14,,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,,,,530х5.5-10,False,гост-10704-91-эс-530x55-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 5.5 мм. Теоретическая масса 71.14 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 530х5.5-10.,dn=500; outer_diameter=530; wall_thickness=5.5; mass_kg=71.14; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х5.5-10; source_subcategory=Электросварные,variable,,10|20|Ст3сп,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х5.5-10,theoretical_kg_per_m
гост-10704-91-эс-530x55-bare-10,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,"Труба э/с 530х5,5 Ст10 ГОСТ 10704-1991",500,,530,5.5,,,,,,71.14,10,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,10,,,530х5.5-10,False,гост-10704-91-эс-530x55-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 5.5 мм. Теоретическая масса 71.14 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 530х5.5-10.,dn=500; outer_diameter=530; wall_thickness=5.5; mass_kg=71.14; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х5.5-10; source_subcategory=Электросварные,variation,гост-10704-91-эс-530x55-bare,10,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х5.5-10,theoretical_kg_per_m
гост-10704-91-эс-530x55-bare-20,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,"Труба э/с 530х5,5 Ст20 ГОСТ 10704-1991",500,,530,5.5,,,,,,71.14,20,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,20,,,530х5.5-20,False,гост-10704-91-эс-530x55-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 5.5 мм. Теоретическая масса 71.14 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 530х5.5-20.,dn=500; outer_diameter=530; wall_thickness=5.5; mass_kg=71.14; material_grade=20; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х5.5-20; source_subcategory=Электросварные,variation,гост-10704-91-эс-530x55-bare,20,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х5.5-20,theoretical_kg_per_m
гост-10704-91-эс-530x55-bare-ст3сп,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,"Труба э/с 530х5,5 Ст3сп ГОСТ 10704-1991",500,,530,5.5,,,,,,71.14,Ст3сп,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,Ст3сп,,,530х5.5-Ст3сп,False,гост-10704-91-эс-530x55-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 5.5 мм. Теоретическая масса 71.14 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст3сп. Условное обозначение: 530х5.5-Ст3сп.,dn=500; outer_diameter=530; wall_thickness=5.5; mass_kg=71.14; material_grade=Ст3сп; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х5.5-Ст3сп; source_subcategory=Электросварные,variation,гост-10704-91-эс-530x55-bare,Ст3сп,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х5.5-Ст3сп,theoretical_kg_per_m
гост-10704-91-эс-530x11-bare,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 530х11 ГОСТ 10704-1991,500,,530,11,,,,,,140.79,,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,,,,530х11-10,False,гост-10704-91-эс-530x11-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 500. Наружный диаметр 530 мм. Толщина стенки 11 мм. Теоретическая масса 140.79 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 530х11-10.,dn=500; outer_diameter=530; wall_thickness=11; mass_kg=140.79; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=530х11-10; source_subcategory=Электросварные,variable,,10|20|Ст3сп,Нет,,onbackorder,no,,,,500,,,,Электросварная,Прямошовная,,,Электросварные,530х11-10,theoretical_kg_per_m
