description;cnt;example
Тройник равнопроходный по ОСТ 34-10-511-90. Тип: ТП. DN 350. Размеры 377х6 мм. DN отвода 250. PN 350 МПа. Исполнение 48. Марка стали 08Х18Н10Т.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-34-10-511-1990/
Тройник равнопроходный по ОСТ 34-10-432-90. Тип: ТР. DN 20. Размеры 25х3 мм. Исполнение 03. Марка стали 08Х18Н10Т. Масса 0.13 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-34-10-432-1990/
Тройник равнопроходный по ОСТ 24.125.49-89. Тип: ТП. DN 400. Размеры 426х24 мм. DN отвода 300. PN 11.77 МПа. Исполнение 05. Марка стали 15ГС. Масса 364 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-24-125-49-1989/
Тройник равнопроходный по ОСТ 24.125.48-89. Тип: ТР. DN 300. Размеры 325х19 мм. PN 11.77 МПа. Исполнение 05. Марка стали 15ГС. Масса 180 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-24-125-48-1989/
Тройник равнопроходный по ОСТ 24.125.18-89. Тип: ТР. DN 200. Размеры 219х12 мм. Исполнение 2. Марка стали 08Х18Н10Т. Условное обозначение: 219х12.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-24-125-18-1989/
Тройник равнопроходный по ОСТ 24.125.17-89. Тип: ТР. DN 150. Размеры 159х9 мм. Исполнение 2. Марка стали 08Х18Н10Т. Условное обозначение: 159х9.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-24-125-17-1989/
Тройник переходной по СТО 95 126-2013. Тип: ТС. DN 500. Размеры 530х8-16х8 мм. DN отвода 16. Исполнение 2. Марка стали 08Х18Н10Т. Условное обозначение: 530х8-16х8.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/sto-95-126-2013/
Тройник переходной по ГОСТ 22822-83. Тип: ТП. DN 100. Размеры 114.3х5.7-42.4х3.6 мм. DN отвода 32. PN 10 МПа. Исполнение 1. Марка стали 09Г2С. Условное обозначение: 1-100х32-10.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/gost-22822-1983/
Тройник переходной по ГОСТ 22801-83. Тип: ТР. DN 80. Размеры 101.6х5.4-42.4х3.6 мм. DN отвода 32. Исполнение 3. Марка стали 09Г2С. Условное обозначение: 3-80х32.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/gost-22801-1983/
Тройник переходной по ГОСТ 17376-2001. Тип: ТР. DN 125. Размеры 139.7х4-76.1х2.9 мм. DN отвода 65. Исполнение 1. Марка стали 09Г2С. Масса 3.4 кг. Условное обозначение: 1-139.7х4-76.1х2.9.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/gost-17376-2001/
СЕРИЯ 4.903-10 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 33 типоразмеров, охват DN 0–950. Статус В реестре каталога (публичный PDF не требуется). PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки…;2;https://prom-en.forgotaboutdre.ru/normativy/seriya-4-903-10/
Переход эксцентрический по ОСТ 34-10-424-90. Тип: ПЭ. Ду 600×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-600-500-530-8-ost-34-10-424-1990-3/
Переход эксцентрический по ОСТ 34-10-424-90. Тип: ПЭ. Ду 600×400. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-600-400-426-8-ost-34-10-424-1990-3/
Переход эксцентрический по ОСТ 34-10-424-90. Тип: ПЭ. Ду 600×350. Малый конец 377×6 мм. Сталь аустенитная 08Х18Н10Т и аналоги.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-600-350-377-6-ost-34-10-424-1990-3/
Переход эксцентрический по ОСТ 34-10-424-90. Тип: ПЭ. Ду 200×150. Малый конец 159×6 мм. Сталь аустенитная 08Х18Н10Т и аналоги.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-200-150-159-6-ost-34-10-424-1990-2/
Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 4. DN 100. DN ответвления 50. Наружные диаметры концов 180х102 мм. Марка стали 09Г2С. Условное обозначение: 180х102-09Г2С.;2;https://prom-en.forgotaboutdre.ru/catalog/tochenye/perehod-tochenyy-isp-4-180h102-09g2s-gost-22826-1983/
Переход концентрический по СТО СРО-П 60542948.00015-2013. Тип: ПС. DN 900. DN1 15. Исполнение 02. Марка стали 08Х18Н10Т. Условное обозначение: Э-920х10-18х10.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-920h10-isp-02-sto-sro-p-60542948-00015-2013/
Переход концентрический по СТО 79814898.115-2009. Тип: ПС. Исполнение 11. Марка стали 08Х18Н10Т.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-150h150-isp-11-sto-79814898-115-2009/
Переход концентрический по СТО 79814898.110-2009. Тип: ОК. DN 600.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-630x12-0-sto-79814898-110-2009/
Переход концентрический по СТО 79814898.110-2009. Тип: ОК. DN 250.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-273x11-0-sto-79814898-110-2009/
Переход концентрический по СТО 79814898.110-2009. Тип: ОК. DN 25.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-14x2-0-sto-79814898-110-2009/
Переход концентрический по СТО 79814898.110-2009. Тип: ОК. DN 16.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-530x8-0-sto-79814898-110-2009/
Переход концентрический по ОСТ 34-42-665-84. Тип: ПС. DN 900. DN1 600. Исполнение 58. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-920h10-630h8-isp-58-st-20-ost-34-42-665-1984/
Переход концентрический по ОСТ 34-10-700-97. Тип: ПК. DN 150. DN1 100. Размеры 159х5-108х4 мм. Условное обозначение: К-159х5-108х4.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-koncentricheskiy-159-5-108-4-ost-34-10-700-1997/
Переход концентрический по ОСТ 34-10-424-90. Тип: ПК. Ду 600×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-600-500-530-8-ost-34-10-424-1990-2/
Переход концентрический по ОСТ 34-10-424-90. Тип: ПК. Ду 600×400. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-600-400-426-8-ost-34-10-424-1990-2/
Переход концентрический по ОСТ 34-10-424-90. Тип: ПК. Ду 600×350. Малый конец 377×6 мм. Сталь аустенитная 08Х18Н10Т и аналоги.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-600-350-377-6-ost-34-10-424-1990-2/
Переход концентрический по ОСТ 34-10-423-90. Тип: ПК. DN 28. DN1 25.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-dn28-dn25-ost-34-10-423-1990-2/
Переход концентрический по ОСТ 34-10-423-90. Тип: ПК. DN 19. DN1 20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-dn19-dn20-ost-34-10-423-1990-2/
Переход концентрический по ОСТ 34-10-423-90. Тип: ПК. DN 13. DN1 15.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-dn13-dn15-ost-34-10-423-1990-2/
Переход концентрический по ОСТ 34-10-422-90. Тип: ПС. DN 125. Исполнение 19. Марка стали 08Х18Н10Т.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-k-133h6-133h6-ost-34-10-422-1990-4/
Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 150. DN1 50. Размеры 168х8-57х4 мм. L=75 мм. Исполнение 1. Марка стали 08Х18Н10Т. Масса 2.7 кг. Условное обозначение: К-1-168х8-57х4.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-k-168h8-50h4-gost-17378-2001/
Отвод по сто-79814898-111-2009. Угол 90°. DN 200. Наружный диаметр 219 мм. Толщина стенки 11 мм. Исполнение 1. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-219h11-sto-79814898-111-2009-2/
Отвод по СТО ЦКТИ 321.04-2009. Угол 90°. DN 200. Наружный диаметр 273 мм. Толщина стенки 31 мм. Исполнение 03. PN 37.27 МПа. Температура 280°C. 37.27 МПа при 280°C. Марка стали 15ГС. Масса 150 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-90-273h31-isp-03-sto-321-04/
Отвод по СТО ЦКТИ 321.04-2009. Угол 60°. DN 600. Наружный диаметр 650 мм. Толщина стенки 50 мм. Исполнение 22. PN 4.31 МПа. Температура 340°C. 4.31 МПа при 340°C. Марка стали 16ГС. Масса 908 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-60-650h50-isp-22-sto-321-04/
Отвод по СТО ЦКТИ 321.04-2009. Угол 45°. DN 600. Наружный диаметр 650 мм. Толщина стенки 50 мм. Исполнение 21. PN 4.31 МПа. Температура 340°C. 4.31 МПа при 340°C. Марка стали 16ГС. Масса 681 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-45-650h50-isp-21-sto-321-04/
Отвод по СТО ЦКТИ 321.04-2009. Угол 30°. DN 600. Наружный диаметр 650 мм. Толщина стенки 50 мм. Исполнение 20. PN 4.31 МПа. Температура 340°C. 4.31 МПа при 340°C. Марка стали 16ГС. Масса 454 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-30-650h50-isp-20-sto-321-04/
Отвод по СТО ЦКТИ 321.03-2009. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 1 мм. Исполнение 100. PN 3.92 МПа. Температура 200°C. 3.92 МПа при 200°C. развёртка 942 мм. Марка стали 15ГС. Масса 71.9 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-90-273h1-isp-100-sto-321-03/
Отвод по СТО ЦКТИ 321.03-2009. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 1 мм. Исполнение 099. PN 3.92 МПа. Температура 200°C. 3.92 МПа при 200°C. развёртка 628 мм. Марка стали 15ГС. Масса 48 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-60-273h1-isp-099-sto-321-03/
Отвод по СТО ЦКТИ 321.03-2009. Угол 45°. DN 250. Наружный диаметр 273 мм. Толщина стенки 1 мм. Исполнение 098. PN 3.92 МПа. Температура 200°C. 3.92 МПа при 200°C. развёртка 471 мм. Марка стали 15ГС. Масса 36 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-45-273h1-isp-098-sto-321-03/
Отвод по СТО ЦКТИ 321.03-2009. Угол 30°. DN 250. Наружный диаметр 273 мм. Толщина стенки 1 мм. Исполнение 097. PN 3.92 МПа. Температура 200°C. 3.92 МПа при 200°C. развёртка 314 мм. Марка стали 15ГС. Масса 24 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvody-30-273h1-isp-097-sto-321-03/
Отвод по СТО ЦКТИ 321.02-2009. Угол 90°. DN 100. Наружный диаметр 108 мм. Толщина стенки 8 мм. Исполнение 055. PN 3.92 МПа. Температура 450°C. 3.92 МПа при 450°C. L1 400 мм развёртка 1742 мм. Марка стали 15ГС. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-02-90-108h8-isp-055-sto-321-02/
Отвод по СТО ЦКТИ 321.02-2009. Угол 60°. DN 100. Наружный диаметр 108 мм. Толщина стенки 8 мм. Исполнение 054. PN 3.92 МПа. Температура 450°C. 3.92 МПа при 450°C. L1 400 мм развёртка 1428 мм. Марка стали 15ГС. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-02-60-108h8-isp-054-sto-321-02/
Отвод по СТО ЦКТИ 321.02-2009. Угол 45°. DN 100. Наружный диаметр 108 мм. Толщина стенки 8 мм. Исполнение 053. PN 3.92 МПа. Температура 450°C. 3.92 МПа при 450°C. L1 400 мм развёртка 1271 мм. Марка стали 15ГС. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-02-45-108h8-isp-053-sto-321-02/
Отвод по СТО ЦКТИ 321.02-2009. Угол 30°. DN 100. Наружный диаметр 108 мм. Толщина стенки 8 мм. Исполнение 052. PN 3.92 МПа. Температура 450°C. 3.92 МПа при 450°C. L1 400 мм развёртка 1114 мм. Марка стали 15ГС. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-02-30-108h8-isp-052-sto-321-02/
Отвод по СТО ЦКТИ 321.02-2009. Угол 15°. DN 100. Наружный диаметр 108 мм. Толщина стенки 8 мм. Исполнение 051. PN 3.92 МПа. Температура 450°C. 3.92 МПа при 450°C. L1 400 мм развёртка 957 мм. Марка стали 15ГС. Масса 7 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-02-15-108h8-isp-051-sto-321-02/
Отвод по СТО ЦКТИ 321.01-2009. Угол 90°. DN 175. Наружный диаметр 219 мм. Толщина стенки 19 мм. Исполнение 060. PN 23.54 МПа. Температура 250°C. 23.54 МПа при 250°C. развёртка 1335 мм. Марка стали 15ГС. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-01-90-219h19-isp-060-sto-321-01/
Отвод по СТО ЦКТИ 321.01-2009. Угол 60°. DN 175. Наружный диаметр 219 мм. Толщина стенки 19 мм. Исполнение 059. PN 23.54 МПа. Температура 250°C. 23.54 МПа при 250°C. развёртка 890 мм. Марка стали 15ГС. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-01-60-219h19-isp-059-sto-321-01/
Отвод по СТО ЦКТИ 321.01-2009. Угол 45°. DN 175. Наружный диаметр 219 мм. Толщина стенки 19 мм. Исполнение 058. PN 23.54 МПа. Температура 250°C. 23.54 МПа при 250°C. развёртка 668 мм. Марка стали 15ГС. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-01-45-219h19-isp-058-sto-321-01/
Отвод по СТО ЦКТИ 321.01-2009. Угол 30°. DN 175. Наружный диаметр 219 мм. Толщина стенки 19 мм. Исполнение 057. PN 23.54 МПа. Температура 250°C. 23.54 МПа при 250°C. развёртка 445 мм. Марка стали 15ГС. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-01-30-219h19-isp-057-sto-321-01/
Отвод по СТО ЦКТИ 321.01-2009. Угол 15°. DN 175. Наружный диаметр 219 мм. Толщина стенки 19 мм. Исполнение 056. PN 23.54 МПа. Температура 250°C. 23.54 МПа при 250°C. развёртка 223 мм. Марка стали 15ГС. Масса расчётная.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-tskti-321-01-15-219h19-isp-056-sto-321-01/
Отвод по СТО СРО-П 60542948.00011-2013. DN 40. Наружный диаметр 45 мм. Толщина стенки 2.5 мм. Исполнение 2. Марка стали 08Х18Н10Т.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-gnutoe-45h2-5-isp-2-sto-sro-p-60542948-00011-2013/
Отвод по СТО 95 115-2013. Наружный диаметр 57 мм. Толщина стенки 4 мм. Исполнение 2. Марка стали 08Х18Н10Т.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-57h4-sto-95-115-2013/
Отвод по СТО 79814898.113-2009. Угол 90°. DN 65. Наружный диаметр 76 мм. Толщина стенки 4.5 мм. Исполнение 65. Марка стали 08Х18Н10Т.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-76h4-5-sto-79814898-113-2009/
Отвод по ОСТ 36-21-77. Секционный сварной. Тип ОСС, радиус R≈1.5DN. Угол 90°. DN 800. Наружный диаметр 820 мм. Толщина стенки 8 мм. Исполнение 1. Давление для неагрессивных сред 1.6 МПа. Давление для среднеагрессивных сред 1.0 МПа. L 1200 мм. Марка стали ВСт3сп. Масса 309.3 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-svarnoy-sektornyy-90-820h8-isp-1-ost-36-21-77/
Отвод по ОСТ 36-21-77. Секционный сварной. Тип ОСС, радиус R≈1.5DN. Угол 60°. DN 800. Наружный диаметр 820 мм. Толщина стенки 8 мм. Исполнение 1. Давление для неагрессивных сред 1.6 МПа. Давление для среднеагрессивных сред 1.0 МПа. L 694 мм. Марка стали ВСт3сп. Масса 206 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-svarnoy-sektornyy-60-820h8-isp-1-ost-36-21-77/
Отвод по ОСТ 36-21-77. Секционный сварной. Тип ОСС, радиус R≈1.5DN. Угол 45°. DN 800. Наружный диаметр 820 мм. Толщина стенки 8 мм. Исполнение 1. Давление для неагрессивных сред 1.6 МПа. Давление для среднеагрессивных сред 1.0 МПа. L 496 мм. Марка стали ВСт3сп. Масса 159 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-svarnoy-sektornyy-45-820h8-isp-1-ost-36-21-77/
Отвод по ОСТ 36-21-77. Секционный сварной. Тип ОСС, радиус R≈1.5DN. Угол 30°. DN 800. Наружный диаметр 820 мм. Толщина стенки 8 мм. Исполнение 1. Давление для неагрессивных сред 1.6 МПа. Давление для среднеагрессивных сред 1.0 МПа. L 322 мм. Марка стали ВСт3сп. Масса 102.8 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-svarnoy-sektornyy-30-820h8-isp-1-ost-36-21-77/
Отвод по ОСТ 34-42-661-84. Угол 90°. DN 25. Наружный диаметр 32 мм. Толщина стенки 2 мм. Исполнение 90. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-90-32h2-st-20-ost-34-42-661-1984/
Отвод по ОСТ 34-42-661-84. Угол 60°. DN 25. Наружный диаметр 32 мм. Толщина стенки 2 мм. Исполнение 60. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-60-32h2-st-20-ost-34-42-661-1984/
Отвод по ОСТ 34-42-661-84. Угол 45°. DN 20. Наружный диаметр 25 мм. Толщина стенки 2 мм. Исполнение 45. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-45-25h2-st-20-ost-34-42-661-1984/
Отвод по ОСТ 34-42-661-84. Угол 15°. DN 50. Наружный диаметр 57 мм. Толщина стенки 3 мм. Исполнение 15. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-15-57h3-st-20-ost-34-42-661-1984/
Отвод по ОСТ 34-10-420-90. DN 600. Наружный диаметр 630 мм. Толщина стенки 8 мм. Исполнение 33. Марка стали 08Х18Н10Т. Масса 192.9 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-630h8-isp-33-08h18n10t-ost-34-10-420-1990/
Отвод по ОСТ 34-10-418-90. Угол 90°. DN 125. Наружный диаметр 133 мм. Толщина стенки 7 мм. Исполнение 5. Марка стали 12Х18Н10Т.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-133h7-ost-34-10-418-1990-2/
Отвод по ОСТ 34-10-418-90. Угол 60°. DN 125. Наружный диаметр 133 мм. Толщина стенки 7 мм. Исполнение 15. Марка стали 12Х18Н10Т.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-133h7-ost-34-10-418-1990-3/
Отвод по ОСТ 24.125.35-89. Угол 90°. DN 200. Наружный диаметр 219 мм. Толщина стенки 9 мм. Исполнение 19. PN 5.89 МПа. 5.89. Марка стали ст.20. Масса 48 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-90-219h9-r260-isp-19-st-20-ost-24-125-35-1989/
Отвод по ОСТ 24.125.35-89. Угол 60°. DN 150. Наружный диаметр 159 мм. Толщина стенки 7 мм. Исполнение 15. PN 5.89 МПа. 5.89. Марка стали ст.20. Масса 14.2 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-60-159h7-r175-isp-15-st-20-ost-24-125-35-1989/
Отвод по ОСТ 24.125.35-89. Угол 45°. DN 150. Наружный диаметр 159 мм. Толщина стенки 7 мм. Исполнение 14. PN 5.89 МПа. 5.89. Марка стали ст.20. Масса 10.7 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-45-159h7-r175-isp-14-st-20-ost-24-125-35-1989/
Отвод по ОСТ 24.125.35-89. Угол 30°. DN 600. Наружный диаметр 630 мм. Толщина стенки 25 мм. Исполнение 04. PN 8.44 МПа. 8.44. Марка стали ст.20. Масса 454 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-30-630h25-r850-isp-04-st-20-ost-24-125-35-1989/
Отвод по ОСТ 24.125.33-89. Угол 90°. DN 200. Наружный диаметр 219 мм. Толщина стенки 9 мм. Исполнение 90. PN 5.89 МПа. 5.89. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-219h9-r1000-isp-90-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.33-89. Угол 60°. DN 200. Наружный диаметр 219 мм. Толщина стенки 9 мм. Исполнение 89. PN 5.89 МПа. 5.89. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-219h9-r1000-isp-89-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.33-89. Угол 45°. DN 200. Наружный диаметр 219 мм. Толщина стенки 9 мм. Исполнение 88. PN 5.89 МПа. 5.89. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-219h9-r1000-isp-88-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.33-89. Угол 30°. DN 200. Наружный диаметр 219 мм. Толщина стенки 13 мм. Исполнение 57. PN 8.44 МПа. 8.44. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-30-219h13-r1000-isp-57-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.33-89. Угол 15°. DN 200. Наружный диаметр 219 мм. Толщина стенки 9 мм. Исполнение 86. PN 5.89 МПа. 5.89. Марка стали ст.20. Масса 86 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-15-219h9-r1000-isp-86-st-20-ost-24-125-33-1989/
Отвод по ОСТ 24.125.32-89. Угол 90°. DN 50. Наружный диаметр 57 мм. Толщина стенки 4 мм. Исполнение 25. PN 11.77 МПа. 11.77. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-57h4-r300-isp-25-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.32-89. Угол 60°. DN 50. Наружный диаметр 57 мм. Толщина стенки 4 мм. Исполнение 24. PN 11.77 МПа. 11.77. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-57h4-r300-isp-24-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.32-89. Угол 45°. DN 65. Наружный диаметр 76 мм. Толщина стенки 4 мм. Исполнение 33. PN 5.89 МПа. 5.89. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-76h4-r300-isp-33-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.32-89. Угол 30°. DN 65. Наружный диаметр 76 мм. Толщина стенки 4 мм. Исполнение 32. PN 5.89 МПа. 5.89. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-30-76h4-r300-isp-32-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.32-89. Угол 15°. DN 50. Наружный диаметр 57 мм. Толщина стенки 4 мм. Исполнение 21. PN 11.77 МПа. 11.77. Марка стали ст.20. Масса 21 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-15-57h4-r300-isp-21-st-20-ost-24-125-32-1989/
Отвод по ОСТ 24.125.04-89. Угол 90°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 95. PN 3.92 МПа. 3.92. развёртка 471 мм. Марка стали 08Х18Н10Т. Масса 12.6 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-159h6-5-r300-isp-95-08h18n10t-ost-24-125-04-1989/
Отвод по ОСТ 24.125.04-89. Угол 60°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 94. PN 3.92 МПа. 3.92. развёртка 314 мм. Марка стали 08Х18Н10Т. Масса 8.4 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-159h6-5-r300-isp-94-08h18n10t-ost-24-125-04-1989/
Отвод по ОСТ 24.125.04-89. Угол 45°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 93. PN 3.92 МПа. 3.92. развёртка 236 мм. Марка стали 08Х18Н10Т. Масса 6.3 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-159h6-5-r300-isp-93-08h18n10t-ost-24-125-04-1989/
Отвод по ОСТ 24.125.04-89. Угол 30°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 92. PN 3.92 МПа. 3.92. развёртка 157 мм. Марка стали 08Х18Н10Т. Масса 4.2 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-30-159h6-5-r300-isp-92-08h18n10t-ost-24-125-04-1989/
Отвод по ОСТ 24.125.04-89. Угол 15°. DN 150. Наружный диаметр 159 мм. Толщина стенки 6.5 мм. Исполнение 66. PN 3.92 МПа. 3.92. развёртка 124 мм. Марка стали 08Х18Н10Т. Масса 3.2 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-15-159h6-5-r475-isp-66-08h18n10t-ost-24-125-04-1989/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 90°. DN 300. Наружный диаметр 323.9 мм. Толщина стенки 10 мм. Исполнение 1. F 305 мм C 610 мм B 467 мм. Марка стали 09Г2С. Масса 37 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-323-9h10-isp-1-gost-30753-2001/
